user_id,wine_id,purchase_det_number
user139,187,2.0
user160,187,1.0
user246,187,3.0
user297,187,1.0
user250,187,2.0
user190,187,1.0
user278,187,3.0
user037,187,2.0
user315,187,3.0
user128,187,1.0
user078,187,2.0
user187,187,1.0
user139,650,1.0
user315,650,3.0
user288,650,2.0
user198,650,2.0
user115,650,3.0
user223,650,3.0
user322,650,1.0
user235,650,1.0
user144,650,3.0
user105,650,2.0
user131,650,1.0
user193,650,3.0
user095,650,2.0
user272,650,2.0
user101,650,1.0
user097,650,3.0
user324,650,2.0
user281,650,2.0
user031,650,1.0
user327,650,2.0
user221,650,3.0
user041,650,2.0
user288,650,1.0
user140,650,1.0
user319,650,3.0
user083,650,2.0
user043,650,1.0
user280,650,2.0
user317,650,3.0
user108,650,3.0
user018,650,1.0
user176,650,2.0
user096,650,1.0
user314,650,3.0
user280,650,3.0
user282,650,3.0
user152,650,2.0
user170,650,1.0
user102,1171,3.0
user139,1171,3.0
user192,1171,1.0
user130,1171,1.0
user115,1171,2.0
user192,1171,3.0
user264,1171,3.0
user166,1171,1.0
user164,1171,3.0
user186,1171,3.0
user229,1171,2.0
user324,1171,1.0
user097,1171,2.0
user312,1171,1.0
user154,1171,2.0
user111,1171,2.0
user261,1171,1.0
user255,1171,1.0
user239,1171,1.0
user239,1171,3.0
user298,1171,1.0
user104,1171,2.0
user224,1171,3.0
user207,1171,1.0
user187,1171,3.0
user161,1171,3.0
user178,1171,3.0
user063,1171,3.0
user099,1171,2.0
user297,1171,1.0
user196,1171,2.0
user137,1171,3.0
user102,118,3.0
user279,118,3.0
user049,118,3.0
user191,118,1.0
user089,118,2.0
user256,118,3.0
user163,118,3.0
user068,118,2.0
user125,118,1.0
user037,118,3.0
user208,118,1.0
user298,118,1.0
user293,118,1.0
user047,118,1.0
user246,952,2.0
user251,952,1.0
user150,952,3.0
user306,952,2.0
user128,952,2.0
user094,952,3.0
user271,952,1.0
user243,952,1.0
user243,952,3.0
user022,952,1.0
user197,952,3.0
user246,952,2.0
user299,952,3.0
user175,952,1.0
user224,952,2.0
user295,952,2.0
user248,952,3.0
user104,952,2.0
user117,952,3.0
user253,952,3.0
user287,952,1.0
user053,952,3.0
user060,952,1.0
user018,952,1.0
user237,952,3.0
user237,952,3.0
user121,952,2.0
user060,952,3.0
user160,952,2.0
user290,952,3.0
user246,684,1.0
user167,684,2.0
user114,684,3.0
user229,684,1.0
user109,684,3.0
user227,684,1.0
user301,684,1.0
user158,684,2.0
user210,684,2.0
user300,684,3.0
user297,684,2.0
user238,684,2.0
user183,684,2.0
user040,684,2.0
user295,684,1.0
user295,684,2.0
user101,684,3.0
user230,684,1.0
user188,684,1.0
user314,684,2.0
user217,684,1.0
user153,684,3.0
user088,684,1.0
user182,684,3.0
user202,684,1.0
user002,684,2.0
user152,684,1.0
user288,684,2.0
user264,684,1.0
user122,684,1.0
user243,1030,2.0
user127,1030,2.0
user280,1030,1.0
user300,1030,1.0
user225,1030,1.0
user087,1030,3.0
user031,1030,2.0
user072,1030,2.0
user154,1030,2.0
user274,1030,1.0
user315,1030,2.0
user231,1030,1.0
user069,1030,2.0
user045,1030,3.0
user186,1030,2.0
user062,1030,1.0
user262,1030,1.0
user196,1030,1.0
user103,1030,2.0
user268,1030,2.0
user014,1030,1.0
user216,1030,2.0
user306,1030,2.0
user315,1030,2.0
user096,1030,3.0
user013,1030,1.0
user243,214,2.0
user281,214,3.0
user022,214,3.0
user147,214,1.0
user185,214,3.0
user151,214,3.0
user254,214,2.0
user090,214,3.0
user312,214,2.0
user077,214,1.0
user103,214,3.0
user185,214,2.0
user258,214,3.0
user243,633,1.0
user254,633,2.0
user194,633,3.0
user066,633,2.0
user254,633,2.0
user207,633,2.0
user002,633,1.0
user146,633,2.0
user109,633,3.0
user266,633,1.0
user177,633,3.0
user062,633,3.0
user274,633,2.0
user073,633,2.0
user051,633,1.0
user200,633,3.0
user031,633,3.0
user012,633,1.0
user235,633,3.0
user174,633,3.0
user264,633,3.0
user264,633,3.0
user116,633,2.0
user248,633,3.0
user043,633,1.0
user283,633,2.0
user145,633,2.0
user243,231,1.0
user110,231,2.0
user302,231,1.0
user237,231,2.0
user203,231,3.0
user304,231,3.0
user164,231,2.0
user310,231,1.0
user301,231,1.0
user318,231,1.0
user242,231,3.0
user298,231,1.0
user108,231,3.0
user001,231,3.0
user284,231,1.0
user072,231,2.0
user299,231,2.0
user249,231,3.0
user140,231,3.0
user053,231,3.0
user069,231,2.0
user156,1062,2.0
user160,1062,1.0
user167,1062,3.0
user137,1062,1.0
user059,1062,2.0
user094,1062,2.0
user178,1062,1.0
user318,1062,3.0
user062,1062,2.0
user231,1062,2.0
user196,1062,2.0
user175,1062,2.0
user256,1062,2.0
user251,1062,2.0
user048,1062,2.0
user173,1062,3.0
user201,1062,1.0
user041,1062,3.0
user070,512,3.0
user071,512,2.0
user172,512,1.0
user219,512,2.0
user119,512,1.0
user304,512,1.0
user166,512,3.0
user079,512,1.0
user104,512,3.0
user272,512,1.0
user324,512,1.0
user188,512,3.0
user260,512,3.0
user203,512,3.0
user186,512,2.0
user169,512,1.0
user265,512,2.0
user158,512,3.0
user214,512,2.0
user279,512,3.0
user014,512,2.0
user263,512,3.0
user115,512,1.0
user144,512,1.0
user126,512,2.0
user264,512,1.0
user012,512,2.0
user322,512,2.0
user153,512,2.0
user251,512,1.0
user043,512,3.0
user274,512,2.0
user159,512,1.0
user070,45,2.0
user251,45,3.0
user324,45,3.0
user183,45,2.0
user205,45,1.0
user160,45,1.0
user047,45,2.0
user231,45,1.0
user154,45,2.0
user264,45,3.0
user264,45,1.0
user312,45,1.0
user111,45,2.0
user222,45,3.0
user154,45,1.0
user056,45,2.0
user040,45,3.0
user096,45,2.0
user254,45,3.0
user103,45,1.0
user258,45,3.0
user239,45,1.0
user070,909,1.0
user113,909,2.0
user132,909,2.0
user186,909,2.0
user089,909,2.0
user013,909,1.0
user327,909,2.0
user255,909,2.0
user120,909,2.0
user172,909,3.0
user205,909,2.0
user253,909,2.0
user251,909,3.0
user293,909,3.0
user229,909,1.0
user289,909,2.0
user291,909,3.0
user077,909,1.0
user077,909,3.0
user186,909,2.0
user198,909,2.0
user174,909,3.0
user312,909,1.0
user154,909,1.0
user164,909,1.0
user083,909,2.0
user296,909,3.0
user070,33,1.0
user012,33,3.0
user183,33,1.0
user054,33,3.0
user326,33,2.0
user287,33,2.0
user294,33,1.0
user001,33,1.0
user218,33,1.0
user207,33,3.0
user157,33,2.0
user220,33,1.0
user070,33,3.0
user074,33,2.0
user049,715,3.0
user303,715,1.0
user183,715,1.0
user111,715,2.0
user172,715,3.0
user039,715,3.0
user109,715,1.0
user281,715,3.0
user242,715,3.0
user147,715,2.0
user250,715,1.0
user287,715,2.0
user188,715,1.0
user049,523,3.0
user272,523,2.0
user019,523,1.0
user039,523,1.0
user040,523,1.0
user174,523,2.0
user038,523,2.0
user111,523,2.0
user206,523,2.0
user199,523,1.0
user054,523,2.0
user260,523,3.0
user109,523,2.0
user111,523,3.0
user206,523,2.0
user325,523,1.0
user001,523,2.0
user230,523,1.0
user051,523,2.0
user209,523,3.0
user292,523,2.0
user049,208,2.0
user034,208,2.0
user106,208,2.0
user033,208,2.0
user137,208,3.0
user250,208,2.0
user202,208,1.0
user011,208,1.0
user283,208,1.0
user188,208,1.0
user194,208,3.0
user111,208,2.0
user309,208,3.0
user314,208,1.0
user247,208,3.0
user078,208,1.0
user018,208,2.0
user296,208,3.0
user261,208,2.0
user128,208,1.0
user330,208,2.0
user280,208,1.0
user054,208,1.0
user207,1249,3.0
user266,1249,3.0
user184,1249,3.0
user179,1249,3.0
user179,1249,2.0
user314,1249,1.0
user152,1249,2.0
user056,1249,1.0
user264,1249,1.0
user038,1249,3.0
user288,1249,2.0
user296,1249,1.0
user151,1249,1.0
user028,1249,1.0
user013,1249,1.0
user079,1249,2.0
user262,1249,2.0
user122,1249,2.0
user017,1249,3.0
user208,1249,3.0
user175,1249,2.0
user220,1249,2.0
user044,1249,2.0
user207,92,3.0
user263,92,2.0
user170,92,1.0
user300,92,3.0
user220,92,1.0
user175,92,1.0
user253,92,2.0
user251,92,1.0
user155,92,3.0
user069,92,1.0
user077,92,3.0
user082,92,3.0
user228,92,2.0
user301,92,1.0
user326,92,3.0
user315,92,3.0
user249,92,2.0
user083,92,3.0
user260,92,2.0
user060,92,2.0
user081,92,2.0
user144,92,2.0
user071,92,3.0
user090,92,3.0
user151,92,2.0
user073,92,1.0
user259,92,2.0
user215,92,2.0
user207,494,3.0
user278,494,1.0
user201,494,1.0
user092,494,2.0
user160,494,3.0
user038,494,2.0
user100,494,3.0
user114,494,3.0
user315,494,3.0
user161,494,2.0
user070,494,1.0
user233,841,3.0
user300,841,1.0
user078,841,3.0
user019,841,1.0
user140,841,1.0
user187,841,3.0
user110,841,1.0
user110,841,1.0
user098,841,3.0
user171,841,1.0
user096,841,3.0
user018,841,3.0
user203,841,3.0
user308,841,3.0
user247,841,2.0
user248,841,3.0
user036,841,1.0
user117,841,2.0
user161,841,3.0
user281,841,1.0
user326,841,2.0
user090,841,2.0
user115,841,3.0
user038,841,2.0
user105,841,1.0
user180,841,2.0
user163,841,2.0
user318,841,1.0
user095,1298,2.0
user263,1298,3.0
user248,1298,2.0
user204,1298,2.0
user328,1298,2.0
user106,1298,2.0
user186,1298,2.0
user135,1298,2.0
user045,1298,2.0
user236,1298,1.0
user122,1298,2.0
user135,1298,1.0
user204,1298,1.0
user284,1298,2.0
user080,1298,3.0
user265,1298,1.0
user134,1298,3.0
user136,1298,3.0
user090,1298,3.0
user049,1298,1.0
user171,1298,3.0
user057,1298,1.0
user312,1298,1.0
user206,1298,2.0
user301,1298,1.0
user312,1298,1.0
user323,1298,3.0
user244,1298,1.0
user302,1298,1.0
user045,1298,3.0
user242,1298,1.0
user281,1298,2.0
user028,1298,2.0
user275,1298,3.0
user224,1298,2.0
user235,1298,3.0
user095,648,3.0
user054,648,3.0
user193,648,1.0
user225,648,2.0
user089,648,2.0
user263,648,1.0
user168,648,2.0
user310,648,3.0
user213,648,2.0
user263,648,1.0
user277,648,3.0
user037,648,1.0
user197,648,2.0
user229,648,2.0
user186,648,3.0
user240,648,2.0
user041,648,3.0
user076,648,3.0
user128,648,3.0
user012,648,2.0
user212,648,2.0
user283,648,1.0
user196,648,2.0
user228,648,3.0
user012,648,1.0
user198,648,2.0
user036,474,2.0
user163,474,3.0
user017,474,1.0
user038,474,1.0
user183,474,1.0
user111,474,3.0
user116,474,1.0
user081,474,3.0
user233,474,3.0
user311,474,3.0
user181,474,1.0
user244,474,1.0
user231,474,1.0
user132,474,1.0
user321,474,2.0
user120,474,3.0
user212,474,3.0
user297,474,2.0
user238,474,1.0
user107,474,3.0
user297,474,1.0
user036,1075,1.0
user212,1075,1.0
user217,1075,1.0
user086,1075,2.0
user145,1075,3.0
user011,1075,3.0
user329,1075,3.0
user189,1075,1.0
user048,1075,1.0
user259,1075,2.0
user227,1075,1.0
user018,1075,1.0
user327,1075,3.0
user045,1075,1.0
user281,1075,2.0
user148,1075,1.0
user054,1075,1.0
user088,1075,3.0
user315,1075,3.0
user107,1075,1.0
user240,1075,2.0
user260,1075,3.0
user158,904,1.0
user318,904,1.0
user164,904,3.0
user153,904,3.0
user189,904,3.0
user200,904,1.0
user310,904,1.0
user021,904,3.0
user077,904,3.0
user165,904,3.0
user049,904,3.0
user307,904,2.0
user131,904,3.0
user091,904,3.0
user033,904,1.0
user194,904,1.0
user158,1325,2.0
user153,1325,2.0
user307,1325,1.0
user273,1325,3.0
user248,1325,1.0
user013,1325,2.0
user191,1325,2.0
user117,1325,3.0
user089,1325,3.0
user015,1325,3.0
user231,1325,2.0
user069,1325,3.0
user019,1325,1.0
user159,1325,1.0
user040,1325,2.0
user327,1325,1.0
user183,1325,3.0
user082,1325,3.0
user158,1191,2.0
user172,1191,1.0
user199,1191,1.0
user277,1191,1.0
user244,1191,2.0
user097,1191,1.0
user236,1191,2.0
user039,1191,1.0
user088,1191,1.0
user120,1191,3.0
user117,1191,3.0
user228,1191,1.0
user316,1191,2.0
user283,1191,1.0
user287,1191,2.0
user283,1191,3.0
user231,1191,2.0
user192,1191,1.0
user069,1191,1.0
user257,1191,2.0
user103,1191,2.0
user175,1191,3.0
user106,1191,1.0
user254,1191,2.0
user254,1191,1.0
user110,1191,2.0
user282,1191,3.0
user060,1191,3.0
user158,450,2.0
user039,450,3.0
user246,450,3.0
user178,450,1.0
user043,450,1.0
user055,450,2.0
user246,450,1.0
user019,450,3.0
user160,450,1.0
user147,450,1.0
user313,450,2.0
user255,450,3.0
user079,450,2.0
user177,450,1.0
user195,450,3.0
user256,450,1.0
user185,450,1.0
user279,737,2.0
user254,737,1.0
user203,737,2.0
user048,737,1.0
user142,737,2.0
user322,737,2.0
user326,737,1.0
user164,737,1.0
user219,737,1.0
user117,737,3.0
user212,737,3.0
user164,737,3.0
user297,737,1.0
user308,737,3.0
user104,737,1.0
user121,737,3.0
user194,737,2.0
user090,737,1.0
user001,737,1.0
user207,737,1.0
user260,737,2.0
user128,737,2.0
user249,737,3.0
user279,1161,3.0
user203,1161,2.0
user291,1161,3.0
user187,1161,1.0
user149,1161,3.0
user270,1161,3.0
user171,1161,1.0
user194,1161,2.0
user209,1161,1.0
user032,1161,3.0
user323,1161,2.0
user111,1161,3.0
user083,1161,2.0
user187,1161,1.0
user066,1161,1.0
user217,1161,1.0
user203,1161,1.0
user149,1161,2.0
user165,1161,2.0
user288,1161,1.0
user038,1161,3.0
user130,1161,2.0
user196,1161,1.0
user316,1018,1.0
user217,1018,2.0
user196,1018,1.0
user179,1018,2.0
user074,1018,3.0
user053,1018,1.0
user230,1018,1.0
user028,1018,3.0
user263,1018,2.0
user037,1018,3.0
user317,1018,3.0
user034,1018,1.0
user196,1018,1.0
user127,1018,1.0
user230,1018,3.0
user194,1018,1.0
user110,1018,3.0
user291,1018,1.0
user134,1018,3.0
user270,1018,1.0
user287,1018,2.0
user280,1018,2.0
user233,1018,3.0
user219,1018,1.0
user056,1018,1.0
user199,1018,3.0
user214,1018,3.0
user304,1018,1.0
user044,1018,2.0
user107,1018,1.0
user318,1018,3.0
user081,1018,2.0
user073,90,3.0
user230,90,3.0
user214,90,3.0
user206,90,2.0
user167,90,1.0
user139,90,3.0
user266,90,1.0
user163,90,2.0
user247,90,1.0
user326,90,2.0
user123,90,1.0
user312,90,2.0
user229,90,2.0
user302,90,2.0
user188,90,3.0
user110,90,2.0
user238,90,3.0
user073,1366,1.0
user173,1366,3.0
user251,1366,2.0
user160,1366,3.0
user262,1366,3.0
user268,1366,2.0
user294,1366,2.0
user267,1366,1.0
user191,1366,2.0
user321,1366,3.0
user090,1366,2.0
user116,1366,1.0
user318,1366,1.0
user179,1366,2.0
user147,1366,3.0
user278,1366,3.0
user208,1366,2.0
user219,1366,1.0
user072,999,2.0
user227,999,3.0
user177,999,3.0
user142,999,2.0
user164,999,2.0
user183,999,2.0
user183,999,1.0
user150,999,3.0
user251,999,1.0
user280,999,1.0
user321,999,1.0
user288,999,1.0
user144,999,3.0
user301,999,2.0
user228,999,3.0
user301,999,3.0
user031,999,3.0
user180,999,3.0
user327,780,3.0
user044,780,1.0
user310,780,2.0
user079,780,3.0
user039,780,2.0
user130,780,1.0
user068,780,3.0
user240,780,3.0
user294,780,2.0
user114,780,2.0
user128,780,3.0
user222,780,2.0
user012,780,3.0
user164,780,2.0
user071,780,1.0
user274,780,1.0
user159,780,2.0
user300,780,3.0
user117,780,2.0
user255,780,3.0
user173,780,2.0
user276,780,1.0
user173,780,2.0
user186,780,3.0
user113,780,1.0
user142,780,2.0
user324,780,1.0
user186,780,3.0
user170,780,3.0
user062,780,1.0
user327,620,3.0
user164,620,1.0
user111,620,2.0
user117,620,1.0
user247,620,3.0
user297,620,1.0
user171,620,3.0
user138,620,2.0
user309,620,1.0
user099,620,1.0
user145,620,2.0
user220,620,3.0
user316,620,3.0
user196,620,1.0
user053,620,2.0
user128,620,3.0
user082,620,1.0
user269,620,1.0
user148,620,3.0
user295,620,3.0
user101,620,3.0
user312,620,3.0
user320,620,1.0
user167,620,3.0
user327,1383,1.0
user280,1383,3.0
user015,1383,3.0
user076,1383,1.0
user313,1383,1.0
user060,1383,1.0
user032,1383,1.0
user113,1383,3.0
user267,1383,1.0
user299,1383,3.0
user271,1383,2.0
user290,1383,1.0
user227,1383,2.0
user260,1383,1.0
user056,1383,2.0
user309,1383,2.0
user240,1383,3.0
user275,1383,2.0
user278,1383,1.0
user179,1383,3.0
user011,1383,1.0
user310,1383,2.0
user275,1383,1.0
user327,1045,1.0
user256,1045,3.0
user048,1045,3.0
user051,1045,2.0
user241,1045,2.0
user077,1045,1.0
user094,1045,2.0
user270,1045,1.0
user185,1045,3.0
user105,1045,3.0
user198,1045,2.0
user105,1045,2.0
user162,1045,3.0
user087,1045,2.0
user239,1045,3.0
user191,1045,2.0
user236,1045,2.0
user236,1045,3.0
user298,1045,3.0
user208,1045,1.0
user045,1045,1.0
user110,1045,1.0
user137,1045,1.0
user271,1045,2.0
user114,1045,2.0
user289,1045,1.0
user234,1045,2.0
user010,1045,3.0
user327,133,3.0
user215,133,1.0
user036,133,1.0
user189,133,3.0
user110,133,3.0
user102,133,3.0
user268,133,2.0
user166,133,1.0
user252,133,2.0
user212,133,2.0
user297,133,2.0
user098,133,2.0
user148,133,1.0
user292,133,1.0
user281,133,1.0
user182,133,3.0
user193,133,3.0
user117,133,3.0
user159,133,2.0
user211,133,1.0
user228,133,1.0
user326,133,1.0
user229,133,3.0
user072,133,1.0
user071,544,2.0
user039,544,1.0
user154,544,2.0
user105,544,2.0
user109,544,3.0
user178,544,3.0
user018,544,1.0
user036,544,1.0
user221,544,1.0
user079,544,3.0
user062,544,2.0
user189,544,2.0
user310,544,2.0
user077,544,2.0
user048,544,3.0
user240,544,2.0
user329,544,2.0
user111,544,1.0
user071,929,2.0
user254,929,3.0
user279,929,1.0
user121,929,3.0
user206,929,2.0
user054,929,1.0
user258,929,3.0
user256,929,3.0
user228,929,2.0
user017,929,3.0
user044,929,1.0
user247,929,1.0
user327,929,1.0
user300,929,2.0
user231,929,1.0
user110,929,2.0
user245,929,3.0
user147,929,1.0
user139,929,1.0
user268,929,1.0
user071,832,1.0
user319,832,1.0
user252,832,3.0
user083,832,3.0
user105,832,2.0
user241,832,2.0
user259,832,1.0
user025,832,2.0
user130,832,3.0
user271,832,1.0
user316,832,2.0
user021,832,3.0
user279,832,2.0
user262,832,1.0
user074,832,3.0
user187,832,2.0
user220,832,3.0
user316,832,3.0
user155,832,1.0
user071,285,3.0
user049,285,3.0
user180,285,1.0
user277,285,2.0
user307,285,3.0
user319,285,2.0
user140,285,3.0
