review_id,user_id,sell_id,review_content,review_score,review_reg_time
158,user319,6949,리뷰 내용,4.5,2023-06-30 17:09:20
159,user319,12547,리뷰 내용,3.5,2023-06-30 17:09:30
160,user319,7010,리뷰 내용,4.0,2023-06-30 17:09:40
161,user319,6901,리뷰 내용,4.0,2023-06-30 17:09:50
162,user211,11935,리뷰 내용,5.0,2023-06-30 17:10:00
163,user292,10832,리뷰 내용,3.0,2023-06-30 17:10:10
164,user292,10904,리뷰 내용,5.0,2023-06-30 17:10:20
165,user292,11215,리뷰 내용,1.0,2023-06-30 17:10:30
166,user264,6050,리뷰 내용,5.0,2023-06-30 17:10:40
167,user064,2468,리뷰 내용,3.0,2023-06-30 17:10:50
168,user064,2271,리뷰 내용,3.0,2023-06-30 17:11:00
169,user064,2347,리뷰 내용,3.5,2023-06-30 17:11:10
170,user232,4948,리뷰 내용,3.5,2023-06-30 17:11:20
171,user232,13677,리뷰 내용,3.5,2023-06-30 17:11:30
172,user232,4931,리뷰 내용,3.5,2023-06-30 17:11:40
173,user232,4898,리뷰 내용,4.5,2023-06-30 17:11:50
174,user291,10801,리뷰 내용,3.5,2023-06-30 17:12:00
175,user013,8072,리뷰 내용,3.5,2023-06-30 17:12:10
176,user013,7637,리뷰 내용,1.5,2023-06-30 17:12:20
177,user317,10657,리뷰 내용,4.0,2023-06-30 17:12:30
178,user170,8939,리뷰 내용,4.5,2023-06-30 17:12:40
179,user170,8949,리뷰 내용,1.5,2023-06-30 17:12:50
180,user170,12828,리뷰 내용,4.5,2023-06-30 17:13:00
181,user147,3334,리뷰 내용,2.5,2023-06-30 17:13:10
182,user147,3093,리뷰 내용,4.0,2023-06-30 17:13:20
183,user147,13534,리뷰 내용,4.5,2023-06-30 17:13:30
184,user220,1939,리뷰 내용,3.5,2023-06-30 17:13:40
185,user220,13437,리뷰 내용,3.0,2023-06-30 17:13:50
186,user220,11629,리뷰 내용,5.0,2023-06-30 17:14:00
187,user264,5858,리뷰 내용,2.0,2023-06-30 17:14:10
188,user113,14102,리뷰 내용,3.0,2023-06-30 17:14:20
189,user113,10554,리뷰 내용,3.0,2023-06-30 17:14:30
190,user113,10233,리뷰 내용,3.0,2023-06-30 17:14:40
191,user011,14352,리뷰 내용,1.5,2023-06-30 17:14:50
192,user011,2145,리뷰 내용,5.0,2023-06-30 17:15:00
193,user011,14348,리뷰 내용,1.5,2023-06-30 17:15:10
194,user011,2045,리뷰 내용,3.0,2023-06-30 17:15:20
195,user011,2080,리뷰 내용,3.0,2023-06-30 17:15:30
196,user148,114,리뷰 내용,3.5,2023-06-30 17:15:40
197,user148,197,리뷰 내용,3.0,2023-06-30 17:15:50
198,user148,2,리뷰 내용,5.0,2023-06-30 17:16:00
199,user148,38,리뷰 내용,3.0,2023-06-30 17:16:10
200,user175,3673,리뷰 내용,1.0,2023-06-30 17:16:20
201,user175,3520,리뷰 내용,3.5,2023-06-30 17:16:30
202,user190,2319,리뷰 내용,4.0,2023-06-30 17:16:40
203,user190,2389,리뷰 내용,4.0,2023-06-30 17:16:50
204,user190,2413,리뷰 내용,2.0,2023-06-30 17:17:00
205,user136,7216,리뷰 내용,3.0,2023-06-30 17:17:10
206,user136,6927,리뷰 내용,5.0,2023-06-30 17:17:20
207,user136,7086,리뷰 내용,1.0,2023-06-30 17:17:30
208,user298,9600,리뷰 내용,3.5,2023-06-30 17:17:40
209,user298,14039,리뷰 내용,5.0,2023-06-30 17:17:50
210,user152,10223,리뷰 내용,3.0,2023-06-30 17:18:00
211,user152,10716,리뷰 내용,4.5,2023-06-30 17:18:10
212,user152,10425,리뷰 내용,5.0,2023-06-30 17:18:20
213,user152,10228,리뷰 내용,2.5,2023-06-30 17:18:30
214,user273,13964,리뷰 내용,3.5,2023-06-30 17:18:40
215,user273,8660,리뷰 내용,3.5,2023-06-30 17:18:50
216,user273,8804,리뷰 내용,0.5,2023-06-30 17:19:00
217,user273,8795,리뷰 내용,5.0,2023-06-30 17:19:10
218,user203,1301,리뷰 내용,4.0,2023-06-30 17:19:20
219,user213,8728,리뷰 내용,4.0,2023-06-30 17:19:30
220,user213,8647,리뷰 내용,3.5,2023-06-30 17:19:40
221,user213,8802,리뷰 내용,2.5,2023-06-30 17:19:50
222,user199,9775,리뷰 내용,0.0,2023-06-30 17:20:00
223,user199,9768,리뷰 내용,3.5,2023-06-30 17:20:10
224,user199,9764,리뷰 내용,2.5,2023-06-30 17:20:20
225,user292,9883,리뷰 내용,3.5,2023-06-30 17:20:30
226,user292,9926,리뷰 내용,5.0,2023-06-30 17:20:40
227,user250,2382,리뷰 내용,5.0,2023-06-30 17:20:50
228,user250,2294,리뷰 내용,2.5,2023-06-30 17:21:00
229,user250,11767,리뷰 내용,5.0,2023-06-30 17:21:10
230,user250,13469,리뷰 내용,4.5,2023-06-30 17:21:20
231,user145,2615,리뷰 내용,3.5,2023-06-30 17:21:30
232,user054,8790,리뷰 내용,4.5,2023-06-30 17:21:40
233,user054,8770,리뷰 내용,1.0,2023-06-30 17:21:50
234,user226,7134,리뷰 내용,1.0,2023-06-30 17:22:00
235,user226,7011,리뷰 내용,3.5,2023-06-30 17:22:10
236,user226,6980,리뷰 내용,3.5,2023-06-30 17:22:20
237,user226,7010,리뷰 내용,0.5,2023-06-30 17:22:30
238,user144,5588,리뷰 내용,3.5,2023-06-30 17:22:40
239,user144,12286,리뷰 내용,5.0,2023-06-30 17:22:50
240,user144,5831,리뷰 내용,4.5,2023-06-30 17:23:00
241,user144,5670,리뷰 내용,3.0,2023-06-30 17:23:10
242,user290,879,리뷰 내용,4.5,2023-06-30 17:23:20
243,user278,9877,리뷰 내용,5.0,2023-06-30 17:23:30
244,user178,2357,리뷰 내용,4.0,2023-06-30 17:23:40
245,user178,2415,리뷰 내용,5.0,2023-06-30 17:23:50
246,user077,1087,리뷰 내용,2.5,2023-06-30 17:24:00
247,user077,1189,리뷰 내용,0.0,2023-06-30 17:24:10
248,user105,6495,리뷰 내용,4.5,2023-06-30 17:24:20
249,user208,8752,리뷰 내용,4.0,2023-06-30 17:24:30
250,user208,8772,리뷰 내용,3.5,2023-06-30 17:24:40
251,user208,8805,리뷰 내용,4.0,2023-06-30 17:24:50
252,user208,8733,리뷰 내용,2.0,2023-06-30 17:25:00
253,user207,12962,리뷰 내용,3.5,2023-06-30 17:25:10
254,user207,14022,리뷰 내용,3.5,2023-06-30 17:25:20
255,user207,9419,리뷰 내용,4.0,2023-06-30 17:25:30
256,user207,9537,리뷰 내용,3.0,2023-06-30 17:25:40
257,user280,3463,리뷰 내용,4.0,2023-06-30 17:25:50
258,user280,3428,리뷰 내용,4.0,2023-06-30 17:26:00
259,user280,3373,리뷰 내용,2.0,2023-06-30 17:26:10
260,user066,1754,리뷰 내용,2.5,2023-06-30 17:26:20
261,user066,11692,리뷰 내용,2.5,2023-06-30 17:26:30
262,user066,1996,리뷰 내용,4.0,2023-06-30 17:26:40
263,user066,11616,리뷰 내용,3.5,2023-06-30 17:26:50
264,user036,13843,리뷰 내용,4.5,2023-06-30 17:27:00
265,user122,11255,리뷰 내용,0.5,2023-06-30 17:27:10
266,user122,11122,리뷰 내용,4.0,2023-06-30 17:27:20
267,user100,6294,리뷰 내용,2.5,2023-06-30 17:27:30
268,user100,6266,리뷰 내용,4.5,2023-06-30 17:27:40
269,user100,12376,리뷰 내용,3.5,2023-06-30 17:27:50
270,user069,11797,리뷰 내용,4.5,2023-06-30 17:28:00
271,user069,2707,리뷰 내용,3.5,2023-06-30 17:28:10
272,user290,1040,리뷰 내용,3.5,2023-06-30 17:28:20
273,user290,1286,리뷰 내용,3.5,2023-06-30 17:28:30
274,user140,3241,리뷰 내용,3.5,2023-06-30 17:28:40
275,user140,11895,리뷰 내용,5.0,2023-06-30 17:28:50
276,user140,3356,리뷰 내용,3.0,2023-06-30 17:29:00
277,user140,3376,리뷰 내용,4.5,2023-06-30 17:29:10
278,user153,6219,리뷰 내용,3.0,2023-06-30 17:29:20
279,user153,13765,리뷰 내용,5.0,2023-06-30 17:29:30
280,user153,6218,리뷰 내용,5.0,2023-06-30 17:29:40
281,user231,3582,리뷰 내용,5.0,2023-06-30 17:29:50
282,user231,3662,리뷰 내용,4.0,2023-06-30 17:30:00
283,user119,1904,리뷰 내용,5.0,2023-06-30 17:30:10
284,user119,1989,리뷰 내용,4.0,2023-06-30 17:30:20
285,user119,1444,리뷰 내용,4.0,2023-06-30 17:30:30
286,user119,1662,리뷰 내용,3.5,2023-06-30 17:30:40
287,user144,12333,리뷰 내용,3.5,2023-06-30 17:30:50
288,user144,5607,리뷰 내용,4.5,2023-06-30 17:31:00
289,user144,5540,리뷰 내용,4.5,2023-06-30 17:31:10
290,user262,14268,리뷰 내용,4.0,2023-06-30 17:31:20
291,user262,969,리뷰 내용,4.0,2023-06-30 17:31:30
292,user262,1265,리뷰 내용,4.5,2023-06-30 17:31:40
293,user262,941,리뷰 내용,3.0,2023-06-30 17:31:50
294,user208,8234,리뷰 내용,4.0,2023-06-30 17:32:00
295,user208,8586,리뷰 내용,4.5,2023-06-30 17:32:10
296,user208,8581,리뷰 내용,3.0,2023-06-30 17:32:20
297,user142,98,리뷰 내용,3.5,2023-06-30 17:32:30
298,user142,76,리뷰 내용,5.0,2023-06-30 17:32:40
299,user142,190,리뷰 내용,3.0,2023-06-30 17:32:50
300,user142,12,리뷰 내용,4.0,2023-06-30 17:33:00
301,user121,1481,리뷰 내용,3.0,2023-06-30 17:33:10
302,user121,1948,리뷰 내용,3.0,2023-06-30 17:33:20
303,user121,1590,리뷰 내용,4.0,2023-06-30 17:33:30
304,user049,7729,리뷰 내용,4.0,2023-06-30 17:33:40
305,user049,8031,리뷰 내용,0.0,2023-06-30 17:33:50
306,user049,7767,리뷰 내용,1.0,2023-06-30 17:34:00
307,user049,8042,리뷰 내용,4.0,2023-06-30 17:34:10
308,user288,12247,리뷰 내용,4.0,2023-06-30 17:34:20
309,user288,5245,리뷰 내용,4.5,2023-06-30 17:34:30
310,user288,14610,리뷰 내용,3.5,2023-06-30 17:34:40
311,user048,14208,리뷰 내용,4.5,2023-06-30 17:34:50
312,user048,13280,리뷰 내용,1.0,2023-06-30 17:35:00
313,user048,286,리뷰 내용,3.0,2023-06-30 17:35:10
314,user048,11433,리뷰 내용,4.0,2023-06-30 17:35:20
315,user110,225,리뷰 내용,0.0,2023-06-30 17:35:30
316,user110,20,리뷰 내용,4.0,2023-06-30 17:35:40
317,user110,213,리뷰 내용,4.5,2023-06-30 17:35:50
318,user110,191,리뷰 내용,3.0,2023-06-30 17:36:00
319,user100,5552,리뷰 내용,5.0,2023-06-30 17:36:10
320,user330,3513,리뷰 내용,4.5,2023-06-30 17:36:20
321,user244,9451,리뷰 내용,1.5,2023-06-30 17:36:30
322,user244,9409,리뷰 내용,3.5,2023-06-30 17:36:40
323,user244,9703,리뷰 내용,0.0,2023-06-30 17:36:50
324,user244,14935,리뷰 내용,3.0,2023-06-30 17:37:00
325,user053,487,리뷰 내용,4.0,2023-06-30 17:37:10
326,user053,13300,리뷰 내용,4.5,2023-06-30 17:37:20
327,user063,13645,리뷰 내용,4.5,2023-06-30 17:37:30
328,user063,4368,리뷰 내용,3.5,2023-06-30 17:37:40
329,user063,4492,리뷰 내용,1.0,2023-06-30 17:37:50
330,user063,4513,리뷰 내용,4.0,2023-06-30 17:38:00
331,user063,12123,리뷰 내용,5.0,2023-06-30 17:38:10
332,user099,11812,리뷰 내용,4.5,2023-06-30 17:38:20
333,user229,11304,리뷰 내용,4.0,2023-06-30 17:38:30
334,user229,13213,리뷰 내용,2.0,2023-06-30 17:38:40
335,user229,10879,리뷰 내용,4.5,2023-06-30 17:38:50
336,user229,11067,리뷰 내용,5.0,2023-06-30 17:39:00
337,user303,8894,리뷰 내용,3.5,2023-06-30 17:39:10
338,user303,13983,리뷰 내용,3.0,2023-06-30 17:39:20
339,user303,8936,리뷰 내용,5.0,2023-06-30 17:39:30
340,user017,8739,리뷰 내용,2.0,2023-06-30 17:39:40
341,user017,8718,리뷰 내용,3.0,2023-06-30 17:39:50
342,user258,6901,리뷰 내용,4.5,2023-06-30 17:40:00
343,user322,6680,리뷰 내용,4.5,2023-06-30 17:40:10
344,user322,6552,리뷰 내용,3.5,2023-06-30 17:40:20
345,user322,6581,리뷰 내용,3.0,2023-06-30 17:40:30
346,user322,6758,리뷰 내용,2.0,2023-06-30 17:40:40
347,user277,8874,리뷰 내용,4.0,2023-06-30 17:40:50
348,user277,8826,리뷰 내용,5.0,2023-06-30 17:41:00
349,user277,8831,리뷰 내용,3.0,2023-06-30 17:41:10
350,user277,13983,리뷰 내용,1.0,2023-06-30 17:41:20
351,user015,3188,리뷰 내용,5.0,2023-06-30 17:41:30
352,user015,11904,리뷰 내용,4.0,2023-06-30 17:41:40
353,user015,3386,리뷰 내용,4.5,2023-06-30 17:41:50
354,user015,14435,리뷰 내용,3.5,2023-06-30 17:42:00
355,user257,2329,리뷰 내용,1.0,2023-06-30 17:42:10
356,user257,2472,리뷰 내용,4.0,2023-06-30 17:42:20
357,user257,14364,리뷰 내용,3.0,2023-06-30 17:42:30
358,user257,2342,리뷰 내용,4.5,2023-06-30 17:42:40
359,user257,14373,리뷰 내용,4.0,2023-06-30 17:42:50
360,user057,8736,리뷰 내용,4.0,2023-06-30 17:43:00
361,user057,13972,리뷰 내용,4.0,2023-06-30 17:43:10
362,user254,1559,리뷰 내용,2.0,2023-06-30 17:43:20
363,user254,1540,리뷰 내용,3.0,2023-06-30 17:43:30
364,user254,11621,리뷰 내용,3.5,2023-06-30 17:43:40
365,user254,1698,리뷰 내용,3.0,2023-06-30 17:43:50
366,user198,6706,리뷰 내용,5.0,2023-06-30 17:44:00
367,user171,1239,리뷰 내용,5.0,2023-06-30 17:44:10
368,user171,1010,리뷰 내용,3.5,2023-06-30 17:44:20
369,user171,1366,리뷰 내용,0.5,2023-06-30 17:44:30
370,user257,2069,리뷰 내용,5.0,2023-06-30 17:44:40
371,user257,11728,리뷰 내용,3.5,2023-06-30 17:44:50
372,user257,2193,리뷰 내용,0.0,2023-06-30 17:45:00
373,user224,9327,리뷰 내용,3.0,2023-06-30 17:45:10
374,user019,4467,리뷰 내용,3.5,2023-06-30 17:45:20
375,user019,14536,리뷰 내용,3.5,2023-06-30 17:45:30
376,user019,4550,리뷰 내용,3.0,2023-06-30 17:45:40
377,user019,4443,리뷰 내용,5.0,2023-06-30 17:45:50
378,user019,4843,리뷰 내용,3.5,2023-06-30 17:46:00
379,user056,6011,리뷰 내용,5.0,2023-06-30 17:46:10
380,user090,12533,리뷰 내용,4.5,2023-06-30 17:46:20
381,user063,3116,리뷰 내용,4.0,2023-06-30 17:46:30
382,user063,14444,리뷰 내용,0.0,2023-06-30 17:46:40
383,user063,14432,리뷰 내용,3.5,2023-06-30 17:46:50
384,user063,3378,리뷰 내용,3.0,2023-06-30 17:47:00
385,user302,10737,리뷰 내용,2.5,2023-06-30 17:47:10
386,user302,10592,리뷰 내용,5.0,2023-06-30 17:47:20
387,user010,8618,리뷰 내용,2.5,2023-06-30 17:47:30
388,user010,13972,리뷰 내용,3.0,2023-06-30 17:47:40
389,user010,13967,리뷰 내용,5.0,2023-06-30 17:47:50
390,user055,3016,리뷰 내용,4.0,2023-06-30 17:48:00
391,user055,2559,리뷰 내용,4.0,2023-06-30 17:48:10
392,user055,2900,리뷰 내용,1.0,2023-06-30 17:48:20
393,user039,5247,리뷰 내용,4.0,2023-06-30 17:48:30
394,user039,5171,리뷰 내용,5.0,2023-06-30 17:48:40
395,user039,14609,리뷰 내용,3.0,2023-06-30 17:48:50
396,user039,5454,리뷰 내용,0.5,2023-06-30 17:49:00
397,user039,12237,리뷰 내용,5.0,2023-06-30 17:49:10
398,user060,331,리뷰 내용,4.5,2023-06-30 17:49:20
399,user060,417,리뷰 내용,4.0,2023-06-30 17:49:30
400,user060,442,리뷰 내용,4.0,2023-06-30 17:49:40
401,user060,11428,리뷰 내용,3.0,2023-06-30 17:49:50
402,user250,2534,리뷰 내용,4.5,2023-06-30 17:50:00
403,user148,1099,리뷰 내용,1.0,2023-06-30 17:50:10
404,user070,14437,리뷰 내용,4.5,2023-06-30 17:50:20
405,user195,7335,리뷰 내용,1.0,2023-06-30 17:50:30
406,user195,7520,리뷰 내용,2.5,2023-06-30 17:50:40
407,user195,7299,리뷰 내용,3.0,2023-06-30 17:50:50
408,user195,7379,리뷰 내용,3.5,2023-06-30 17:51:00
409,user083,14644,리뷰 내용,5.0,2023-06-30 17:51:10
410,user325,9661,리뷰 내용,0.5,2023-06-30 17:51:20
411,user071,6205,리뷰 내용,4.5,2023-06-30 17:51:30
412,user071,6342,리뷰 내용,4.0,2023-06-30 17:51:40
413,user071,6204,리뷰 내용,5.0,2023-06-30 17:51:50
414,user181,11386,리뷰 내용,4.0,2023-06-30 17:52:00
415,user181,13261,리뷰 내용,3.0,2023-06-30 17:52:10
416,user181,68,리뷰 내용,5.0,2023-06-30 17:52:20
417,user181,115,리뷰 내용,2.5,2023-06-30 17:52:30
418,user308,11698,리뷰 내용,3.5,2023-06-30 17:52:40
419,user308,1516,리뷰 내용,4.0,2023-06-30 17:52:50
420,user308,1751,리뷰 내용,3.5,2023-06-30 17:53:00
421,user308,1709,리뷰 내용,3.0,2023-06-30 17:53:10
422,user308,1515,리뷰 내용,3.5,2023-06-30 17:53:20
423,user326,14741,리뷰 내용,2.5,2023-06-30 17:53:30
