purchase_id,user_id,purchase_time,purchase_number,purchase_price
198,user142,2023-06-30 17:11:51,5,136000
199,user297,2023-06-30 17:12:01,10,283000
200,user151,2023-06-30 17:12:11,3,77000
201,user224,2023-06-30 17:12:21,3,66000
202,user224,2023-06-30 17:12:31,10,251000
203,user279,2023-06-30 17:12:41,6,150000
204,user053,2023-06-30 17:12:51,1,28000
205,user302,2023-06-30 17:13:01,8,227000
206,user174,2023-06-30 17:13:11,3,82000
207,user268,2023-06-30 17:13:21,11,326000
208,user012,2023-06-30 17:13:31,1,33000
209,user263,2023-06-30 17:13:41,2,40000
210,user032,2023-06-30 17:13:51,3,66000
211,user101,2023-06-30 17:14:01,3,86000
212,user034,2023-06-30 17:14:11,11,327000
213,user119,2023-06-30 17:14:21,13,318000
214,user128,2023-06-30 17:14:31,10,281000
215,user046,2023-06-30 17:14:41,5,134000
216,user041,2023-06-30 17:14:51,6,154000
217,user094,2023-06-30 17:15:01,4,130000
218,user280,2023-06-30 17:15:11,9,258000
219,user287,2023-06-30 17:15:21,2,40000
220,user285,2023-06-30 17:15:31,5,118000
221,user082,2023-06-30 17:15:41,6,210000
222,user097,2023-06-30 17:15:51,15,381000
223,user227,2023-06-30 17:16:01,2,46000
224,user292,2023-06-30 17:16:11,2,54000
225,user220,2023-06-30 17:16:21,3,90000
226,user055,2023-06-30 17:16:31,7,162000
227,user082,2023-06-30 17:16:41,1,33000
228,user129,2023-06-30 17:16:51,4,84000
229,user031,2023-06-30 17:17:01,9,217000
230,user048,2023-06-30 17:17:11,6,177000
231,user304,2023-06-30 17:17:21,7,175000
232,user320,2023-06-30 17:17:31,10,268000
233,user021,2023-06-30 17:17:41,6,124000
234,user121,2023-06-30 17:17:51,8,179000
235,user309,2023-06-30 17:18:01,6,146000
236,user244,2023-06-30 17:18:11,9,243000
237,user100,2023-06-30 17:18:21,11,359000
238,user189,2023-06-30 17:18:31,11,362000
239,user018,2023-06-30 17:18:41,6,164000
240,user181,2023-06-30 17:18:51,4,94000
241,user010,2023-06-30 17:19:01,9,261000
242,user317,2023-06-30 17:19:11,10,249000
243,user276,2023-06-30 17:19:21,1,18000
244,user062,2023-06-30 17:19:31,1,25000
245,user115,2023-06-30 17:19:41,5,154000
246,user322,2023-06-30 17:19:51,6,132000
247,user293,2023-06-30 17:20:01,2,64000
248,user178,2023-06-30 17:20:11,10,272000
249,user038,2023-06-30 17:20:21,5,144000
250,user230,2023-06-30 17:20:31,10,324000
251,user311,2023-06-30 17:20:41,10,259000
252,user098,2023-06-30 17:20:51,4,93000
253,user283,2023-06-30 17:21:01,13,348000
254,user134,2023-06-30 17:21:11,9,231000
255,user033,2023-06-30 17:21:21,6,172000
256,user258,2023-06-30 17:21:31,4,78000
257,user251,2023-06-30 17:21:41,5,129000
258,user157,2023-06-30 17:21:51,11,305000
259,user183,2023-06-30 17:22:01,10,259000
260,user265,2023-06-30 17:22:11,4,128000
261,user276,2023-06-30 17:22:21,3,90000
262,user202,2023-06-30 17:22:31,4,118000
263,user210,2023-06-30 17:22:41,5,149000
264,user018,2023-06-30 17:22:51,5,110000
265,user190,2023-06-30 17:23:01,11,295000
266,user051,2023-06-30 17:23:11,3,93000
267,user053,2023-06-30 17:23:21,7,234000
268,user170,2023-06-30 17:23:31,2,54000
269,user094,2023-06-30 17:23:41,4,102000
270,user292,2023-06-30 17:23:51,7,207000
271,user071,2023-06-30 17:24:01,5,124000
272,user275,2023-06-30 17:24:11,6,189000
273,user291,2023-06-30 17:24:21,3,75000
274,user043,2023-06-30 17:24:31,5,154000
275,user197,2023-06-30 17:24:41,9,174000
276,user228,2023-06-30 17:24:51,2,56000
277,user147,2023-06-30 17:25:01,9,272000
278,user137,2023-06-30 17:25:11,7,171000
279,user243,2023-06-30 17:25:21,4,131000
280,user242,2023-06-30 17:25:31,9,200000
281,user208,2023-06-30 17:25:41,7,161000
282,user201,2023-06-30 17:25:51,6,204000
283,user036,2023-06-30 17:26:01,9,262000
284,user237,2023-06-30 17:26:11,5,127000
285,user014,2023-06-30 17:26:21,1,20000
286,user014,2023-06-30 17:26:31,3,83000
287,user307,2023-06-30 17:26:41,3,77000
288,user130,2023-06-30 17:26:51,3,111000
289,user287,2023-06-30 17:27:01,1,30000
290,user138,2023-06-30 17:27:11,7,232000
291,user306,2023-06-30 17:27:21,9,210000
292,user279,2023-06-30 17:27:31,3,54000
293,user061,2023-06-30 17:27:41,1,30000
294,user316,2023-06-30 17:27:51,5,124000
295,user249,2023-06-30 17:28:01,1,25000
296,user330,2023-06-30 17:28:11,7,172000
297,user122,2023-06-30 17:28:21,8,256000
298,user073,2023-06-30 17:28:31,10,304000
299,user125,2023-06-30 17:28:41,5,145000
300,user068,2023-06-30 17:28:51,6,149000
301,user303,2023-06-30 17:29:01,1,22000
302,user269,2023-06-30 17:29:11,11,320000
303,user168,2023-06-30 17:29:21,9,288000
304,user163,2023-06-30 17:29:31,4,97000
305,user246,2023-06-30 17:29:41,9,214000
306,user060,2023-06-30 17:29:51,3,89000
307,user174,2023-06-30 17:30:01,3,66000
308,user043,2023-06-30 17:30:11,9,254000
309,user059,2023-06-30 17:30:21,1,25000
310,user254,2023-06-30 17:30:31,12,333000
311,user271,2023-06-30 17:30:41,9,247000
312,user157,2023-06-30 17:30:51,4,96000
313,user311,2023-06-30 17:31:01,2,70000
314,user039,2023-06-30 17:31:11,7,180000
315,user048,2023-06-30 17:31:21,5,134000
316,user179,2023-06-30 17:31:31,9,244000
317,user316,2023-06-30 17:31:41,10,289000
318,user106,2023-06-30 17:31:51,2,64000
319,user246,2023-06-30 17:32:01,8,230000
320,user129,2023-06-30 17:32:11,10,250000
321,user136,2023-06-30 17:32:21,4,113000
322,user260,2023-06-30 17:32:31,11,301000
323,user043,2023-06-30 17:32:41,10,320000
324,user087,2023-06-30 17:32:51,9,264000
325,user238,2023-06-30 17:33:01,6,169000
326,user060,2023-06-30 17:33:11,7,181000
327,user177,2023-06-30 17:33:21,3,54000
328,user174,2023-06-30 17:33:31,10,283000
329,user257,2023-06-30 17:33:41,5,126000
330,user075,2023-06-30 17:33:51,5,134000
331,user013,2023-06-30 17:34:01,3,74000
332,user216,2023-06-30 17:34:11,7,221000
333,user034,2023-06-30 17:34:21,5,129000
334,user041,2023-06-30 17:34:31,5,120000
335,user021,2023-06-30 17:34:41,4,127000
336,user011,2023-06-30 17:34:51,8,233000
337,user248,2023-06-30 17:35:01,8,201000
338,user098,2023-06-30 17:35:11,9,242000
339,user064,2023-06-30 17:35:21,5,146000
340,user134,2023-06-30 17:35:31,6,158000
341,user060,2023-06-30 17:35:41,8,194000
342,user294,2023-06-30 17:35:51,4,96000
343,user086,2023-06-30 17:36:01,9,295000
344,user213,2023-06-30 17:36:11,9,264000
345,user313,2023-06-30 17:36:21,9,268000
346,user212,2023-06-30 17:36:31,10,279000
347,user301,2023-06-30 17:36:41,4,96000
348,user078,2023-06-30 17:36:51,7,162000
349,user289,2023-06-30 17:37:01,8,263000
350,user185,2023-06-30 17:37:11,6,141000
351,user318,2023-06-30 17:37:21,4,110000
352,user242,2023-06-30 17:37:31,6,158000
353,user211,2023-06-30 17:37:41,8,184000
354,user212,2023-06-30 17:37:51,10,282000
355,user258,2023-06-30 17:38:01,4,94000
356,user254,2023-06-30 17:38:11,3,111000
357,user106,2023-06-30 17:38:21,7,209000
358,user021,2023-06-30 17:38:31,3,88000
359,user260,2023-06-30 17:38:41,6,151000
360,user155,2023-06-30 17:38:51,4,122000
361,user215,2023-06-30 17:39:01,7,223000
362,user304,2023-06-30 17:39:11,5,131000
363,user048,2023-06-30 17:39:21,9,241000
364,user273,2023-06-30 17:39:31,6,147000
365,user114,2023-06-30 17:39:41,7,219000
366,user041,2023-06-30 17:39:51,2,36000
367,user104,2023-06-30 17:40:01,2,66000
368,user140,2023-06-30 17:40:11,5,147000
369,user137,2023-06-30 17:40:21,10,266000
370,user132,2023-06-30 17:40:31,9,186000
371,user298,2023-06-30 17:40:41,9,268000
372,user044,2023-06-30 17:40:51,9,277000
373,user072,2023-06-30 17:41:01,9,261000
374,user224,2023-06-30 17:41:11,7,171000
375,user283,2023-06-30 17:41:21,7,190000
376,user125,2023-06-30 17:41:31,10,288000
377,user188,2023-06-30 17:41:41,6,195000
378,user013,2023-06-30 17:41:51,2,46000
379,user224,2023-06-30 17:42:01,2,43000
380,user106,2023-06-30 17:42:11,7,170000
381,user255,2023-06-30 17:42:21,6,119000
382,user153,2023-06-30 17:42:31,11,297000
383,user289,2023-06-30 17:42:41,2,40000
384,user021,2023-06-30 17:42:51,4,92000
385,user156,2023-06-30 17:43:01,1,35000
386,user321,2023-06-30 17:43:11,1,27000
387,user322,2023-06-30 17:43:21,7,208000
388,user108,2023-06-30 17:43:31,6,153000
389,user296,2023-06-30 17:43:41,4,89000
390,user090,2023-06-30 17:43:51,8,234000
391,user185,2023-06-30 17:44:01,5,138000
392,user323,2023-06-30 17:44:11,3,103000
393,user264,2023-06-30 17:44:21,7,192000
394,user038,2023-06-30 17:44:31,9,257000
395,user115,2023-06-30 17:44:41,1,28000
396,user308,2023-06-30 17:44:51,9,313000
397,user182,2023-06-30 17:45:01,2,40000
398,user157,2023-06-30 17:45:11,3,99000
399,user104,2023-06-30 17:45:21,3,54000
400,user091,2023-06-30 17:45:31,7,198000
401,user055,2023-06-30 17:45:41,6,171000
402,user117,2023-06-30 17:45:51,4,124000
403,user311,2023-06-30 17:46:01,11,321000
404,user031,2023-06-30 17:46:11,7,201000
405,user316,2023-06-30 17:46:21,12,284000
406,user248,2023-06-30 17:46:31,2,50000
407,user264,2023-06-30 17:46:41,9,298000
408,user253,2023-06-30 17:46:51,7,192000
409,user045,2023-06-30 17:47:01,3,54000
410,user087,2023-06-30 17:47:11,2,36000
411,user273,2023-06-30 17:47:21,3,75000
412,user068,2023-06-30 17:47:31,5,147000
413,user063,2023-06-30 17:47:41,10,243000
414,user215,2023-06-30 17:47:51,6,177000
415,user087,2023-06-30 17:48:01,6,158000
416,user307,2023-06-30 17:48:11,2,60000
417,user280,2023-06-30 17:48:21,4,91000
418,user228,2023-06-30 17:48:31,11,334000
419,user202,2023-06-30 17:48:41,6,145000
420,user215,2023-06-30 17:48:51,8,229000
421,user221,2023-06-30 17:49:01,12,357000
422,user153,2023-06-30 17:49:11,10,237000
423,user305,2023-06-30 17:49:21,10,267000
424,user224,2023-06-30 17:49:31,8,216000
425,user294,2023-06-30 17:49:41,5,151000
426,user246,2023-06-30 17:49:51,3,93000
427,user284,2023-06-30 17:50:01,7,174000
428,user075,2023-06-30 17:50:11,3,54000
429,user233,2023-06-30 17:50:21,6,187000
430,user329,2023-06-30 17:50:31,5,125000
431,user185,2023-06-30 17:50:41,8,253000
432,user248,2023-06-30 17:50:51,1,35000
433,user144,2023-06-30 17:51:01,2,36000
434,user011,2023-06-30 17:51:11,6,140000
435,user053,2023-06-30 17:51:21,9,236000
436,user247,2023-06-30 17:51:31,1,37000
437,user070,2023-06-30 17:51:41,9,217000
438,user249,2023-06-30 17:51:51,8,237000
439,user310,2023-06-30 17:52:01,7,172000
440,user109,2023-06-30 17:52:11,9,275000
441,user064,2023-06-30 17:52:21,4,93000
442,user324,2023-06-30 17:52:31,8,217000
443,user313,2023-06-30 17:52:41,9,265000
444,user197,2023-06-30 17:52:51,6,170000
445,user047,2023-06-30 17:53:01,5,95000
446,user212,2023-06-30 17:53:11,3,66000
447,user011,2023-06-30 17:53:21,11,269000
448,user323,2023-06-30 17:53:31,3,85000
449,user327,2023-06-30 17:53:41,7,195000
450,user166,2023-06-30 17:53:51,5,148000
451,user001,2023-06-30 17:54:01,9,273000
452,user144,2023-06-30 17:54:11,8,238000
453,user158,2023-06-30 17:54:21,11,342000
454,user248,2023-06-30 17:54:31,2,54000
455,user115,2023-06-30 17:54:41,2,46000
456,user160,2023-06-30 17:54:51,8,221000
457,user077,2023-06-30 17:55:01,2,40000
458,user195,2023-06-30 17:55:11,11,310000
459,user036,2023-06-30 17:55:21,3,75000
460,user083,2023-06-30 17:55:31,12,346000
461,user091,2023-06-30 17:55:41,6,165000
462,user207,2023-06-30 17:55:51,7,194000
463,user098,2023-06-30 17:56:01,6,174000
464,user318,2023-06-30 17:56:11,5,118000
465,user293,2023-06-30 17:56:21,9,238000
466,user083,2023-06-30 17:56:31,7,198000
467,user103,2023-06-30 17:56:41,4,77000
468,user209,2023-06-30 17:56:51,6,154000
469,user121,2023-06-30 17:57:01,12,312000
470,user206,2023-06-30 17:57:11,3,75000
471,user223,2023-06-30 17:57:21,6,175000
472,user205,2023-06-30 17:57:31,2,40000
473,user022,2023-06-30 17:57:41,9,275000
474,user022,2023-06-30 17:57:51,6,177000
475,user279,2023-06-30 17:58:01,8,181000
476,user157,2023-06-30 17:58:11,1,27000
477,user146,2023-06-30 17:58:21,3,105000
478,user166,2023-06-30 17:58:31,5,120000
479,user231,2023-06-30 17:58:41,1,20000
480,user236,2023-06-30 17:58:51,5,100000
481,user069,2023-06-30 17:59:01,7,181000
482,user300,2023-06-30 17:59:11,5,149000
483,user077,2023-06-30 17:59:21,7,161000
484,user087,2023-06-30 17:59:31,6,168000
485,user222,2023-06-30 17:59:41,10,316000
486,user310,2023-06-30 17:59:51,1,32000
487,user239,2023-06-30 18:00:01,8,205000
488,user221,2023-06-30 18:00:11,11,284000
489,user157,2023-06-30 18:00:21,9,249000
490,user069,2023-06-30 18:00:31,3,59000
491,user213,2023-06-30 18:00:41,5,175000
492,user163,2023-06-30 18:00:51,6,127000
493,user139,2023-06-30 18:01:01,7,169000
494,user273,2023-06-30 18:01:11,14,390000
495,user327,2023-06-30 18:01:21,7,211000
496,user177,2023-06-30 18:01:31,4,106000
497,user283,2023-06-30 18:01:41,9,234000
498,user087,2023-06-30 18:01:51,2,46000
499,user288,2023-06-30 18:02:01,6,165000
500,user055,2023-06-30 18:02:11,1,23000
501,user053,2023-06-30 18:02:21,8,220000
502,user156,2023-06-30 18:02:31,3,96000
503,user169,2023-06-30 18:02:41,4,131000
504,user139,2023-06-30 18:02:51,5,131000
505,user033,2023-06-30 18:03:01,8,229000
506,user179,2023-06-30 18:03:11,4,106000
507,user163,2023-06-30 18:03:21,1,33000
508,user017,2023-06-30 18:03:31,3,59000
509,user261,2023-06-30 18:03:41,6,146000
510,user145,2023-06-30 18:03:51,3,99000
511,user091,2023-06-30 18:04:01,4,111000
512,user200,2023-06-30 18:04:11,9,262000
513,user255,2023-06-30 18:04:21,12,330000
514,user214,2023-06-30 18:04:31,10,299000
515,user262,2023-06-30 18:04:41,2,50000
516,user010,2023-06-30 18:04:51,6,159000
517,user177,2023-06-30 18:05:01,4,134000
518,user322,2023-06-30 18:05:11,4,88000
519,user241,2023-06-30 18:05:21,5,167000
520,user080,2023-06-30 18:05:31,6,178000
521,user298,2023-06-30 18:05:41,5,149000
522,user135,2023-06-30 18:05:51,4,101000
523,user148,2023-06-30 18:06:01,3,69000
524,user324,2023-06-30 18:06:11,10,273000
525,user040,2023-06-30 18:06:21,5,113000
526,user097,2023-06-30 18:06:31,10,282000
527,user281,2023-06-30 18:06:41,3,111000
528,user235,2023-06-30 18:06:51,4,135000
529,user100,2023-06-30 18:07:01,9,255000
530,user246,2023-06-30 18:07:11,3,69000
531,user095,2023-06-30 18:07:21,6,144000
532,user173,2023-06-30 18:07:31,6,184000
533,user098,2023-06-30 18:07:41,3,84000
534,user324,2023-06-30 18:07:51,7,191000
535,user195,2023-06-30 18:08:01,8,211000
536,user186,2023-06-30 18:08:11,6,129000
537,user106,2023-06-30 18:08:21,3,99000
538,user167,2023-06-30 18:08:31,6,138000
539,user160,2023-06-30 18:08:41,3,69000
540,user205,2023-06-30 18:08:51,10,234000
541,user183,2023-06-30 18:09:01,1,35000
542,user038,2023-06-30 18:09:11,5,131000
543,user228,2023-06-30 18:09:21,9,325000
544,user286,2023-06-30 18:09:31,10,263000
545,user040,2023-06-30 18:09:41,10,261000
546,user246,2023-06-30 18:09:51,8,212000
547,user144,2023-06-30 18:10:01,14,411000
548,user114,2023-06-30 18:10:11,4,135000
549,user250,2023-06-30 18:10:21,2,59000
550,user172,2023-06-30 18:10:31,7,183000
551,user182,2023-06-30 18:10:41,10,290000
552,user097,2023-06-30 18:10:51,6,155000
553,user091,2023-06-30 18:11:01,9,213000
554,user167,2023-06-30 18:11:11,10,304000
555,user054,2023-06-30 18:11:21,3,94000
556,user033,2023-06-30 18:11:31,6,186000
557,user260,2023-06-30 18:11:41,11,312000
558,user316,2023-06-30 18:11:51,11,275000
559,user304,2023-06-30 18:12:01,4,135000
560,user208,2023-06-30 18:12:11,3,79000
561,user227,2023-06-30 18:12:21,6,190000
562,user173,2023-06-30 18:12:31,12,292000
563,user175,2023-06-30 18:12:41,6,135000
564,user001,2023-06-30 18:12:51,7,157000
565,user019,2023-06-30 18:13:01,3,93000
566,user242,2023-06-30 18:13:11,5,110000
567,user317,2023-06-30 18:13:21,3,85000
568,user108,2023-06-30 18:13:31,5,143000
569,user324,2023-06-30 18:13:41,6,162000
570,user174,2023-06-30 18:13:51,7,166000
571,user153,2023-06-30 18:14:01,7,175000
572,user214,2023-06-30 18:14:11,9,266000
573,user119,2023-06-30 18:14:21,1,32000
574,user240,2023-06-30 18:14:31,1,32000
575,user217,2023-06-30 18:14:41,8,223000
576,user156,2023-06-30 18:14:51,1,35000
577,user269,2023-06-30 18:15:01,5,169000
578,user173,2023-06-30 18:15:11,6,149000
579,user031,2023-06-30 18:15:21,6,175000
580,user130,2023-06-30 18:15:31,8,226000
581,user252,2023-06-30 18:15:41,10,278000
582,user269,2023-06-30 18:15:51,9,282000
583,user195,2023-06-30 18:16:01,6,218000
584,user132,2023-06-30 18:16:11,6,148000
585,user075,2023-06-30 18:16:21,3,73000
586,user056,2023-06-30 18:16:31,8,249000
587,user196,2023-06-30 18:16:41,9,246000
588,user272,2023-06-30 18:16:51,6,170000
589,user162,2023-06-30 18:17:01,9,257000
590,user319,2023-06-30 18:17:11,5,132000
591,user202,2023-06-30 18:17:21,5,126000
592,user110,2023-06-30 18:17:31,3,78000
593,user017,2023-06-30 18:17:41,8,212000
594,user130,2023-06-30 18:17:51,12,323000
595,user137,2023-06-30 18:18:01,9,264000
596,user022,2023-06-30 18:18:11,2,36000
597,user312,2023-06-30 18:18:21,3,105000
598,user308,2023-06-30 18:18:31,4,133000
599,user149,2023-06-30 18:18:41,8,237000
600,user275,2023-06-30 18:18:51,3,68000
601,user130,2023-06-30 18:19:01,1,35000
602,user328,2023-06-30 18:19:11,1,22000
603,user285,2023-06-30 18:19:21,5,155000
604,user045,2023-06-30 18:19:31,2,66000
605,user053,2023-06-30 18:19:41,5,134000
606,user186,2023-06-30 18:19:51,5,132000
