user_id,wine_id,cart_det_qnty
user269,906,1.0
user193,906,1.0
user031,906,3.0
user180,428,1.0
user001,428,1.0
user239,428,3.0
user282,428,3.0
user284,428,2.0
user180,993,2.0
user054,993,2.0
user294,993,1.0
user033,637,3.0
user159,637,1.0
user169,637,3.0
user114,637,2.0
user160,637,3.0
user291,334,2.0
user291,424,2.0
user259,424,1.0
user227,424,3.0
user291,1357,3.0
user157,1357,2.0
user134,1357,2.0
user240,1357,1.0
user291,321,3.0
user234,321,1.0
user269,321,2.0
user291,1388,3.0
user028,1388,2.0
user034,415,3.0
user121,415,2.0
user142,415,3.0
user045,415,2.0
user279,415,2.0
user317,415,3.0
user034,576,1.0
user096,576,2.0
user237,576,3.0
user148,576,3.0
user082,576,3.0
user317,576,3.0
user034,1040,3.0
user121,1040,3.0
user303,335,3.0
user090,335,1.0
user090,335,2.0
user321,335,2.0
user303,734,3.0
user091,734,2.0
user089,734,3.0
user079,734,1.0
user303,1059,1.0
user226,1059,2.0
user303,767,2.0
user215,767,2.0
user310,767,2.0
user310,767,3.0
user326,767,3.0
user303,1025,3.0
user079,1025,1.0
user044,360,1.0
user166,360,3.0
user044,428,1.0
user195,428,1.0
user036,428,1.0
user091,428,2.0
user044,295,2.0
user303,295,1.0
user189,295,2.0
user091,295,3.0
user095,295,3.0
user044,877,3.0
user066,60,1.0
user173,60,3.0
user066,1174,1.0
user099,1174,1.0
user021,1174,3.0
user188,1174,2.0
user066,382,2.0
user283,382,3.0
user066,1323,3.0
user165,1323,2.0
user247,107,3.0
user101,107,1.0
user010,107,1.0
user168,107,2.0
user168,107,2.0
user087,107,3.0
user247,836,3.0
user129,836,3.0
user054,836,2.0
user284,836,1.0
user225,836,3.0
user001,836,2.0
user220,765,2.0
user043,765,1.0
user069,765,3.0
user070,765,2.0
user220,1165,1.0
user061,1165,2.0
user150,1165,3.0
user220,10,1.0
user320,10,2.0
user257,10,1.0
user246,10,1.0
user220,335,2.0
user251,335,1.0
user105,677,1.0
user105,811,3.0
user105,811,3.0
user129,848,2.0
user129,906,3.0
user082,906,3.0
user184,906,3.0
user129,1381,1.0
user294,1381,3.0
user028,1381,3.0
user129,1308,2.0
user242,1308,2.0
user129,951,3.0
user181,951,1.0
user105,909,2.0
user198,909,3.0
user322,909,1.0
user156,909,2.0
user056,909,2.0
user105,1029,3.0
user197,1029,3.0
user126,1029,1.0
user174,1029,1.0
user105,1069,2.0
user174,1069,2.0
user220,546,2.0
user253,546,1.0
user222,546,1.0
user025,704,1.0
user322,704,1.0
user264,704,1.0
user321,704,3.0
user025,428,2.0
user083,428,1.0
user198,428,1.0
user274,428,1.0
user156,428,2.0
user025,882,1.0
user329,882,3.0
user322,882,2.0
user323,882,3.0
user025,882,1.0
user274,882,2.0
user153,312,3.0
user041,312,2.0
user105,312,1.0
user092,312,1.0
user153,837,2.0
user153,1261,1.0
user041,92,1.0
user110,1100,3.0
user262,1100,2.0
user254,1100,1.0
user011,1100,3.0
user110,910,2.0
user149,910,3.0
user032,910,2.0
user230,910,1.0
user110,1043,1.0
user098,1043,3.0
user142,1043,2.0
user110,953,2.0
user243,953,1.0
user217,953,3.0
user161,953,3.0
user110,143,1.0
user066,143,3.0
user123,143,2.0
user066,143,3.0
user233,95,2.0
user175,95,3.0
user150,95,2.0
user233,42,2.0
user233,88,2.0
user192,88,2.0
user211,88,3.0
user216,88,2.0
user163,1119,3.0
user200,1119,1.0
user163,207,1.0
user073,137,2.0
user279,137,1.0
user203,137,1.0
user073,1204,1.0
user073,1031,2.0
user127,1031,1.0
user073,184,1.0
user217,184,3.0
user187,184,3.0
user022,184,3.0
user238,184,2.0
user161,184,2.0
user176,873,1.0
user327,873,1.0
user261,404,2.0
user116,404,1.0
user219,404,1.0
user153,404,1.0
user154,404,2.0
user261,1283,3.0
user261,54,2.0
user018,1196,3.0
user175,564,2.0
user175,410,1.0
user175,1050,1.0
user192,1050,3.0
user321,1306,2.0
user321,620,3.0
user322,620,2.0
user116,620,3.0
user321,850,1.0
user244,218,2.0
user294,218,3.0
user224,218,1.0
user286,218,1.0
user277,218,3.0
user109,218,3.0
user122,218,3.0
user242,218,1.0
user186,218,3.0
user293,218,3.0
user240,218,1.0
user244,218,3.0
user240,218,2.0
user122,218,2.0
user229,218,1.0
user244,415,3.0
user002,415,2.0
user002,415,1.0
user106,415,2.0
user181,415,1.0
user266,415,1.0
user284,415,2.0
user170,415,3.0
user278,415,1.0
user278,415,2.0
user285,415,1.0
user324,415,1.0
user037,415,1.0
user034,415,3.0
user244,1008,1.0
user170,1008,1.0
user204,1008,3.0
user045,1008,3.0
user240,1008,1.0
user234,1008,2.0
user284,1008,2.0
user135,1008,3.0
user244,1008,3.0
user122,1008,1.0
user108,1008,2.0
user072,1008,1.0
user034,1008,2.0
user324,1008,1.0
user184,1008,2.0
user244,373,1.0
user002,373,1.0
user108,373,1.0
user277,373,3.0
user298,373,2.0
user002,373,1.0
user311,373,3.0
user072,373,2.0
user240,373,2.0
user034,373,2.0
user247,271,2.0
user049,271,1.0
user247,685,1.0
user158,859,2.0
user310,859,2.0
user057,859,1.0
user046,1363,1.0
user282,1363,2.0
user201,1363,1.0
user046,571,2.0
user229,571,1.0
user046,373,2.0
user152,373,2.0
user157,373,2.0
user002,373,2.0
user028,682,1.0
user134,682,3.0
user151,102,2.0
user225,1330,1.0
user215,1330,3.0
user158,1330,1.0
user054,1330,2.0
user164,1330,1.0
user079,1330,2.0
user330,729,1.0
user223,729,1.0
user305,729,1.0
user330,190,3.0
user088,190,2.0
user330,74,2.0
user043,74,3.0
user022,350,1.0
user102,350,1.0
user022,977,1.0
user292,977,3.0
user022,600,2.0
user032,600,3.0
user074,600,2.0
user022,610,2.0
user151,610,3.0
user138,610,2.0
user107,610,2.0
user022,1344,1.0
user011,1344,1.0
user149,1344,2.0
user121,1344,3.0
user149,1005,2.0
user096,1005,2.0
user217,1005,2.0
user308,1005,2.0
user149,1213,1.0
user260,1213,1.0
user194,1213,2.0
user149,982,2.0
user203,982,3.0
user277,974,3.0
user201,974,2.0
user324,974,3.0
user311,974,1.0
user325,974,3.0
user277,273,1.0
user286,273,3.0
user181,273,3.0
user277,294,1.0
user157,294,2.0
user325,294,1.0
user045,294,1.0
user146,294,2.0
user277,1317,1.0
user277,70,3.0
user201,70,3.0
user034,363,3.0
user244,363,3.0
user286,363,1.0
user298,363,1.0
user113,363,3.0
user034,850,1.0
user113,850,2.0
user298,850,2.0
