detail_view_id,user_id,wine_id,detail_view_time
89,user258,1386,2023-06-30 17:03:48
90,user291,30,2023-06-30 17:03:58
91,user174,1373,2023-06-30 17:04:08
92,user232,906,2023-06-30 17:04:18
93,user263,669,2023-06-30 17:04:28
94,user174,1242,2023-06-30 17:04:38
95,user174,1007,2023-06-30 17:04:48
96,user139,493,2023-06-30 17:04:58
97,user182,154,2023-06-30 17:05:08
98,user329,940,2023-06-30 17:05:18
99,user231,1372,2023-06-30 17:05:28
100,user070,311,2023-06-30 17:05:38
101,user157,884,2023-06-30 17:05:48
102,user302,699,2023-06-30 17:05:58
103,user309,87,2023-06-30 17:06:08
104,user150,433,2023-06-30 17:06:18
105,user032,1367,2023-06-30 17:06:28
106,user226,221,2023-06-30 17:06:38
107,user187,1098,2023-06-30 17:06:48
108,user248,90,2023-06-30 17:06:58
109,user304,124,2023-06-30 17:07:08
110,user082,92,2023-06-30 17:07:18
111,user221,341,2023-06-30 17:07:28
112,user267,1031,2023-06-30 17:07:38
113,user240,514,2023-06-30 17:07:48
114,user103,569,2023-06-30 17:07:58
115,user249,330,2023-06-30 17:08:08
116,user234,1267,2023-06-30 17:08:18
117,user144,910,2023-06-30 17:08:28
118,user090,1043,2023-06-30 17:08:38
119,user321,860,2023-06-30 17:08:48
120,user126,794,2023-06-30 17:08:58
121,user070,678,2023-06-30 17:09:08
122,user208,425,2023-06-30 17:09:18
123,user322,358,2023-06-30 17:09:28
124,user128,958,2023-06-30 17:09:38
125,user293,994,2023-06-30 17:09:48
126,user276,63,2023-06-30 17:09:58
127,user136,1333,2023-06-30 17:10:08
128,user056,1183,2023-06-30 17:10:18
129,user199,1373,2023-06-30 17:10:28
130,user190,1180,2023-06-30 17:10:38
131,user255,389,2023-06-30 17:10:48
132,user213,356,2023-06-30 17:10:58
133,user163,152,2023-06-30 17:11:08
134,user267,500,2023-06-30 17:11:18
135,user075,1321,2023-06-30 17:11:28
136,user045,989,2023-06-30 17:11:38
137,user059,244,2023-06-30 17:11:48
138,user214,1086,2023-06-30 17:11:58
139,user269,125,2023-06-30 17:12:08
140,user015,195,2023-06-30 17:12:18
141,user196,327,2023-06-30 17:12:28
142,user263,1150,2023-06-30 17:12:38
143,user032,811,2023-06-30 17:12:48
144,user220,722,2023-06-30 17:12:58
145,user116,1260,2023-06-30 17:13:08
146,user309,1041,2023-06-30 17:13:18
147,user328,913,2023-06-30 17:13:28
148,user268,67,2023-06-30 17:13:38
149,user163,375,2023-06-30 17:13:48
150,user318,1370,2023-06-30 17:13:58
151,user251,499,2023-06-30 17:14:08
152,user098,140,2023-06-30 17:14:18
153,user068,1184,2023-06-30 17:14:28
154,user283,201,2023-06-30 17:14:38
155,user060,30,2023-06-30 17:14:48
156,user316,244,2023-06-30 17:14:58
157,user101,405,2023-06-30 17:15:08
158,user185,595,2023-06-30 17:15:18
159,user268,1319,2023-06-30 17:15:28
160,user072,355,2023-06-30 17:15:38
161,user209,1270,2023-06-30 17:15:48
162,user326,507,2023-06-30 17:15:58
163,user137,263,2023-06-30 17:16:08
164,user266,594,2023-06-30 17:16:18
165,user248,945,2023-06-30 17:16:28
166,user147,611,2023-06-30 17:16:38
167,user081,956,2023-06-30 17:16:48
168,user078,254,2023-06-30 17:16:58
169,user117,47,2023-06-30 17:17:08
170,user070,1316,2023-06-30 17:17:18
171,user274,1052,2023-06-30 17:17:28
172,user070,307,2023-06-30 17:17:38
173,user225,95,2023-06-30 17:17:48
174,user211,1003,2023-06-30 17:17:58
175,user019,146,2023-06-30 17:18:08
176,user132,1246,2023-06-30 17:18:18
177,user205,228,2023-06-30 17:18:28
178,user163,1300,2023-06-30 17:18:38
179,user311,1275,2023-06-30 17:18:48
180,user263,620,2023-06-30 17:18:58
181,user047,1201,2023-06-30 17:19:08
182,user128,43,2023-06-30 17:19:18
183,user277,969,2023-06-30 17:19:28
184,user048,829,2023-06-30 17:19:38
185,user012,369,2023-06-30 17:19:48
186,user204,1110,2023-06-30 17:19:58
187,user046,904,2023-06-30 17:20:08
188,user097,415,2023-06-30 17:20:18
189,user322,733,2023-06-30 17:20:28
190,user107,684,2023-06-30 17:20:38
191,user240,927,2023-06-30 17:20:48
192,user204,509,2023-06-30 17:20:58
193,user019,768,2023-06-30 17:21:08
194,user249,73,2023-06-30 17:21:18
195,user227,1367,2023-06-30 17:21:28
196,user149,369,2023-06-30 17:21:38
197,user313,734,2023-06-30 17:21:48
198,user096,1247,2023-06-30 17:21:58
199,user246,932,2023-06-30 17:22:08
200,user323,247,2023-06-30 17:22:18
201,user096,1203,2023-06-30 17:22:28
202,user266,242,2023-06-30 17:22:38
203,user177,288,2023-06-30 17:22:48
204,user278,566,2023-06-30 17:22:58
205,user206,847,2023-06-30 17:23:08
206,user175,1133,2023-06-30 17:23:18
207,user269,1308,2023-06-30 17:23:28
208,user051,1009,2023-06-30 17:23:38
209,user159,1191,2023-06-30 17:23:48
210,user109,1223,2023-06-30 17:23:58
211,user177,126,2023-06-30 17:24:08
212,user304,1372,2023-06-30 17:24:18
213,user161,420,2023-06-30 17:24:28
214,user196,957,2023-06-30 17:24:38
215,user244,321,2023-06-30 17:24:48
216,user264,920,2023-06-30 17:24:58
217,user281,1161,2023-06-30 17:25:08
218,user217,537,2023-06-30 17:25:18
219,user296,1028,2023-06-30 17:25:28
220,user033,775,2023-06-30 17:25:38
221,user183,433,2023-06-30 17:25:48
222,user201,234,2023-06-30 17:25:58
223,user185,1046,2023-06-30 17:26:08
224,user075,320,2023-06-30 17:26:18
225,user136,1117,2023-06-30 17:26:28
226,user139,800,2023-06-30 17:26:38
227,user145,463,2023-06-30 17:26:48
228,user106,888,2023-06-30 17:26:58
229,user227,7,2023-06-30 17:27:08
230,user287,693,2023-06-30 17:27:18
231,user207,613,2023-06-30 17:27:28
232,user116,674,2023-06-30 17:27:38
233,user298,7,2023-06-30 17:27:48
234,user019,1115,2023-06-30 17:27:58
235,user230,1330,2023-06-30 17:28:08
236,user321,710,2023-06-30 17:28:18
237,user177,316,2023-06-30 17:28:28
238,user154,278,2023-06-30 17:28:38
239,user092,626,2023-06-30 17:28:48
240,user317,986,2023-06-30 17:28:58
241,user155,341,2023-06-30 17:29:08
242,user266,857,2023-06-30 17:29:18
243,user315,230,2023-06-30 17:29:28
244,user079,422,2023-06-30 17:29:38
245,user282,345,2023-06-30 17:29:48
246,user313,64,2023-06-30 17:29:58
247,user019,839,2023-06-30 17:30:08
248,user294,244,2023-06-30 17:30:18
249,user090,355,2023-06-30 17:30:28
250,user196,274,2023-06-30 17:30:38
251,user146,682,2023-06-30 17:30:48
252,user102,622,2023-06-30 17:30:58
253,user064,322,2023-06-30 17:31:08
254,user255,917,2023-06-30 17:31:18
255,user193,746,2023-06-30 17:31:28
256,user317,38,2023-06-30 17:31:38
257,user287,933,2023-06-30 17:31:48
258,user121,53,2023-06-30 17:31:58
259,user202,125,2023-06-30 17:32:08
260,user111,158,2023-06-30 17:32:18
261,user183,448,2023-06-30 17:32:28
262,user056,820,2023-06-30 17:32:38
263,user183,313,2023-06-30 17:32:48
264,user044,1330,2023-06-30 17:32:58
265,user122,1259,2023-06-30 17:33:08
266,user263,661,2023-06-30 17:33:18
267,user128,438,2023-06-30 17:33:28
268,user082,599,2023-06-30 17:33:38
269,user239,710,2023-06-30 17:33:48
270,user207,889,2023-06-30 17:33:58
271,user210,653,2023-06-30 17:34:08
272,user206,805,2023-06-30 17:34:18
273,user021,417,2023-06-30 17:34:28
274,user039,1249,2023-06-30 17:34:38
275,user043,81,2023-06-30 17:34:48
276,user171,1068,2023-06-30 17:34:58
277,user308,1187,2023-06-30 17:35:08
278,user250,5,2023-06-30 17:35:18
279,user257,41,2023-06-30 17:35:28
280,user069,68,2023-06-30 17:35:38
281,user283,715,2023-06-30 17:35:48
282,user010,326,2023-06-30 17:35:58
283,user109,751,2023-06-30 17:36:08
284,user251,49,2023-06-30 17:36:18
285,user210,1352,2023-06-30 17:36:28
286,user017,526,2023-06-30 17:36:38
287,user250,93,2023-06-30 17:36:48
288,user094,922,2023-06-30 17:36:58
289,user228,884,2023-06-30 17:37:08
290,user159,613,2023-06-30 17:37:18
291,user038,1298,2023-06-30 17:37:28
292,user013,766,2023-06-30 17:37:38
293,user249,977,2023-06-30 17:37:48
294,user061,177,2023-06-30 17:37:58
295,user143,384,2023-06-30 17:38:08
296,user156,434,2023-06-30 17:38:18
297,user129,684,2023-06-30 17:38:28
298,user162,637,2023-06-30 17:38:38
299,user175,830,2023-06-30 17:38:48
300,user245,495,2023-06-30 17:38:58
301,user174,52,2023-06-30 17:39:08
302,user283,479,2023-06-30 17:39:18
303,user103,1109,2023-06-30 17:39:28
304,user055,794,2023-06-30 17:39:38
305,user183,478,2023-06-30 17:39:48
306,user028,1024,2023-06-30 17:39:58
307,user147,336,2023-06-30 17:40:08
308,user104,438,2023-06-30 17:40:18
309,user122,515,2023-06-30 17:40:28
310,user327,1245,2023-06-30 17:40:38
311,user028,1266,2023-06-30 17:40:48
312,user207,1016,2023-06-30 17:40:58
313,user294,924,2023-06-30 17:41:08
314,user270,272,2023-06-30 17:41:18
315,user305,114,2023-06-30 17:41:28
316,user214,178,2023-06-30 17:41:38
317,user201,767,2023-06-30 17:41:48
318,user072,1016,2023-06-30 17:41:58
319,user031,430,2023-06-30 17:42:08
320,user055,232,2023-06-30 17:42:18
321,user166,1199,2023-06-30 17:42:28
322,user287,1015,2023-06-30 17:42:38
323,user036,690,2023-06-30 17:42:48
324,user187,191,2023-06-30 17:42:58
325,user028,104,2023-06-30 17:43:08
326,user070,333,2023-06-30 17:43:18
327,user013,1110,2023-06-30 17:43:28
328,user149,1162,2023-06-30 17:43:38
329,user224,44,2023-06-30 17:43:48
330,user216,910,2023-06-30 17:43:58
331,user076,679,2023-06-30 17:44:08
332,user265,1215,2023-06-30 17:44:18
333,user057,11,2023-06-30 17:44:28
334,user161,743,2023-06-30 17:44:38
335,user212,1118,2023-06-30 17:44:48
336,user321,939,2023-06-30 17:44:58
337,user018,362,2023-06-30 17:45:08
338,user276,405,2023-06-30 17:45:18
339,user279,456,2023-06-30 17:45:28
340,user054,727,2023-06-30 17:45:38
341,user314,643,2023-06-30 17:45:48
342,user198,1206,2023-06-30 17:45:58
343,user215,38,2023-06-30 17:46:08
344,user292,32,2023-06-30 17:46:18
345,user207,271,2023-06-30 17:46:28
346,user287,1356,2023-06-30 17:46:38
347,user324,234,2023-06-30 17:46:48
348,user053,1257,2023-06-30 17:46:58
349,user208,1214,2023-06-30 17:47:08
350,user143,444,2023-06-30 17:47:18
351,user169,874,2023-06-30 17:47:28
352,user167,1345,2023-06-30 17:47:38
353,user121,1132,2023-06-30 17:47:48
354,user127,1201,2023-06-30 17:47:58
355,user213,246,2023-06-30 17:48:08
356,user101,1211,2023-06-30 17:48:18
357,user214,923,2023-06-30 17:48:28
358,user099,64,2023-06-30 17:48:38
359,user198,1108,2023-06-30 17:48:48
360,user172,225,2023-06-30 17:48:58
361,user216,82,2023-06-30 17:49:08
362,user129,1168,2023-06-30 17:49:18
363,user290,97,2023-06-30 17:49:28
364,user250,695,2023-06-30 17:49:38
365,user015,1169,2023-06-30 17:49:48
366,user235,1032,2023-06-30 17:49:58
367,user321,424,2023-06-30 17:50:08
368,user265,1316,2023-06-30 17:50:18
369,user204,165,2023-06-30 17:50:28
370,user257,92,2023-06-30 17:50:38
371,user119,944,2023-06-30 17:50:48
372,user034,1121,2023-06-30 17:50:58
373,user045,806,2023-06-30 17:51:08
374,user074,1249,2023-06-30 17:51:18
375,user306,810,2023-06-30 17:51:28
376,user077,1335,2023-06-30 17:51:38
377,user196,622,2023-06-30 17:51:48
378,user039,661,2023-06-30 17:51:58
379,user237,1235,2023-06-30 17:52:08
380,user119,56,2023-06-30 17:52:18
381,user312,1097,2023-06-30 17:52:28
382,user284,611,2023-06-30 17:52:38
383,user248,1056,2023-06-30 17:52:48
384,user108,1370,2023-06-30 17:52:58
385,user311,1202,2023-06-30 17:53:08
386,user311,12,2023-06-30 17:53:18
387,user244,1095,2023-06-30 17:53:28
388,user245,60,2023-06-30 17:53:38
389,user278,574,2023-06-30 17:53:48
390,user197,1283,2023-06-30 17:53:58
391,user073,829,2023-06-30 17:54:08
392,user143,1373,2023-06-30 17:54:18
393,user099,1213,2023-06-30 17:54:28
394,user258,252,2023-06-30 17:54:38
395,user079,621,2023-06-30 17:54:48
396,user226,572,2023-06-30 17:54:58
397,user082,287,2023-06-30 17:55:08
398,user299,1349,2023-06-30 17:55:18
399,user276,395,2023-06-30 17:55:28
400,user078,870,2023-06-30 17:55:38
401,user113,492,2023-06-30 17:55:48
402,user051,435,2023-06-30 17:55:58
403,user285,192,2023-06-30 17:56:08
404,user171,814,2023-06-30 17:56:18
405,user098,639,2023-06-30 17:56:28
406,user214,966,2023-06-30 17:56:38
407,user096,3,2023-06-30 17:56:48
408,user320,189,2023-06-30 17:56:58
409,user219,123,2023-06-30 17:57:08
410,user227,1359,2023-06-30 17:57:18
411,user212,679,2023-06-30 17:57:28
412,user282,193,2023-06-30 17:57:38
413,user103,955,2023-06-30 17:57:48
414,user221,653,2023-06-30 17:57:58
415,user283,1121,2023-06-30 17:58:08
416,user251,936,2023-06-30 17:58:18
417,user308,694,2023-06-30 17:58:28
418,user231,304,2023-06-30 17:58:38
419,user056,1373,2023-06-30 17:58:48
420,user158,126,2023-06-30 17:58:58
421,user256,485,2023-06-30 17:59:08
422,user285,1364,2023-06-30 17:59:18
423,user063,997,2023-06-30 17:59:28
424,user069,503,2023-06-30 17:59:38
425,user302,1321,2023-06-30 17:59:48
426,user158,215,2023-06-30 17:59:58
427,user154,991,2023-06-30 18:00:08
428,user060,619,2023-06-30 18:00:18
429,user098,339,2023-06-30 18:00:28
430,user303,513,2023-06-30 18:00:38
431,user048,1066,2023-06-30 18:00:48
432,user221,196,2023-06-30 18:00:58
433,user060,569,2023-06-30 18:01:08
434,user166,161,2023-06-30 18:01:18
435,user243,139,2023-06-30 18:01:28
436,user031,71,2023-06-30 18:01:38
437,user011,1058,2023-06-30 18:01:48
438,user313,856,2023-06-30 18:01:58
439,user107,933,2023-06-30 18:02:08
440,user108,519,2023-06-30 18:02:18
441,user190,1053,2023-06-30 18:02:28
442,user014,439,2023-06-30 18:02:38
443,user157,245,2023-06-30 18:02:48
444,user168,707,2023-06-30 18:02:58
445,user317,520,2023-06-30 18:03:08
446,user109,1168,2023-06-30 18:03:18
447,user217,706,2023-06-30 18:03:28
448,user260,874,2023-06-30 18:03:38
449,user102,145,2023-06-30 18:03:48
450,user121,517,2023-06-30 18:03:58
451,user055,1006,2023-06-30 18:04:08
452,user014,290,2023-06-30 18:04:18
453,user049,543,2023-06-30 18:04:28
454,user098,353,2023-06-30 18:04:38
455,user072,255,2023-06-30 18:04:48
456,user156,1225,2023-06-30 18:04:58
457,user222,1233,2023-06-30 18:05:08
458,user205,85,2023-06-30 18:05:18
459,user220,1294,2023-06-30 18:05:28
460,user130,677,2023-06-30 18:05:38
461,user319,383,2023-06-30 18:05:48
462,user271,1283,2023-06-30 18:05:58
463,user253,1034,2023-06-30 18:06:08
464,user083,557,2023-06-30 18:06:18
465,user249,358,2023-06-30 18:06:28
466,user309,1173,2023-06-30 18:06:38
467,user061,294,2023-06-30 18:06:48
468,user169,642,2023-06-30 18:06:58
469,user038,645,2023-06-30 18:07:08
470,user015,177,2023-06-30 18:07:18
471,user238,5,2023-06-30 18:07:28
472,user051,624,2023-06-30 18:07:38
473,user001,1062,2023-06-30 18:07:48
474,user176,316,2023-06-30 18:07:58
475,user156,1302,2023-06-30 18:08:08
476,user076,86,2023-06-30 18:08:18
477,user239,190,2023-06-30 18:08:28
478,user206,1339,2023-06-30 18:08:38
479,user299,858,2023-06-30 18:08:48
480,user031,1338,2023-06-30 18:08:58
481,user268,641,2023-06-30 18:09:08
482,user292,1039,2023-06-30 18:09:18
483,user143,258,2023-06-30 18:09:28
484,user295,1295,2023-06-30 18:09:38
485,user184,1,2023-06-30 18:09:48
486,user193,864,2023-06-30 18:09:58
487,user017,1203,2023-06-30 18:10:08
488,user311,1075,2023-06-30 18:10:18
489,user059,968,2023-06-30 18:10:28
490,user209,803,2023-06-30 18:10:38
491,user173,1377,2023-06-30 18:10:48
492,user090,249,2023-06-30 18:10:58
493,user272,1359,2023-06-30 18:11:08
494,user242,767,2023-06-30 18:11:18
495,user186,56,2023-06-30 18:11:28
496,user189,284,2023-06-30 18:11:38
497,user247,904,2023-06-30 18:11:48
498,user153,83,2023-06-30 18:11:58
499,user328,28,2023-06-30 18:12:08
500,user018,726,2023-06-30 18:12:18
501,user182,1154,2023-06-30 18:12:28
502,user238,377,2023-06-30 18:12:38
503,user294,486,2023-06-30 18:12:48
504,user015,1195,2023-06-30 18:12:58
505,user288,831,2023-06-30 18:13:08
506,user063,691,2023-06-30 18:13:18
507,user306,212,2023-06-30 18:13:28
508,user287,898,2023-06-30 18:13:38
509,user036,881,2023-06-30 18:13:48
510,user190,1041,2023-06-30 18:13:58
511,user296,738,2023-06-30 18:14:08
512,user256,1020,2023-06-30 18:14:18
513,user197,786,2023-06-30 18:14:28
514,user224,593,2023-06-30 18:14:38
515,user149,925,2023-06-30 18:14:48
516,user237,421,2023-06-30 18:14:58
517,user281,553,2023-06-30 18:15:08
518,user123,836,2023-06-30 18:15:18
519,user039,419,2023-06-30 18:15:28
520,user301,706,2023-06-30 18:15:38
521,user272,1176,2023-06-30 18:15:48
522,user161,428,2023-06-30 18:15:58
523,user308,1220,2023-06-30 18:16:08
524,user097,1289,2023-06-30 18:16:18
525,user295,73,2023-06-30 18:16:28
526,user254,102,2023-06-30 18:16:38
527,user012,136,2023-06-30 18:16:48
528,user273,766,2023-06-30 18:16:58
529,user159,1012,2023-06-30 18:17:08
530,user034,1126,2023-06-30 18:17:18
531,user270,587,2023-06-30 18:17:28
532,user165,824,2023-06-30 18:17:38
533,user242,1019,2023-06-30 18:17:48
534,user204,376,2023-06-30 18:17:58
535,user140,1045,2023-06-30 18:18:08
536,user001,163,2023-06-30 18:18:18
537,user239,415,2023-06-30 18:18:28
538,user324,888,2023-06-30 18:18:38
539,user078,698,2023-06-30 18:18:48
540,user148,266,2023-06-30 18:18:58
541,user148,721,2023-06-30 18:19:08
542,user037,890,2023-06-30 18:19:18
543,user011,874,2023-06-30 18:19:28
544,user200,464,2023-06-30 18:19:38
545,user283,480,2023-06-30 18:19:48
546,user012,201,2023-06-30 18:19:58
547,user066,97,2023-06-30 18:20:08
548,user262,371,2023-06-30 18:20:18
549,user204,330,2023-06-30 18:20:28
550,user109,1050,2023-06-30 18:20:38
551,user323,487,2023-06-30 18:20:48
552,user040,1145,2023-06-30 18:20:58
553,user269,276,2023-06-30 18:21:08
554,user097,1082,2023-06-30 18:21:18
555,user258,1125,2023-06-30 18:21:28
556,user186,513,2023-06-30 18:21:38
557,user145,643,2023-06-30 18:21:48
558,user244,405,2023-06-30 18:21:58
559,user104,704,2023-06-30 18:22:08
560,user300,1064,2023-06-30 18:22:18
561,user041,921,2023-06-30 18:22:28
562,user295,1264,2023-06-30 18:22:38
563,user165,511,2023-06-30 18:22:48
564,user294,614,2023-06-30 18:22:58
565,user269,834,2023-06-30 18:23:08
566,user284,506,2023-06-30 18:23:18
567,user012,886,2023-06-30 18:23:28
568,user275,424,2023-06-30 18:23:38
569,user064,177,2023-06-30 18:23:48
570,user259,1048,2023-06-30 18:23:58
571,user075,160,2023-06-30 18:24:08
572,user178,1084,2023-06-30 18:24:18
573,user220,1041,2023-06-30 18:24:28
574,user241,532,2023-06-30 18:24:38
575,user146,1161,2023-06-30 18:24:48
576,user261,661,2023-06-30 18:24:58
577,user299,984,2023-06-30 18:25:08
578,user232,311,2023-06-30 18:25:18
579,user041,286,2023-06-30 18:25:28
580,user002,380,2023-06-30 18:25:38
581,user275,717,2023-06-30 18:25:48
582,user196,858,2023-06-30 18:25:58
583,user238,1263,2023-06-30 18:26:08
584,user125,1259,2023-06-30 18:26:18
585,user103,1041,2023-06-30 18:26:28
586,user240,63,2023-06-30 18:26:38
587,user088,1029,2023-06-30 18:26:48
588,user286,894,2023-06-30 18:26:58
589,user249,1369,2023-06-30 18:27:08
590,user275,1202,2023-06-30 18:27:18
591,user305,700,2023-06-30 18:27:28
592,user123,911,2023-06-30 18:27:38
593,user047,1097,2023-06-30 18:27:48
594,user272,638,2023-06-30 18:27:58
595,user033,277,2023-06-30 18:28:08
596,user082,388,2023-06-30 18:28:18
597,user103,88,2023-06-30 18:28:28
598,user288,86,2023-06-30 18:28:38
599,user264,917,2023-06-30 18:28:48
600,user137,1285,2023-06-30 18:28:58
601,user270,553,2023-06-30 18:29:08
602,user238,864,2023-06-30 18:29:18
603,user158,881,2023-06-30 18:29:28
604,user188,838,2023-06-30 18:29:38
605,user108,668,2023-06-30 18:29:48
606,user109,666,2023-06-30 18:29:58
607,user316,1161,2023-06-30 18:30:08
608,user180,1020,2023-06-30 18:30:18
609,user038,147,2023-06-30 18:30:28
610,user300,1072,2023-06-30 18:30:38
611,user197,955,2023-06-30 18:30:48
612,user284,127,2023-06-30 18:30:58
613,user145,1108,2023-06-30 18:31:08
614,user140,654,2023-06-30 18:31:18
615,user119,250,2023-06-30 18:31:28
616,user325,926,2023-06-30 18:31:38
617,user211,1058,2023-06-30 18:31:48
618,user261,1344,2023-06-30 18:31:58
619,user111,1222,2023-06-30 18:32:08
620,user269,1082,2023-06-30 18:32:18
621,user090,557,2023-06-30 18:32:28
622,user191,446,2023-06-30 18:32:38
623,user274,1049,2023-06-30 18:32:48
624,user290,217,2023-06-30 18:32:58
625,user305,701,2023-06-30 18:33:08
626,user001,146,2023-06-30 18:33:18
627,user122,1163,2023-06-30 18:33:28
628,user226,321,2023-06-30 18:33:38
629,user014,97,2023-06-30 18:33:48
630,user013,656,2023-06-30 18:33:58
631,user222,670,2023-06-30 18:34:08
632,user258,143,2023-06-30 18:34:18
633,user072,55,2023-06-30 18:34:28
634,user166,491,2023-06-30 18:34:38
635,user220,846,2023-06-30 18:34:48
636,user268,390,2023-06-30 18:34:58
637,user083,1234,2023-06-30 18:35:08
638,user182,597,2023-06-30 18:35:18
639,user069,468,2023-06-30 18:35:28
640,user180,454,2023-06-30 18:35:38
641,user074,975,2023-06-30 18:35:48
642,user045,173,2023-06-30 18:35:58
643,user266,1137,2023-06-30 18:36:08
644,user240,1218,2023-06-30 18:36:18
645,user193,989,2023-06-30 18:36:28
646,user195,187,2023-06-30 18:36:38
647,user289,317,2023-06-30 18:36:48
648,user195,305,2023-06-30 18:36:58
649,user321,1012,2023-06-30 18:37:08
650,user086,758,2023-06-30 18:37:18
651,user053,1111,2023-06-30 18:37:28
652,user139,703,2023-06-30 18:37:38
653,user287,1227,2023-06-30 18:37:48
654,user287,81,2023-06-30 18:37:58
655,user144,3,2023-06-30 18:38:08
656,user159,481,2023-06-30 18:38:18
657,user278,70,2023-06-30 18:38:28
658,user211,525,2023-06-30 18:38:38
659,user127,33,2023-06-30 18:38:48
660,user137,43,2023-06-30 18:38:58
661,user209,798,2023-06-30 18:39:08
662,user281,528,2023-06-30 18:39:18
663,user053,1014,2023-06-30 18:39:28
664,user239,916,2023-06-30 18:39:38
665,user101,1035,2023-06-30 18:39:48
666,user080,53,2023-06-30 18:39:58
667,user250,679,2023-06-30 18:40:08
668,user321,80,2023-06-30 18:40:18
669,user315,65,2023-06-30 18:40:28
670,user224,83,2023-06-30 18:40:38
671,user028,66,2023-06-30 18:40:48
672,user134,351,2023-06-30 18:40:58
673,user114,779,2023-06-30 18:41:08
674,user299,404,2023-06-30 18:41:18
675,user170,1162,2023-06-30 18:41:28
676,user188,1189,2023-06-30 18:41:38
677,user002,1362,2023-06-30 18:41:48
678,user096,247,2023-06-30 18:41:58
679,user176,727,2023-06-30 18:42:08
680,user309,1136,2023-06-30 18:42:18
681,user142,571,2023-06-30 18:42:28
682,user293,427,2023-06-30 18:42:38
683,user253,349,2023-06-30 18:42:48
684,user045,314,2023-06-30 18:42:58
685,user043,1028,2023-06-30 18:43:08
686,user285,179,2023-06-30 18:43:18
687,user044,325,2023-06-30 18:43:28
