cart_id,user_id,cart_time,cart_state
218,user184,2023-06-30 17:13:58,1
219,user198,2023-06-30 17:14:08,1
220,user214,2023-06-30 17:14:18,1
221,user242,2023-06-30 17:14:28,1
222,user017,2023-06-30 17:14:38,1
223,user210,2023-06-30 17:14:48,1
224,user110,2023-06-30 17:14:58,1
225,user272,2023-06-30 17:15:08,1
226,user015,2023-06-30 17:15:18,1
227,user294,2023-06-30 17:15:28,1
228,user038,2023-06-30 17:15:38,1
229,user155,2023-06-30 17:15:48,1
230,user299,2023-06-30 17:15:58,1
231,user081,2023-06-30 17:16:08,1
232,user256,2023-06-30 17:16:18,1
233,user308,2023-06-30 17:16:28,1
234,user156,2023-06-30 17:16:38,1
235,user207,2023-06-30 17:16:48,1
236,user201,2023-06-30 17:16:58,1
237,user114,2023-06-30 17:17:08,1
238,user172,2023-06-30 17:17:18,1
239,user014,2023-06-30 17:17:28,1
240,user051,2023-06-30 17:17:38,1
241,user276,2023-06-30 17:17:48,1
242,user287,2023-06-30 17:17:58,1
243,user149,2023-06-30 17:18:08,1
244,user122,2023-06-30 17:18:18,1
245,user140,2023-06-30 17:18:28,1
246,user329,2023-06-30 17:18:38,1
247,user188,2023-06-30 17:18:48,1
248,user129,2023-06-30 17:18:58,1
249,user278,2023-06-30 17:19:08,1
250,user258,2023-06-30 17:19:18,1
251,user287,2023-06-30 17:19:28,1
252,user208,2023-06-30 17:19:38,1
253,user147,2023-06-30 17:19:48,1
254,user226,2023-06-30 17:19:58,1
255,user223,2023-06-30 17:20:08,1
256,user166,2023-06-30 17:20:18,1
257,user151,2023-06-30 17:20:28,1
258,user222,2023-06-30 17:20:38,1
259,user254,2023-06-30 17:20:48,1
260,user109,2023-06-30 17:20:58,1
261,user158,2023-06-30 17:21:08,1
262,user243,2023-06-30 17:21:18,1
263,user229,2023-06-30 17:21:28,1
264,user060,2023-06-30 17:21:38,1
265,user289,2023-06-30 17:21:48,1
266,user170,2023-06-30 17:21:58,1
267,user156,2023-06-30 17:22:08,1
268,user316,2023-06-30 17:22:18,1
269,user290,2023-06-30 17:22:28,1
270,user137,2023-06-30 17:22:38,1
271,user025,2023-06-30 17:22:48,1
272,user097,2023-06-30 17:22:58,1
273,user090,2023-06-30 17:23:08,1
274,user140,2023-06-30 17:23:18,1
275,user054,2023-06-30 17:23:28,1
276,user188,2023-06-30 17:23:38,1
277,user092,2023-06-30 17:23:48,1
278,user223,2023-06-30 17:23:58,1
279,user114,2023-06-30 17:24:08,1
280,user174,2023-06-30 17:24:18,1
281,user123,2023-06-30 17:24:28,1
282,user302,2023-06-30 17:24:38,1
283,user128,2023-06-30 17:24:48,1
284,user060,2023-06-30 17:24:58,1
285,user180,2023-06-30 17:25:08,1
286,user281,2023-06-30 17:25:18,1
287,user252,2023-06-30 17:25:28,1
288,user148,2023-06-30 17:25:38,1
289,user102,2023-06-30 17:25:48,1
290,user233,2023-06-30 17:25:58,1
291,user034,2023-06-30 17:26:08,1
292,user109,2023-06-30 17:26:18,1
293,user068,2023-06-30 17:26:28,1
294,user274,2023-06-30 17:26:38,1
295,user001,2023-06-30 17:26:48,1
296,user180,2023-06-30 17:26:58,1
297,user053,2023-06-30 17:27:08,1
298,user018,2023-06-30 17:27:18,1
299,user117,2023-06-30 17:27:28,1
300,user274,2023-06-30 17:27:38,1
301,user233,2023-06-30 17:27:48,1
302,user078,2023-06-30 17:27:58,1
303,user277,2023-06-30 17:28:08,1
304,user327,2023-06-30 17:28:18,1
305,user017,2023-06-30 17:28:28,1
306,user157,2023-06-30 17:28:38,1
307,user250,2023-06-30 17:28:48,1
308,user113,2023-06-30 17:28:58,1
309,user049,2023-06-30 17:29:08,1
310,user234,2023-06-30 17:29:18,1
311,user103,2023-06-30 17:29:28,1
312,user295,2023-06-30 17:29:38,1
313,user254,2023-06-30 17:29:48,1
314,user206,2023-06-30 17:29:58,1
315,user187,2023-06-30 17:30:08,1
316,user224,2023-06-30 17:30:18,1
317,user144,2023-06-30 17:30:28,1
318,user106,2023-06-30 17:30:38,1
319,user222,2023-06-30 17:30:48,1
320,user038,2023-06-30 17:30:58,1
321,user278,2023-06-30 17:31:08,1
322,user264,2023-06-30 17:31:18,1
323,user280,2023-06-30 17:31:28,1
324,user163,2023-06-30 17:31:38,1
325,user157,2023-06-30 17:31:48,1
326,user236,2023-06-30 17:31:58,1
327,user220,2023-06-30 17:32:08,1
328,user196,2023-06-30 17:32:18,1
329,user205,2023-06-30 17:32:28,1
330,user066,2023-06-30 17:32:38,1
331,user002,2023-06-30 17:32:48,1
332,user143,2023-06-30 17:32:58,1
333,user162,2023-06-30 17:33:08,1
334,user235,2023-06-30 17:33:18,1
335,user132,2023-06-30 17:33:28,1
336,user094,2023-06-30 17:33:38,1
337,user176,2023-06-30 17:33:48,1
338,user319,2023-06-30 17:33:58,1
339,user205,2023-06-30 17:34:08,1
340,user237,2023-06-30 17:34:18,1
341,user146,2023-06-30 17:34:28,1
342,user095,2023-06-30 17:34:38,1
343,user164,2023-06-30 17:34:48,1
344,user328,2023-06-30 17:34:58,1
345,user048,2023-06-30 17:35:08,1
346,user049,2023-06-30 17:35:18,1
347,user169,2023-06-30 17:35:28,1
348,user092,2023-06-30 17:35:38,1
349,user013,2023-06-30 17:35:48,1
350,user074,2023-06-30 17:35:58,1
351,user296,2023-06-30 17:36:08,1
352,user287,2023-06-30 17:36:18,1
353,user267,2023-06-30 17:36:28,1
354,user312,2023-06-30 17:36:38,1
355,user103,2023-06-30 17:36:48,1
356,user241,2023-06-30 17:36:58,1
357,user151,2023-06-30 17:37:08,1
358,user110,2023-06-30 17:37:18,1
359,user163,2023-06-30 17:37:28,1
360,user294,2023-06-30 17:37:38,1
361,user316,2023-06-30 17:37:48,1
362,user173,2023-06-30 17:37:58,1
363,user249,2023-06-30 17:38:08,1
364,user257,2023-06-30 17:38:18,1
365,user295,2023-06-30 17:38:28,1
366,user248,2023-06-30 17:38:38,1
367,user186,2023-06-30 17:38:48,1
368,user223,2023-06-30 17:38:58,1
369,user136,2023-06-30 17:39:08,1
370,user059,2023-06-30 17:39:18,1
371,user128,2023-06-30 17:39:28,1
372,user327,2023-06-30 17:39:38,1
373,user294,2023-06-30 17:39:48,1
374,user142,2023-06-30 17:39:58,1
375,user128,2023-06-30 17:40:08,1
376,user260,2023-06-30 17:40:18,1
377,user043,2023-06-30 17:40:28,1
378,user159,2023-06-30 17:40:38,1
379,user131,2023-06-30 17:40:48,1
380,user222,2023-06-30 17:40:58,1
381,user180,2023-06-30 17:41:08,1
382,user139,2023-06-30 17:41:18,1
383,user045,2023-06-30 17:41:28,1
384,user240,2023-06-30 17:41:38,1
385,user310,2023-06-30 17:41:48,1
386,user073,2023-06-30 17:41:58,1
387,user148,2023-06-30 17:42:08,1
388,user017,2023-06-30 17:42:18,1
389,user179,2023-06-30 17:42:28,1
390,user254,2023-06-30 17:42:38,1
391,user082,2023-06-30 17:42:48,1
392,user168,2023-06-30 17:42:58,1
393,user183,2023-06-30 17:43:08,1
394,user284,2023-06-30 17:43:18,1
395,user159,2023-06-30 17:43:28,1
396,user268,2023-06-30 17:43:38,1
397,user266,2023-06-30 17:43:48,1
398,user172,2023-06-30 17:43:58,1
399,user186,2023-06-30 17:44:08,1
400,user090,2023-06-30 17:44:18,1
401,user080,2023-06-30 17:44:28,1
402,user291,2023-06-30 17:44:38,1
403,user066,2023-06-30 17:44:48,1
404,user172,2023-06-30 17:44:58,1
405,user273,2023-06-30 17:45:08,1
406,user238,2023-06-30 17:45:18,1
407,user316,2023-06-30 17:45:28,1
408,user014,2023-06-30 17:45:38,1
409,user169,2023-06-30 17:45:48,1
410,user201,2023-06-30 17:45:58,1
411,user011,2023-06-30 17:46:08,1
412,user269,2023-06-30 17:46:18,1
413,user040,2023-06-30 17:46:28,1
414,user244,2023-06-30 17:46:38,1
415,user041,2023-06-30 17:46:48,1
416,user229,2023-06-30 17:46:58,1
417,user119,2023-06-30 17:47:08,1
418,user315,2023-06-30 17:47:18,1
419,user256,2023-06-30 17:47:28,1
420,user049,2023-06-30 17:47:38,1
421,user238,2023-06-30 17:47:48,1
422,user107,2023-06-30 17:47:58,1
423,user196,2023-06-30 17:48:08,1
424,user077,2023-06-30 17:48:18,1
425,user242,2023-06-30 17:48:28,1
426,user126,2023-06-30 17:48:38,1
427,user047,2023-06-30 17:48:48,1
428,user256,2023-06-30 17:48:58,1
429,user249,2023-06-30 17:49:08,1
430,user195,2023-06-30 17:49:18,1
431,user154,2023-06-30 17:49:28,1
432,user225,2023-06-30 17:49:38,1
433,user132,2023-06-30 17:49:48,1
434,user043,2023-06-30 17:49:58,1
435,user034,2023-06-30 17:50:08,1
436,user044,2023-06-30 17:50:18,1
437,user160,2023-06-30 17:50:28,1
438,user217,2023-06-30 17:50:38,1
439,user314,2023-06-30 17:50:48,1
440,user209,2023-06-30 17:50:58,1
441,user323,2023-06-30 17:51:08,1
442,user219,2023-06-30 17:51:18,1
443,user072,2023-06-30 17:51:28,1
444,user127,2023-06-30 17:51:38,1
445,user216,2023-06-30 17:51:48,1
446,user021,2023-06-30 17:51:58,1
447,user245,2023-06-30 17:52:08,1
448,user203,2023-06-30 17:52:18,1
449,user322,2023-06-30 17:52:28,1
450,user269,2023-06-30 17:52:38,1
451,user135,2023-06-30 17:52:48,1
452,user144,2023-06-30 17:52:58,1
453,user302,2023-06-30 17:53:08,1
454,user329,2023-06-30 17:53:18,1
455,user204,2023-06-30 17:53:28,1
456,user128,2023-06-30 17:53:38,1
457,user198,2023-06-30 17:53:48,1
458,user013,2023-06-30 17:53:58,1
459,user244,2023-06-30 17:54:08,1
460,user148,2023-06-30 17:54:18,1
461,user159,2023-06-30 17:54:28,1
462,user099,2023-06-30 17:54:38,1
463,user135,2023-06-30 17:54:48,1
464,user261,2023-06-30 17:54:58,1
465,user207,2023-06-30 17:55:08,1
466,user178,2023-06-30 17:55:18,1
467,user218,2023-06-30 17:55:28,1
468,user243,2023-06-30 17:55:38,1
469,user144,2023-06-30 17:55:48,1
470,user031,2023-06-30 17:55:58,1
471,user036,2023-06-30 17:56:08,1
472,user296,2023-06-30 17:56:18,1
473,user176,2023-06-30 17:56:28,1
474,user241,2023-06-30 17:56:38,1
475,user246,2023-06-30 17:56:48,1
476,user304,2023-06-30 17:56:58,1
477,user192,2023-06-30 17:57:08,1
478,user103,2023-06-30 17:57:18,1
479,user198,2023-06-30 17:57:28,1
480,user134,2023-06-30 17:57:38,1
481,user148,2023-06-30 17:57:48,1
482,user158,2023-06-30 17:57:58,1
483,user090,2023-06-30 17:58:08,1
484,user265,2023-06-30 17:58:18,1
485,user217,2023-06-30 17:58:28,1
486,user303,2023-06-30 17:58:38,1
487,user038,2023-06-30 17:58:48,1
488,user282,2023-06-30 17:58:58,1
489,user059,2023-06-30 17:59:08,1
490,user087,2023-06-30 17:59:18,1
491,user099,2023-06-30 17:59:28,1
492,user307,2023-06-30 17:59:38,1
493,user258,2023-06-30 17:59:48,1
494,user140,2023-06-30 17:59:58,1
495,user209,2023-06-30 18:00:08,1
496,user071,2023-06-30 18:00:18,1
497,user281,2023-06-30 18:00:28,1
498,user213,2023-06-30 18:00:38,1
499,user310,2023-06-30 18:00:48,1
500,user045,2023-06-30 18:00:58,1
501,user237,2023-06-30 18:01:08,1
502,user177,2023-06-30 18:01:18,1
503,user062,2023-06-30 18:01:28,1
504,user031,2023-06-30 18:01:38,1
505,user165,2023-06-30 18:01:48,1
506,user174,2023-06-30 18:01:58,1
507,user017,2023-06-30 18:02:08,1
508,user061,2023-06-30 18:02:18,1
509,user159,2023-06-30 18:02:28,1
510,user230,2023-06-30 18:02:38,1
511,user068,2023-06-30 18:02:48,1
512,user159,2023-06-30 18:02:58,1
513,user119,2023-06-30 18:03:08,1
514,user032,2023-06-30 18:03:18,1
515,user018,2023-06-30 18:03:28,1
516,user245,2023-06-30 18:03:38,1
517,user055,2023-06-30 18:03:48,1
518,user041,2023-06-30 18:03:58,1
519,user044,2023-06-30 18:04:08,1
520,user259,2023-06-30 18:04:18,1
521,user036,2023-06-30 18:04:28,1
522,user205,2023-06-30 18:04:38,1
523,user148,2023-06-30 18:04:48,1
524,user044,2023-06-30 18:04:58,1
525,user297,2023-06-30 18:05:08,1
526,user135,2023-06-30 18:05:18,1
527,user097,2023-06-30 18:05:28,1
528,user250,2023-06-30 18:05:38,1
529,user173,2023-06-30 18:05:48,1
530,user082,2023-06-30 18:05:58,1
531,user166,2023-06-30 18:06:08,1
532,user307,2023-06-30 18:06:18,1
533,user224,2023-06-30 18:06:28,1
534,user128,2023-06-30 18:06:38,1
535,user126,2023-06-30 18:06:48,1
536,user046,2023-06-30 18:06:58,1
537,user086,2023-06-30 18:07:08,1
538,user294,2023-06-30 18:07:18,1
539,user114,2023-06-30 18:07:28,1
540,user079,2023-06-30 18:07:38,1
541,user136,2023-06-30 18:07:48,1
542,user325,2023-06-30 18:07:58,1
543,user073,2023-06-30 18:08:08,1
544,user178,2023-06-30 18:08:18,1
545,user162,2023-06-30 18:08:28,1
546,user312,2023-06-30 18:08:38,1
547,user077,2023-06-30 18:08:48,1
548,user273,2023-06-30 18:08:58,1
549,user280,2023-06-30 18:09:08,1
550,user096,2023-06-30 18:09:18,1
551,user078,2023-06-30 18:09:28,1
552,user295,2023-06-30 18:09:38,1
553,user046,2023-06-30 18:09:48,1
554,user229,2023-06-30 18:09:58,1
555,user218,2023-06-30 18:10:08,1
556,user248,2023-06-30 18:10:18,1
557,user198,2023-06-30 18:10:28,1
558,user164,2023-06-30 18:10:38,1
559,user091,2023-06-30 18:10:48,1
560,user273,2023-06-30 18:10:58,1
561,user328,2023-06-30 18:11:08,1
562,user222,2023-06-30 18:11:18,1
563,user160,2023-06-30 18:11:28,1
564,user281,2023-06-30 18:11:38,1
565,user254,2023-06-30 18:11:48,1
566,user148,2023-06-30 18:11:58,1
567,user234,2023-06-30 18:12:08,1
568,user235,2023-06-30 18:12:18,1
569,user101,2023-06-30 18:12:28,1
570,user286,2023-06-30 18:12:38,1
571,user092,2023-06-30 18:12:48,1
572,user319,2023-06-30 18:12:58,1
573,user201,2023-06-30 18:13:08,1
574,user043,2023-06-30 18:13:18,1
575,user305,2023-06-30 18:13:28,1
576,user243,2023-06-30 18:13:38,1
577,user018,2023-06-30 18:13:48,1
578,user143,2023-06-30 18:13:58,1
579,user061,2023-06-30 18:14:08,1
580,user142,2023-06-30 18:14:18,1
581,user329,2023-06-30 18:14:28,1
582,user126,2023-06-30 18:14:38,1
583,user002,2023-06-30 18:14:48,1
584,user017,2023-06-30 18:14:58,1
585,user307,2023-06-30 18:15:08,1
586,user325,2023-06-30 18:15:18,1
587,user061,2023-06-30 18:15:28,1
588,user147,2023-06-30 18:15:38,1
589,user094,2023-06-30 18:15:48,1
590,user013,2023-06-30 18:15:58,1
591,user296,2023-06-30 18:16:08,1
592,user304,2023-06-30 18:16:18,1
593,user080,2023-06-30 18:16:28,1
594,user121,2023-06-30 18:16:38,1
595,user261,2023-06-30 18:16:48,1
596,user134,2023-06-30 18:16:58,1
597,user098,2023-06-30 18:17:08,1
598,user192,2023-06-30 18:17:18,1
599,user183,2023-06-30 18:17:28,1
600,user174,2023-06-30 18:17:38,1
601,user269,2023-06-30 18:17:48,1
602,user155,2023-06-30 18:17:58,1
603,user091,2023-06-30 18:18:08,1
604,user268,2023-06-30 18:18:18,1
605,user012,2023-06-30 18:18:28,1
606,user015,2023-06-30 18:18:38,1
607,user287,2023-06-30 18:18:48,1
608,user199,2023-06-30 18:18:58,1
609,user297,2023-06-30 18:19:08,1
610,user184,2023-06-30 18:19:18,1
611,user142,2023-06-30 18:19:28,1
612,user166,2023-06-30 18:19:38,1
613,user076,2023-06-30 18:19:48,1
614,user252,2023-06-30 18:19:58,1
615,user201,2023-06-30 18:20:08,1
616,user166,2023-06-30 18:20:18,1
617,user233,2023-06-30 18:20:28,1
618,user190,2023-06-30 18:20:38,1
619,user244,2023-06-30 18:20:48,1
620,user308,2023-06-30 18:20:58,1
621,user163,2023-06-30 18:21:08,1
622,user032,2023-06-30 18:21:18,1
623,user189,2023-06-30 18:21:28,1
624,user258,2023-06-30 18:21:38,1
625,user139,2023-06-30 18:21:48,1
626,user126,2023-06-30 18:21:58,1
627,user119,2023-06-30 18:22:08,1
628,user086,2023-06-30 18:22:18,1
629,user272,2023-06-30 18:22:28,1
630,user241,2023-06-30 18:22:38,1
631,user176,2023-06-30 18:22:48,1
632,user267,2023-06-30 18:22:58,1
633,user156,2023-06-30 18:23:08,1
634,user207,2023-06-30 18:23:18,1
635,user218,2023-06-30 18:23:28,1
636,user307,2023-06-30 18:23:38,1
637,user079,2023-06-30 18:23:48,1
638,user049,2023-06-30 18:23:58,1
639,user098,2023-06-30 18:24:08,1
640,user139,2023-06-30 18:24:18,1
641,user281,2023-06-30 18:24:28,1
642,user091,2023-06-30 18:24:38,1
643,user274,2023-06-30 18:24:48,1
644,user079,2023-06-30 18:24:58,1
645,user131,2023-06-30 18:25:08,1
646,user048,2023-06-30 18:25:18,1
647,user080,2023-06-30 18:25:28,1
648,user239,2023-06-30 18:25:38,1
649,user184,2023-06-30 18:25:48,1
650,user019,2023-06-30 18:25:58,1
651,user111,2023-06-30 18:26:08,1
652,user051,2023-06-30 18:26:18,1
653,user234,2023-06-30 18:26:28,1
654,user323,2023-06-30 18:26:38,1
655,user014,2023-06-30 18:26:48,1
656,user165,2023-06-30 18:26:58,1
657,user227,2023-06-30 18:27:08,1
658,user194,2023-06-30 18:27:18,1
659,user240,2023-06-30 18:27:28,1
660,user055,2023-06-30 18:27:38,1
661,user228,2023-06-30 18:27:48,1
662,user135,2023-06-30 18:27:58,1
663,user091,2023-06-30 18:28:08,1
664,user217,2023-06-30 18:28:18,1
665,user121,2023-06-30 18:28:28,1
666,user128,2023-06-30 18:28:38,1
667,user176,2023-06-30 18:28:48,1
668,user001,2023-06-30 18:28:58,1
669,user290,2023-06-30 18:29:08,1
670,user245,2023-06-30 18:29:18,1
671,user025,2023-06-30 18:29:28,1
672,user293,2023-06-30 18:29:38,1
673,user317,2023-06-30 18:29:48,1
674,user165,2023-06-30 18:29:58,1
675,user317,2023-06-30 18:30:08,1
676,user175,2023-06-30 18:30:18,1
677,user150,2023-06-30 18:30:28,1
678,user211,2023-06-30 18:30:38,1
679,user036,2023-06-30 18:30:48,1
680,user088,2023-06-30 18:30:58,1
681,user116,2023-06-30 18:31:08,1
682,user240,2023-06-30 18:31:18,1
683,user281,2023-06-30 18:31:28,1
684,user031,2023-06-30 18:31:38,1
685,user222,2023-06-30 18:31:48,1
686,user214,2023-06-30 18:31:58,1
687,user157,2023-06-30 18:32:08,1
688,user247,2023-06-30 18:32:18,1
689,user092,2023-06-30 18:32:28,1
690,user251,2023-06-30 18:32:38,1
691,user247,2023-06-30 18:32:48,1
692,user328,2023-06-30 18:32:58,1
693,user251,2023-06-30 18:33:08,1
694,user303,2023-06-30 18:33:18,1
695,user300,2023-06-30 18:33:28,1
696,user254,2023-06-30 18:33:38,1
697,user107,2023-06-30 18:33:48,1
698,user274,2023-06-30 18:33:58,1
