user_id,wine_id,review_score
user011,343,3.0
user148,670,3.5
user148,1189,3.0
user148,5,5.0
user148,246,3.0
user175,1278,1.0
user175,334,3.5
user190,349,4.0
user190,814,4.0
user190,958,2.0
user136,1342,3.0
user136,274,5.0
user136,834,1.0
user298,842,3.5
user298,1016,5.0
user152,94,3.0
user152,1257,4.5
user152,591,5.0
user152,106,2.5
user273,392,3.5
user273,350,3.5
user273,1233,0.5
user273,1178,5.0
user203,1089,4.0
user213,677,4.0
user213,277,3.5
user213,1227,2.5
user199,934,0.0
user199,794,3.5
user199,719,2.5
user292,293,3.5
user292,427,5.0
user250,754,5.0
user250,243,2.5
user250,1204,5.0
user250,968,4.5
user145,290,3.5
user054,1130,4.5
user054,1001,1.0
user226,1029,1.0
user226,579,3.5
user226,457,3.5
user226,577,0.5
user144,334,3.5
user144,228,5.0
user144,1206,4.5
user144,614,3.0
user290,121,4.5
user278,274,5.0
user178,571,4.0
user178,967,5.0
user077,593,2.5
user077,833,0.0
user105,47,4.5
user208,871,4.0
user208,1013,3.5
user208,1243,4.0
user208,718,2.0
user207,1164,3.5
user207,120,3.5
user207,234,4.0
user207,633,3.0
user280,1383,4.0
user280,1243,4.0
user280,1030,2.0
user066,762,2.5
user066,1164,2.5
user066,1319,4.0
user066,108,3.5
user036,760,4.5
user122,1143,0.5
user122,833,4.0
user100,717,2.5
user100,583,4.5
user100,140,3.5
user069,356,4.5
user069,499,3.5
user290,485,3.5
user290,1055,3.5
user140,565,3.5
user140,732,5.0
user140,959,3.0
user140,1039,4.5
user153,411,3.0
user153,184,5.0
user153,410,5.0
user231,746,5.0
user231,1227,4.0
user119,1099,5.0
user119,1289,4.0
user119,29,4.0
user119,549,3.5
user144,1268,3.5
user144,387,4.5
user144,165,4.5
user262,592,4.0
user262,329,4.0
user262,1005,4.5
user262,259,3.0
user208,86,4.0
user208,1330,4.5
user208,1306,3.0
user142,613,3.5
user142,465,5.0
user142,1107,3.0
user142,70,4.0
user121,113,3.0
user121,1199,3.0
user121,377,4.0
user049,285,4.0
user049,962,0.0
user049,379,1.0
user049,985,4.0
user288,692,4.0
user288,462,4.5
user288,560,3.5
user048,336,4.5
user048,584,1.0
user048,359,3.0
user048,796,4.0
user110,1387,0.0
user110,133,4.0
user110,1297,4.5
user110,1158,3.0
user100,207,5.0
user330,290,4.5
user244,350,1.5
user244,207,3.5
user244,1261,0.0
user244,128,3.0
user053,154,4.0
user053,264,4.5
user063,456,4.5
user063,193,3.5
user063,489,1.0
user063,533,4.0
user063,676,5.0
user099,588,4.5
user229,1242,4.0
user229,684,2.0
user229,247,4.5
user229,714,5.0
user303,583,3.5
user303,536,3.0
user303,1003,5.0
user017,753,2.0
user017,642,3.0
user258,190,4.5
user322,766,4.5
user322,254,3.5
user322,379,3.0
user322,1051,2.0
user277,353,4.0
user277,21,5.0
user277,55,3.0
user277,536,1.0
user015,390,5.0
user015,876,4.0
user015,1073,4.5
user015,432,3.5
user257,390,1.0
user257,1314,4.0
user257,304,3.0
user257,498,4.5
user257,1024,4.0
user057,729,4.0
user057,1016,4.0
user254,297,2.0
user254,254,3.0
user254,164,3.5
user254,635,3.0
user198,877,5.0
user171,943,5.0
user171,423,3.5
user171,1243,0.5
user257,289,5.0
user257,868,3.5
user257,1041,0.0
user224,1327,3.0
user019,431,3.5
user019,128,3.5
user019,619,3.0
user019,369,5.0
user019,1294,3.5
user056,782,5.0
user090,796,4.5
user063,81,4.0
user063,720,0.0
user063,256,3.5
user063,1047,3.0
user302,1309,2.5
user302,963,5.0
user010,81,2.5
user010,1016,3.0
user010,696,5.0
user055,1225,4.0
user055,155,4.0
user055,967,1.0
user039,467,4.0
user039,158,5.0
user039,544,3.0
user039,1269,0.5
user039,452,5.0
user060,673,4.5
user060,1213,4.0
user060,1383,4.0
user060,484,3.0
user250,106,4.5
user148,622,1.0
user070,480,4.5
user195,395,1.0
user195,1070,2.5
user195,255,3.0
user195,565,3.5
user083,768,5.0
user325,1087,0.5
user071,378,4.5
user071,887,4.0
user071,373,5.0
user181,556,4.0
user181,248,3.0
user181,421,5.0
user181,675,2.5
user308,1260,3.5
user308,186,4.0
user308,753,3.5
user308,654,3.0
user308,185,3.5
user326,1168,2.5
user147,42,5.0
user147,990,4.0
user147,1245,2.0
user142,808,4.0
user142,1141,1.0
user142,80,0.5
user217,1018,4.0
user217,764,5.0
user217,196,4.0
user217,655,5.0
user217,1075,4.5
user183,1234,4.5
user183,1032,4.5
user044,1095,0.0
user261,573,1.0
user261,497,3.0
user261,833,5.0
user268,1050,3.5
user268,844,2.0
user268,303,5.0
user268,193,4.5
user028,1031,4.0
user028,236,4.0
user028,804,2.5
user028,787,1.0
user055,677,1.0
user055,1339,4.5
user307,375,4.0
user307,416,4.5
user307,1325,1.0
user165,1065,2.0
user165,641,4.5
user114,19,4.5
user266,276,0.0
user230,1051,1.0
user230,1308,3.5
user230,1293,5.0
user308,532,3.5
user305,8,4.5
user305,874,0.0
user080,1158,4.5
user080,326,0.5
user080,615,3.0
user080,807,2.0
user034,208,4.0
user034,1215,3.0
user034,599,4.5
user196,357,0.0
user216,238,4.0
user216,318,3.0
user216,883,0.0
user262,1031,4.0
user028,199,5.0
user324,1100,5.0
user281,1276,0.0
user281,1043,3.5
user122,3,3.5
user122,845,4.5
user122,1099,3.0
user157,950,3.5
user045,992,4.5
user045,363,4.5
user045,608,4.5
user045,138,5.0
user278,61,3.5
user278,1307,3.0
user057,229,4.5
user057,572,5.0
user057,470,3.5
user033,1026,4.0
user033,340,3.5
user033,203,5.0
user063,502,4.0
user063,310,3.0
user063,296,2.5
user147,1307,2.5
user147,1016,0.5
user265,293,4.5
user265,304,4.0
user265,860,3.0
user265,568,2.0
user314,346,2.0
user314,702,4.5
user314,1335,3.5
user314,1356,4.0
user314,144,4.0
user116,1223,4.0
user116,258,1.5
user116,806,4.5
user142,175,5.0
user297,163,4.5
user297,758,4.0
user297,879,1.5
user297,838,4.0
user151,917,3.5
user224,1046,1.0
user224,676,3.5
user224,1003,3.5
user224,158,4.5
user279,271,5.0
user279,515,2.0
user053,101,5.0
user302,947,4.0
user302,420,5.0
user302,627,5.0
user302,1101,3.5
user174,800,4.5
user174,935,5.0
user268,611,4.0
user268,765,3.5
user268,133,5.0
user268,166,3.5
user268,1345,3.5
user263,1193,1.0
user032,795,3.5
user032,1101,3.5
user101,1199,4.0
user034,332,0.5
user034,875,1.5
user034,665,3.0
user034,1013,4.0
user119,854,4.0
user119,760,3.5
user119,340,5.0
user119,362,4.5
user128,401,5.0
user128,859,5.0
user128,1262,5.0
user046,836,3.5
user046,741,5.0
user041,575,4.0
user041,1194,3.5
user041,720,4.0
user094,814,5.0
user280,607,3.5
user280,290,3.5
user280,806,3.0
user287,1299,4.5
user285,445,4.5
user285,1040,3.0
user285,1141,2.5
user082,639,3.0
user097,1306,5.0
user097,362,4.5
user097,1202,4.5
user227,653,2.0
user292,394,4.5
user220,590,3.0
user055,1317,1.0
user055,1113,0.0
user055,1154,5.0
user055,1185,2.0
user082,36,3.5
user129,461,3.0
user031,262,5.0
user048,356,4.5
user048,1389,1.0
user048,1045,4.5
user304,689,4.5
user304,1022,3.0
user304,482,3.0
user320,658,3.0
user320,472,3.5
user320,618,4.0
user021,181,3.0
user021,1170,5.0
user121,916,1.0
user121,229,3.0
user121,1053,4.5
user121,218,5.0
user309,467,4.0
user309,817,3.5
user244,1224,4.5
user100,981,5.0
user100,197,3.0
user100,245,5.0
user100,728,5.0
user100,1133,4.5
user189,1000,2.5
user189,95,3.0
user189,2,4.5
user018,1310,3.0
user018,350,3.5
user181,858,4.0
user010,1208,3.5
user010,781,4.5
user010,367,4.0
user010,1242,4.5
user317,1279,4.5
user317,1264,3.5
user317,1228,2.0
user317,410,3.5
user276,1079,3.0
user115,55,3.5
user115,1365,3.0
user115,918,4.5
user322,945,5.0
user322,737,0.5
user322,1133,5.0
user293,426,2.0
user178,1021,3.5
user178,733,3.5
user178,939,3.5
user178,1233,3.0
user038,356,5.0
user038,843,3.5
user038,468,3.5
user230,383,1.0
user230,851,4.0
user230,1131,3.0
user230,484,2.0
user311,312,4.5
user311,552,5.0
user311,878,4.0
user098,874,4.5
user283,982,4.5
user283,519,5.0
user283,640,2.5
user283,472,4.0
user134,848,1.0
user134,119,3.5
user134,1304,3.0
user134,956,4.0
user033,836,4.5
user033,881,5.0
user033,1245,4.5
user258,87,3.5
user258,224,3.5
user258,1144,4.0
user251,1366,3.0
user251,952,4.0
user251,300,3.0
user157,1217,2.5
user157,718,3.0
user157,866,4.5
user157,76,4.5
user183,1308,5.0
user183,1303,3.5
user183,1287,1.0
user183,1064,0.5
user265,1349,2.0
user265,1328,4.0
user276,888,4.5
user276,1034,4.0
user202,634,3.5
user202,267,4.0
user210,995,3.0
user210,203,5.0
user018,247,3.5
user018,632,4.5
user018,668,4.5
user190,155,3.5
user190,951,3.5
user190,1064,3.0
user051,1209,5.0
user051,141,4.0
user053,1271,4.0
user053,313,5.0
user170,612,3.5
user094,952,4.0
user094,846,4.5
user292,819,4.5
user292,304,0.0
user292,820,2.5
user292,120,4.5
user292,1082,3.0
user071,1198,2.5
user071,211,4.0
user071,499,3.5
user275,468,1.0
user043,519,5.0
user197,263,3.5
user197,775,3.5
user197,524,5.0
user228,123,3.5
user147,733,1.0
user147,1131,3.0
user147,65,3.0
user147,1229,5.0
user137,488,4.5
user137,15,4.5
user243,952,5.0
user243,180,3.5
user242,858,4.5
user242,709,5.0
user242,1355,5.0
user242,158,4.0
user208,725,5.0
user208,415,3.0
user208,938,3.5
user208,1252,2.5
user201,598,3.5
user201,558,0.0
user201,1327,4.0
user036,1053,5.0
user036,134,4.5
user036,203,5.0
user036,707,5.0
user036,963,1.0
user237,837,0.0
user237,531,3.0
user014,1209,5.0
user014,974,3.5
user014,751,0.0
user307,716,5.0
user307,707,4.0
user130,64,2.5
user287,959,0.5
user138,1281,3.5
user138,581,5.0
user306,1096,3.0
user306,188,4.0
user306,97,3.0
user061,1166,1.0
user316,978,0.5
user316,772,1.0
user316,778,1.5
user249,762,4.0
user330,690,3.5
user330,1155,5.0
user122,495,5.0
user122,137,3.0
user122,148,4.0
user073,1242,4.0
user073,473,2.0
user073,581,1.0
user125,1323,3.0
user125,543,5.0
user068,345,3.5
user068,316,1.0
user068,961,3.0
user303,1194,0.5
user269,445,4.5
user269,1210,4.0
user269,1199,4.5
user269,204,4.5
user168,189,4.0
user168,499,4.5
user163,1056,4.0
user163,654,1.0
user163,448,3.0
user246,414,2.5
user246,694,5.0
user060,797,4.0
user060,282,3.0
user174,882,5.0
user043,1203,1.0
user043,120,4.0
user043,466,4.5
user043,779,4.0
user043,455,1.0
user059,649,3.5
user254,1270,5.0
user254,744,3.5
user254,34,2.5
user254,1046,3.0
user254,944,0.0
user271,657,4.5
user271,1007,4.0
user271,1208,1.5
user157,930,4.5
user157,218,4.5
user311,960,4.0
user039,727,3.5
user039,670,4.5
user039,803,4.0
user048,1213,0.5
user048,58,5.0
user179,1004,3.0
user179,536,2.0
user179,965,2.0
user179,1144,2.0
user316,550,3.5
user316,811,3.5
user316,1004,4.5
user316,329,2.5
user106,763,4.0
user246,703,4.0
user246,959,5.0
user246,349,3.5
user129,344,3.0
user129,565,3.5
user260,405,0.0
user260,837,3.0
user260,27,4.5
user043,1212,2.5
user043,349,4.5
user043,698,5.0
user087,441,1.0
user087,30,5.0
user238,237,3.0
user238,468,3.5
user238,410,4.5
user060,594,2.0
user060,1301,0.0
user060,292,0.5
user060,250,0.0
user060,1330,3.0
user177,1092,4.0
user174,1127,3.5
user174,1349,5.0
user174,760,4.5
user174,349,5.0
user174,276,5.0
user257,938,3.5
user257,1316,3.5
user257,1334,3.0
user075,799,3.0
user075,555,4.0
user013,339,5.0
user216,28,4.0
user216,81,5.0
user041,711,3.5
user041,1007,3.5
user041,1289,3.0
user041,873,3.5
user021,904,2.0
user021,1359,2.5
user011,1038,3.0
user011,1073,2.5
user011,238,2.5
user248,1358,4.0
user248,988,2.0
user248,205,4.5
user248,488,4.5
user098,261,4.5
user098,77,3.5
user098,398,5.0
user064,122,4.5
user064,856,1.0
user134,237,3.5
user134,1381,5.0
user134,1246,3.0
user060,190,4.0
user060,170,3.5
user060,268,3.0
user060,70,2.0
user294,750,5.0
user086,395,4.0
user086,1097,2.5
user086,1020,5.0
user086,46,4.5
user213,562,4.0
user213,226,0.5
user313,533,4.5
user313,880,4.0
user313,297,4.5
user313,1222,4.5
user313,790,3.5
user212,1306,5.0
user212,777,5.0
user212,99,4.5
user212,327,4.0
user212,927,4.0
user301,1187,3.5
user301,1167,5.0
user078,1233,5.0
user078,521,5.0
user078,382,5.0
user289,1025,2.5
user289,153,5.0
user289,1009,1.0
user289,986,3.0
user185,290,5.0
user185,1208,3.5
user185,449,3.5
user318,510,5.0
user318,657,0.0
user242,70,3.5
user242,1168,4.5
user242,750,2.0
user211,149,4.5
user211,260,3.0
user212,288,4.0
user212,402,5.0
user212,768,4.0
user212,597,4.5
user212,681,3.5
user258,131,4.0
user258,60,1.5
user254,1177,4.0
user106,164,5.0
user106,661,4.5
user106,373,4.0
user106,131,0.5
user021,574,4.0
user021,522,4.5
user260,482,4.5
user260,865,3.0
user155,1172,3.0
user155,1349,4.0
user215,716,3.0
user215,226,5.0
user304,530,4.5
user304,143,4.0
user048,1232,3.0
user048,644,3.5
user273,1316,4.0
user273,1099,1.0
user114,501,5.0
user114,108,1.0
user041,855,1.0
user104,306,5.0
user140,95,1.0
user137,61,5.0
user137,926,4.0
user137,122,2.5
user137,973,1.0
user137,18,0.5
user132,281,3.0
user132,1346,2.5
user132,928,4.0
user298,1138,4.0
user298,284,5.0
user298,204,5.0
user044,297,5.0
user044,1244,3.5
user072,288,3.5
user072,692,3.0
user072,961,4.5
user224,718,4.5
user224,199,1.5
user224,1099,4.0
user283,1177,1.5
user283,712,3.5
user125,571,4.0
user125,911,4.0
user125,481,3.0
user125,975,2.5
user125,69,2.5
user188,1347,4.5
user224,981,5.0
user224,72,4.0
user106,702,2.0
user106,1235,4.5
user106,844,4.5
user255,417,3.0
user255,869,3.5
user255,1229,4.0
user153,1081,5.0
user153,1338,5.0
user153,635,4.0
user153,1333,4.0
user289,1011,3.0
user021,1199,5.0
user021,67,4.0
user021,110,4.5
user156,294,4.0
user321,304,3.5
user322,1096,3.0
user322,407,5.0
user322,516,5.0
user108,284,4.0
user296,1345,2.0
user296,785,2.5
user296,834,2.0
user090,757,5.0
user090,158,4.5
user090,554,3.0
user090,254,5.0
user090,992,4.5
user185,1015,4.0
user185,94,3.0
user185,376,1.0
user323,941,2.5
user264,716,0.0
user264,125,0.0
user038,669,5.0
user038,509,3.5
user038,732,3.5
user038,880,5.0
user115,961,3.0
user308,1329,4.5
user308,1181,4.0
user308,529,5.0
user182,355,4.0
user157,1092,3.0
user104,927,3.0
user091,808,0.0
user091,301,3.0
user091,486,3.0
user091,380,0.0
user091,664,3.5
user055,646,5.0
user055,948,4.0
user055,329,3.0
user117,669,3.0
user311,632,3.0
user311,8,2.5
user311,429,3.5
user311,426,4.5
user031,196,5.0
user031,881,4.0
user031,309,4.0
user316,11,4.0
user316,64,4.0
user316,1281,3.0
user316,1224,2.0
user248,1355,3.0
user264,651,3.0
user264,158,3.0
user264,389,0.5
user264,596,4.5
user253,1112,3.0
user253,1183,5.0
user045,901,3.0
user087,725,5.0
user068,1027,4.5
user068,339,2.0
user063,468,3.0
user063,372,4.5
user063,1275,5.0
user215,34,1.5
user215,1013,3.5
user215,1268,3.0
user215,790,1.0
user087,660,3.5
user087,391,4.0
user087,676,5.0
user087,161,3.0
user307,1195,5.0
user280,1384,2.5
user228,38,4.5
user228,908,4.0
user228,675,5.0
user228,213,3.0
user228,1107,4.5
user202,452,2.5
user202,275,4.5
user202,181,3.5
user215,365,3.5
user215,987,4.5
user215,1232,3.5
user215,1153,5.0
user221,360,4.0
user221,509,2.5
user221,1065,0.5
user221,963,3.5
user153,276,3.0
user153,1150,3.0
user153,1258,4.0
user305,273,3.0
user305,851,0.0
user224,990,3.0
user224,1354,3.5
user224,954,4.5
user224,302,4.0
user294,699,3.5
user294,374,5.0
user246,770,3.0
user246,581,4.0
user284,61,3.0
user284,218,2.0
user284,199,3.5
user284,1236,3.5
user075,281,4.0
user233,896,3.0
user329,314,5.0
user329,438,4.0
user329,110,5.0
user185,564,5.0
user185,879,3.0
user185,97,1.0
user248,1141,4.5
user144,611,4.0
user011,209,4.0
user011,826,0.0
user011,123,1.0
user053,520,5.0
user053,1286,4.0
user053,578,5.0
user247,95,3.5
user070,1319,5.0
user070,104,3.5
user070,762,5.0
user249,286,2.5
user249,502,4.5
user109,1389,5.0
user109,1013,5.0
user109,1210,3.0
user109,968,3.0
user064,1228,4.5
user064,1293,3.0
user324,640,0.5
user324,1337,4.0
user324,1132,3.0
user313,802,4.0
user313,894,3.5
user313,115,4.0
user313,825,4.0
user197,648,4.0
user047,638,0.5
user047,593,3.5
user047,102,5.0
user011,1039,3.0
user011,48,5.0
user011,16,3.5
user011,385,3.0
user323,46,5.0
user323,252,5.0
user323,143,5.0
user327,1089,4.0
user327,1332,5.0
user327,59,4.5
user327,1213,4.5
user166,412,3.5
user166,356,5.0
user001,84,3.0
user001,1258,3.5
user001,134,3.0
user001,1138,2.0
user144,932,2.0
user144,18,4.0
user144,861,2.5
user144,1342,4.0
user158,834,4.0
user158,1222,0.0
user158,925,4.0
user158,912,4.5
user158,1179,4.5
user248,1359,3.5
user115,1123,3.0
user160,725,3.5
user160,95,4.5
user160,1062,3.5
user077,1026,3.0
user195,55,4.5
user195,768,2.5
user195,1126,4.0
user195,207,5.0
user036,172,4.0
user083,46,3.5
user083,1054,4.0
user083,949,3.0
user083,1014,5.0
user083,515,5.0
user091,252,5.0
user207,1327,4.0
user207,969,3.5
user207,558,3.0
user098,1060,5.0
user098,1151,4.0
user318,70,3.0
user318,1007,3.0
user293,524,5.0
user293,806,4.5
user293,21,4.5
user293,590,1.0
user083,7,4.5
user083,445,5.0
user083,799,0.5
user083,1186,4.5
user103,1116,1.0
user103,220,4.0
user209,52,4.5
user209,619,3.5
user121,823,4.0
user121,941,4.0
user121,66,3.0
user206,93,4.5
user223,58,4.5
user223,809,3.5
user223,1145,4.0
user022,1253,4.5
user022,316,3.5
user022,1067,4.5
user022,360,5.0
user022,673,1.0
user279,1154,3.0
user279,124,5.0
user279,851,2.0
user279,1094,4.5
user157,193,5.0
user146,910,3.0
user166,13,4.5
user166,333,4.0
user231,82,3.0
user236,251,5.0
user236,1311,3.5
user236,769,3.0
user069,863,4.5
user069,460,2.0
user069,1040,3.5
user300,92,5.0
user077,1025,5.0
user077,92,4.5
user077,781,3.0
user087,814,4.0
user087,1147,4.5
user087,391,1.0
user087,185,4.5
user222,1275,4.5
user222,106,4.5
user222,719,4.0
user222,758,5.0
user310,103,4.5
user239,349,4.0
user239,1272,5.0
user221,667,3.5
user221,353,3.0
user221,449,5.0
user221,1340,3.0
user157,718,4.0
user157,1112,3.0
user157,210,4.5
user157,1372,3.0
user069,991,4.5
user213,1089,3.0
user213,937,3.0
user163,843,4.5
user163,244,3.0
user163,1211,4.0
user139,215,3.0
user139,1214,0.5
user139,1171,5.0
user273,1026,4.5
user273,907,3.5
user273,836,4.0
user273,1190,3.0
user273,80,3.5
user327,1117,3.5
user327,121,3.5
user327,641,1.0
user177,1116,4.0
user177,250,4.5
user177,754,3.5
user283,1219,1.0
user283,8,4.0
user087,502,4.0
user288,614,5.0
user288,1121,5.0
user055,740,4.5
user053,289,3.0
user053,759,5.0
user053,874,1.0
user053,1156,3.0
user053,344,2.5
user156,489,3.5
user169,377,4.5
user169,25,4.0
user139,1087,5.0
user033,208,3.5
user033,361,1.5
user179,637,4.0
user017,1246,5.0
user017,719,3.0
user261,658,3.5
user261,26,3.0
user145,25,4.5
user145,116,4.5
user091,679,1.5
user091,1273,1.5
user091,547,3.5
user200,563,2.5
user200,168,5.0
user200,652,3.5
user255,229,4.0
user255,611,2.0
user255,340,4.5
user255,830,4.5
user255,453,0.0
user214,90,3.0
user214,553,3.0
user214,688,4.0
user214,265,4.5
user214,372,3.0
user262,819,3.5
user262,1356,2.5
user010,679,5.0
user010,886,4.0
user177,265,5.0
user322,867,3.0
user322,482,3.0
user241,1267,4.0
user241,747,4.5
user080,188,5.0
user080,995,4.0
user080,1255,3.0
user298,289,3.0
user135,1172,4.5
user135,1099,4.5
user148,851,4.0
user324,427,3.5
user324,310,5.0
user324,632,4.5
user324,309,4.0
user040,484,3.0
user040,693,4.0
user040,1048,0.0
user097,186,2.0
user097,435,4.0
user097,135,3.0
user097,1159,1.0
user281,986,4.5
user235,411,4.0
user235,371,4.0
user100,942,3.0
user100,1117,3.0
user246,1310,5.0
user095,204,3.0
user095,1254,3.5
user095,1005,4.5
user173,936,5.0
user173,783,0.0
user173,1194,4.0
user098,175,1.0
user324,371,3.5
user324,356,3.5
user195,365,1.0
user195,1282,3.5
user195,1041,5.0
user186,1334,3.0
user186,994,5.0
user186,361,4.0
user186,1055,4.5
user106,543,3.5
user167,1058,4.5
user167,44,5.0
user167,185,4.5
user160,1199,5.0
user205,670,4.0
user205,1002,3.0
user205,755,3.5
user205,1186,3.5
user205,757,3.5
user038,949,4.5
user038,957,2.5
user228,716,2.0
user228,347,2.0
user228,92,3.0
user228,1091,4.5
user286,119,1.0
user286,422,2.5
user286,1107,3.0
user286,613,3.0
user286,1269,4.5
user040,67,4.5
user040,515,4.0
user040,123,5.0
user040,1210,3.0
user246,371,3.0
user246,1206,1.0
user246,300,5.0
user246,1214,3.0
user144,515,0.5
user144,381,5.0
user144,670,5.0
user144,787,3.5
user144,320,3.0
user114,1326,0.0
user114,175,3.5
user114,13,4.0
user250,1056,4.0
user250,167,5.0
user172,1236,4.0
user172,82,5.0
user182,347,4.0
user182,478,0.0
user182,286,4.5
user182,587,5.0
user182,794,4.5
user097,650,5.0
user097,750,5.0
user097,889,3.5
user091,352,5.0
user091,1251,3.5
user091,528,4.5
user091,1168,3.0
user167,745,5.0
user167,1082,3.0
user167,726,3.5
user167,484,4.5
user054,89,5.0
user054,65,5.0
user033,469,5.0
user033,452,4.5
user260,1099,4.0
user260,276,2.0
user316,48,3.5
user316,472,3.0
user316,9,2.5
user316,1293,3.0
user304,169,3.0
user304,1053,3.5
user208,1221,5.0
user227,703,1.0
user227,433,4.0
user227,717,3.5
user227,127,2.5
user173,1029,3.5
user173,1293,4.5
user173,209,3.5
user173,1133,3.5
user175,186,2.5
user175,720,3.5
user175,296,3.5
user001,897,3.5
user019,958,5.0
user242,733,4.5
user317,1199,3.0
user317,947,5.0
user108,1099,5.0
user108,1246,3.0
user108,718,5.0
user324,454,3.0
user324,361,5.0
user324,355,4.0
user174,543,0.0
user174,924,3.5
user174,396,5.0
user153,1046,4.0
user153,1123,5.0
user153,472,3.5
user214,161,3.5
user214,235,4.5
user214,1273,3.0
user214,1194,5.0
user119,512,3.0
user240,146,5.0
user217,1130,4.5
user217,417,3.0
user217,37,5.0
user217,653,5.0
user217,723,3.0
user156,371,3.5
user269,974,3.0
user269,592,3.0
user269,528,4.5
user173,611,3.5
user173,353,1.5
user173,78,3.5
user031,755,3.5
user031,1097,4.5
user130,177,4.5
user130,1171,2.5
user130,73,1.0
user252,201,2.0
user252,1138,5.0
user252,914,2.0
user252,783,1.0
user252,1046,5.0
user269,767,4.5
user269,369,3.5
user269,1258,4.5
user269,1147,4.0
user195,1374,1.0
user195,1343,4.0
user132,909,2.5
user132,56,3.5
user075,761,4.5
user075,1156,1.0
user056,61,2.0
user056,585,4.0
user056,593,4.5
user196,268,4.5
user196,600,5.0
user196,879,0.0
user196,1068,3.5
user196,1018,4.0
user272,1180,5.0
user272,538,3.0
user162,524,3.0
user162,527,0.5
user162,1195,3.5
user162,258,5.0
user162,219,2.5
user319,711,3.5
user319,324,3.0
user202,60,3.5
user202,1374,3.5
user202,626,3.0
user202,862,3.5
user110,136,4.5
user110,191,5.0
user017,790,5.0
user017,1167,5.0
user017,558,4.0
user130,445,4.5
user130,513,4.5
user130,728,4.0
user130,1232,4.0
user137,219,3.5
user137,117,4.0
