user_id,wine_id,count
user002,57,1
user019,57,1
user022,57,1
user079,57,1
user154,57,1
user191,57,1
user201,57,1
user302,57,1
user315,57,1
user002,73,1
user053,73,1
user055,73,1
user090,73,1
user206,73,1
user207,73,1
user234,73,1
user249,73,1
user265,73,1
user292,73,1
user295,73,1
user330,73,1
user002,94,1
user081,94,1
user115,94,1
user186,94,1
user208,94,1
user214,94,1
user232,94,1
user310,94,1
user315,94,1
user329,94,1
user002,324,1
user032,324,1
user088,324,1
user090,324,1
user095,324,1
user107,324,1
user213,324,1
user229,324,1
user250,324,1
user263,324,1
user329,324,1
user002,342,1
user018,342,1
user074,342,1
user114,342,1
user205,342,1
user234,342,1
user267,342,1
user303,342,1
user002,359,1
user081,359,1
user123,359,1
user127,359,1
user002,380,1
user021,380,1
user051,380,1
user205,380,1
user227,380,1
user248,380,1
user002,436,1
user060,436,1
user062,436,1
user316,436,1
user002,493,1
user012,493,1
user127,493,1
user139,493,1
user287,493,1
user002,527,1
user031,527,1
user071,527,1
user089,527,1
user176,527,1
user267,527,1
user274,527,1
user285,527,1
user002,544,1
user031,544,1
user114,544,1
user152,544,1
user157,544,1
user158,544,1
user159,544,1
user192,544,1
user217,544,1
user242,544,1
user259,544,1
user002,562,1
user111,562,1
user114,562,1
user157,562,1
user210,562,1
user283,562,1
user312,562,1
user318,562,1
user002,578,1
user105,578,1
user134,578,1
user170,578,1
user232,578,1
user305,578,1
user322,578,1
user002,589,1
user025,589,1
user059,589,1
user068,589,1
user109,589,1
user110,589,1
user134,589,1
user242,589,1
user002,620,1
user082,620,1
user098,620,1
user180,620,1
user263,620,1
user276,620,1
user317,620,1
user324,620,1
user002,625,1
user209,625,1
user002,697,1
user080,697,1
user120,697,1
user185,697,1
user198,697,1
user206,697,1
user323,697,1
user002,709,1
user086,709,1
user154,709,1
user170,709,1
user249,709,1
user281,709,1
user002,732,1
user055,732,1
user175,732,1
user227,732,1
user248,732,1
user313,732,1
user002,745,1
user056,745,1
user161,745,1
user183,745,1
user204,745,1
user238,745,1
user243,745,1
user268,745,1
user309,745,1
user320,745,1
user002,748,1
user089,748,1
user129,748,1
user260,748,1
user301,748,1
user306,748,1
user319,748,1
user329,748,1
user002,817,1
user182,817,1
user206,817,1
user214,817,1
user221,817,1
user229,817,1
user254,817,1
user272,817,1
user317,817,1
user321,817,1
user002,830,1
user036,830,1
user079,830,1
user104,830,1
user175,830,1
user255,830,1
user305,830,1
user306,830,1
user313,830,1
user002,858,1
user056,858,1
user057,858,1
user060,858,1
user196,858,1
user237,858,1
user260,858,1
user299,858,1
user326,858,1
user002,874,1
user011,874,1
user041,874,1
user048,874,1
user054,874,1
user057,874,1
user061,874,1
user082,874,1
user083,874,1
user169,874,1
user203,874,1
user260,874,1
user287,874,1
user290,874,1
user002,968,1
user059,968,1
user142,968,1
user190,968,1
user321,968,1
user002,977,1
user249,977,1
user269,977,1
user286,977,1
user330,977,1
user002,1126,1
user034,1126,1
user147,1126,1
user219,1126,1
user246,1126,1
user318,1126,1
user325,1126,1
user002,1212,1
user010,1212,1
user104,1212,1
user244,1212,1
user245,1212,1
user258,1212,1
user319,1212,1
user322,1212,1
user002,1223,1
user010,1223,1
user061,1223,1
user109,1223,1
user136,1223,1
user193,1223,1
user199,1223,1
user231,1223,1
user002,1246,1
user046,1246,1
user079,1246,1
user081,1246,1
user091,1246,1
user122,1246,1
user132,1246,1
user262,1246,1
user285,1246,1
user297,1246,1
user308,1246,1
user313,1246,1
user327,1246,1
user002,1275,1
user018,1275,1
user056,1275,1
user057,1275,1
user063,1275,1
user110,1275,1
user127,1275,1
user188,1275,1
user196,1275,1
user239,1275,1
user299,1275,1
user311,1275,1
user316,1275,1
user002,1344,1
user013,1344,1
user056,1344,1
user076,1344,1
user091,1344,1
user102,1344,1
user158,1344,1
user261,1344,1
user321,1344,1
user002,1362,1
user055,1362,2
user138,1362,1
user187,1362,1
user214,1362,1
user256,1362,1
user289,1362,1
user002,1382,1
user081,1382,1
user090,1382,1
user125,1382,1
user160,1382,1
user010,118,1
user114,118,1
user229,118,1
user237,118,1
user010,145,1
user059,145,1
user102,145,1
user168,145,1
user312,145,1
user010,209,1
user017,209,1
user077,209,1
user215,209,1
user269,209,1
user282,209,1
user293,209,1
user010,222,1
user040,222,1
user098,222,1
user104,222,1
user121,222,1
user169,222,1
user205,222,1
user010,318,1
user033,318,1
user162,318,1
user197,318,1
user205,318,1
user211,318,1
user214,318,1
user218,318,1
user220,318,1
user221,318,1
user261,318,1
user300,318,1
user308,318,1
user313,318,1
user010,326,1
user039,326,1
user060,326,1
user156,326,1
user183,326,1
user225,326,1
user244,326,1
user258,326,1
user264,326,1
user317,326,1
user010,451,1
user061,451,1
user137,451,1
user140,451,1
user152,451,1
user212,451,1
user224,451,1
user266,451,1
user010,478,1
user019,478,1
user082,478,1
user173,478,1
user183,478,1
user189,478,1
user191,478,1
user201,478,1
user252,478,1
user259,478,1
user302,478,1
user311,478,1
user010,504,1
user019,504,1
user148,504,1
user010,547,1
user033,547,1
user167,547,1
user175,547,1
user224,547,1
user229,547,1
user230,547,1
user252,547,1
user289,547,1
user301,547,1
user319,547,1
user010,651,1
user069,651,1
user099,651,1
user107,651,1
user165,651,1
user179,651,1
user220,651,1
user227,651,1
user290,651,1
user010,698,1
user039,698,1
user078,698,1
user134,698,1
user159,698,1
user160,698,1
user177,698,1
user207,698,1
user213,698,1
user232,698,1
user279,698,1
user323,698,1
user010,704,1
user045,704,1
user073,704,1
user097,704,1
user104,704,1
user110,704,1
user180,704,1
user184,704,1
user185,704,1
user264,704,1
user310,704,1
user010,722,1
user032,722,1
user132,722,1
user185,722,1
user220,722,1
user231,722,1
user308,722,1
user314,722,1
user010,750,1
user048,750,1
user077,750,1
user098,750,1
user292,750,1
user300,750,1
user309,750,1
user310,750,1
user311,750,1
user313,750,1
user010,813,1
user104,813,1
user152,813,1
user226,813,1
user237,813,1
user306,813,1
user010,893,1
user057,893,1
user109,893,1
user116,893,1
user130,893,1
user138,893,1
user145,893,1
user179,893,1
user250,893,1
user268,893,1
user303,893,1
user010,903,1
user034,903,1
user100,903,1
user136,903,1
user226,903,1
user279,903,1
user330,903,1
user010,919,1
user109,919,1
user276,919,1
user281,919,1
user010,950,1
user031,950,1
user064,950,1
user111,950,1
user203,950,1
user249,950,1
user298,950,1
user010,1001,1
user028,1001,1
user086,1001,1
user121,1001,1
user130,1001,1
user230,1001,1
user269,1001,1
user323,1001,1
user010,1041,1
user033,1041,1
user043,1041,1
user069,1041,1
user092,1041,1
user103,1041,1
user190,1041,1
user220,1041,1
user287,1041,1
user309,1041,1
user315,1041,1
user327,1041,1
user010,1080,1
user184,1080,1
user254,1080,1
user255,1080,1
user010,1243,1
user075,1243,1
user094,1243,1
user142,1243,1
user309,1243,1
user010,1281,1
user033,1281,1
user071,1281,1
user103,1281,1
user105,1281,1
user153,1281,1
user233,1281,1
user313,1281,1
user010,1341,1
user015,1341,1
user040,1341,1
user070,1341,1
user158,1341,1
user010,1387,1
user055,1387,1
user060,1387,1
user162,1387,1
user206,1387,1
user274,1387,1
user296,1387,1
user301,1387,1
user011,5,1
user060,5,1
user138,5,2
user178,5,1
user188,5,1
user202,5,1
user213,5,1
user220,5,1
user226,5,1
user238,5,1
user245,5,1
user250,5,1
user253,5,1
user292,5,1
user011,7,1
user122,7,1
user173,7,1
user199,7,1
user227,7,1
user298,7,1
user011,132,1
user021,132,1
user282,132,1
user287,132,1
user011,175,1
user071,175,1
user102,175,1
user128,175,1
user131,175,1
user210,175,1
user257,175,1
user269,175,1
user313,175,1
user324,175,1
user011,248,1
user088,248,1
user137,248,1
user153,248,1
user307,248,1
user011,263,1
user040,263,1
user137,263,1
user161,263,1
user211,263,1
user217,263,1
user227,263,1
user307,263,1
user011,271,1
user086,271,2
user098,271,1
user151,271,1
user156,271,1
user197,271,1
user202,271,1
user207,271,1
user266,271,1
user288,271,1
user011,282,1
user072,282,1
user171,282,1
user186,282,1
user250,282,1
user273,282,1
user011,303,1
user033,303,1
user095,303,1
user204,303,1
user227,303,1
user274,303,1
user292,303,1
user011,332,1
user037,332,1
user043,332,1
user121,332,1
user134,332,1
user175,332,1
user226,332,1
user274,332,1
user283,332,1
user011,351,1
user044,351,1
user094,351,1
user111,351,1
user134,351,1
user138,351,1
user147,351,1
user270,351,1
user291,351,1
user321,351,1
user011,366,1
user036,366,1
user059,366,1
user155,366,1
user185,366,1
user190,366,1
user216,366,1
user226,366,1
user277,366,1
user290,366,1
user011,370,1
user013,370,1
user036,370,1
user266,370,1
user286,370,1
user311,370,1
user011,407,1
user069,407,1
user092,407,1
user096,407,1
user156,407,1
user160,407,1
user179,407,1
user213,407,1
user011,409,1
user043,409,1
user076,409,1
user109,409,1
user126,409,1
user286,409,1
user011,467,1
user033,467,1
user047,467,1
user078,467,1
user079,467,1
user176,467,1
user223,467,1
user239,467,1
user248,467,1
user279,467,1
user297,467,1
user011,476,1
user015,476,1
user125,476,1
user163,476,1
user210,476,1
user252,476,1
user262,476,1
user306,476,1
user323,476,1
user011,569,1
user043,569,1
user056,569,1
user060,569,1
user099,569,1
user103,569,1
user107,569,1
user201,569,1
user212,569,1
user242,569,1
user011,630,1
user077,630,1
user087,630,1
user097,630,1
user108,630,1
user125,630,1
user127,630,1
user179,630,1
user257,630,1
user261,630,1
user312,630,1
user011,634,1
user170,634,1
user182,634,1
user204,634,1
user253,634,1
user266,634,1
user319,634,1
user011,652,1
user078,652,1
user121,652,1
user123,652,1
user310,652,1
user011,752,1
user053,752,1
user151,752,1
user230,752,1
user313,752,1
user315,752,1
user011,795,1
user031,795,1
user074,795,1
user177,795,1
user225,795,1
user269,795,1
user279,795,1
user011,852,1
user055,852,1
user079,852,1
user207,852,1
user229,852,1
user283,852,1
user323,852,1
user011,905,1
user074,905,1
user105,905,1
user109,905,1
user163,905,1
user220,905,1
user262,905,1
user268,905,1
user311,905,1
user011,926,1
user056,926,1
user072,926,1
user080,926,1
user109,926,1
user285,926,1
user325,926,1
user011,1000,1
user059,1000,1
user062,1000,1
user102,1000,1
user130,1000,1
user131,1000,1
user158,1000,1
user207,1000,1
user252,1000,1
user274,1000,1
user325,1000,1
user011,1058,1
user062,1058,1
user077,1058,1
user087,1058,1
user142,1058,1
user165,1058,1
user204,1058,1
user211,1058,2
user222,1058,1
user225,1058,1
user257,1058,1
user273,1058,1
user315,1058,1
user011,1112,1
user021,1112,1
user103,1112,1
user147,1112,1
user158,1112,1
user166,1112,1
user260,1112,1
user011,1264,1
user038,1264,1
user044,1264,2
user274,1264,1
user295,1264,2
user011,1265,1
user059,1265,1
user096,1265,1
user253,1265,1
user295,1265,1
user322,1265,1
user011,1324,1
user031,1324,1
user080,1324,1
user207,1324,1
user244,1324,1
user285,1324,1
user303,1324,1
user011,1337,1
user104,1337,1
user167,1337,1
user186,1337,1
user262,1337,1
user265,1337,1
user307,1337,1
user318,1337,1
user324,1337,1
user012,31,1
user070,31,1
user095,31,1
user111,31,1
user249,31,1
user314,31,1
user012,93,1
user022,93,1
user110,93,1
user212,93,1
user222,93,1
user250,93,1
user294,93,1
user012,136,1
user031,136,1
user055,136,1
user107,136,1
user135,136,1
user194,136,1
user262,136,1
user012,168,1
user073,168,1
user078,168,1
user094,168,1
user127,168,1
user203,168,1
user271,168,1
user328,168,1
user012,169,1
user025,169,1
user144,169,1
user152,169,1
user221,169,1
user295,169,1
user306,169,1
user313,169,1
user012,201,1
user022,201,1
user077,201,1
user087,201,1
user111,201,2
user117,201,1
user129,201,1
user195,201,1
user247,201,1
user283,201,1
user295,201,1
user299,201,2
user330,201,1
user012,207,1
user022,207,1
user036,207,1
user072,207,1
user236,207,1
user260,207,1
user012,237,1
user116,237,1
user157,237,1
user171,237,1
user195,237,1
user211,237,1
user215,237,1
user216,237,1
user291,237,1
user012,369,1
user025,369,1
user044,369,1
user087,369,1
user149,369,1
user196,369,1
user222,369,1
user225,369,1
user236,369,1
user315,369,1
user327,369,1
user012,381,1
user117,381,1
user012,385,1
user049,385,1
user087,385,1
user149,385,1
user219,385,1
user222,385,1
user227,385,1
user228,385,1
user245,385,1
user324,385,1
user325,385,1
user012,447,1
user043,447,1
user044,447,1
user061,447,1
user062,447,1
user173,447,1
user179,447,1
user181,447,1
user198,447,1
user201,447,1
user209,447,1
user290,447,1
user329,447,1
user012,456,1
user086,456,1
user161,456,1
user216,456,1
user253,456,1
user264,456,1
user279,456,1
user293,456,1
user012,473,1
user031,473,1
user126,473,1
user218,473,1
user230,473,1
user239,473,1
user244,473,1
user012,490,1
user025,490,1
user059,490,1
user104,490,1
user109,490,1
user165,490,1
user198,490,1
user215,490,1
user221,490,1
user229,490,1
user242,490,1
user012,583,1
user014,583,1
user049,583,1
user064,583,1
user114,583,1
user121,583,1
user166,583,1
user261,583,1
user315,583,1
user012,592,1
user142,592,1
user209,592,1
user226,592,1
user229,592,1
user274,592,1
user306,592,1
user012,617,1
user047,617,1
user174,617,1
user206,617,1
user289,617,1
user301,617,1
user012,653,1
user045,653,1
user076,653,1
user110,653,1
user210,653,1
user221,653,1
user012,666,1
user094,666,1
user109,666,1
user123,666,1
user179,666,1
user189,666,1
user279,666,1
user012,682,1
user086,682,1
user137,682,1
user146,682,1
user272,682,1
user012,683,1
user038,683,1
user072,683,1
user120,683,1
user125,683,1
user127,683,1
user144,683,1
user295,683,1
user305,683,1
user320,683,1
user321,683,1
user329,683,1
user012,690,1
user036,690,1
user041,690,1
user057,690,1
user068,690,1
user151,690,1
user162,690,1
user189,690,1
user191,690,1
user200,690,1
user220,690,1
user236,690,1
user254,690,1
user012,841,1
user022,841,1
user049,841,1
user117,841,1
user160,841,1
user218,841,1
user253,841,1
user257,841,1
user273,841,1
user317,841,1
user012,886,1
user037,886,1
user201,886,1
user270,886,1
user295,886,1
user307,886,1
user012,896,1
user015,896,1
user032,896,1
user036,896,1
user062,896,1
user066,896,1
user139,896,1
user233,896,1
user263,896,1
user012,910,1
user015,910,2
user034,910,1
user073,910,1
user110,910,1
user114,910,1
user130,910,1
user144,910,1
user157,910,1
user190,910,1
user216,910,1
user244,910,1
user280,910,1
user329,910,1
user012,947,1
user034,947,1
user044,947,1
user135,947,1
user182,947,1
user264,947,1
user293,947,1
user012,1065,1
user064,1065,1
user071,1065,1
user088,1065,1
user221,1065,1
user243,1065,1
user269,1065,1
user277,1065,1
user304,1065,1
user012,1181,1
user046,1181,1
user103,1181,1
user107,1181,1
user117,1181,1
user166,1181,1
user191,1181,1
user198,1181,1
user261,1181,1
user297,1181,1
user012,1214,1
user154,1214,1
user208,1214,1
user235,1214,1
user238,1214,1
user262,1214,1
user012,1215,1
user032,1215,1
user144,1215,1
user171,1215,1
user175,1215,1
user237,1215,1
user265,1215,1
user325,1215,1
user012,1245,1
user080,1245,1
user110,1245,1
user130,1245,1
user146,1245,1
user160,1245,1
user192,1245,1
user200,1245,1
user201,1245,1
user290,1245,1
user327,1245,1
user012,1267,1
user034,1267,1
user083,1267,1
user096,1267,1
user125,1267,1
user186,1267,1
user203,1267,1
user234,1267,2
user269,1267,1
user301,1267,1
user319,1267,1
user012,1283,1
user082,1283,1
user109,1283,1
user197,1283,1
user271,1283,2
user278,1283,1
user322,1283,1
user012,1316,1
user070,1316,1
user078,1316,1
user087,1316,1
user102,1316,1
user149,1316,1
user261,1316,1
user265,1316,1
user270,1316,1
user293,1316,1
user299,1316,1
user320,1316,1
user323,1316,1
user012,1335,1
user055,1335,1
user064,1335,1
user077,1335,1
user190,1335,1
user196,1335,1
user237,1335,2
user278,1335,1
user290,1335,1
user013,291,1
user044,291,1
user272,291,1
user309,291,1
user013,307,1
user019,307,1
user070,307,1
user095,307,1
user107,307,1
user183,307,1
user227,307,1
user269,307,1
user321,307,1
user013,379,1
user021,379,1
user119,379,1
user142,379,1
user144,379,1
user172,379,1
user233,379,1
user243,379,1
user256,379,1
user013,389,1
user034,389,1
user069,389,1
user106,389,1
user128,389,1
user178,389,1
user255,389,1
user013,391,1
user031,391,1
user154,391,1
user185,391,1
user220,391,1
user258,391,1
user266,391,1
user013,429,1
user196,429,1
user202,429,1
user238,429,1
user241,429,1
user271,429,1
user312,429,1
user013,477,1
user070,477,1
user138,477,1
user152,477,1
user183,477,1
user241,477,1
user250,477,1
user269,477,1
user013,656,1
user025,656,1
user041,656,1
user047,656,1
user095,656,1
user116,656,1
user121,656,1
user228,656,1
user318,656,1
user013,699,1
user109,699,1
user170,699,1
user174,699,1
user229,699,1
user237,699,1
user295,699,1
user302,699,1
user013,766,1
user108,766,1
user121,766,1
user137,766,1
user170,766,1
user257,766,1
user260,766,1
user273,766,1
user013,768,1
user019,768,1
user048,768,1
user063,768,1
user073,768,1
user096,768,1
user098,768,1
user101,768,1
user107,768,1
user250,768,1
user013,837,1
user031,837,1
user115,837,1
user156,837,1
user160,837,1
user223,837,1
user247,837,1
user255,837,1
user266,837,1
user013,884,1
user048,884,1
user143,884,1
user155,884,1
user157,884,1
user218,884,1
user219,884,1
user228,884,1
user240,884,1
user247,884,1
user277,884,1
user330,884,1
user013,944,1
user017,944,1
user057,944,1
user096,944,1
user119,944,1
user179,944,1
user211,944,1
user224,944,1
user225,944,1
user227,944,1
user251,944,1
user295,944,1
user300,944,1
user321,944,1
user013,1002,1
user104,1002,1
user226,1002,1
user261,1002,1
user280,1002,1
user013,1054,1
user061,1054,1
user156,1054,1
user202,1054,1
user219,1054,1
user222,1054,1
user234,1054,1
user013,1060,1
user134,1060,1
user156,1060,1
user288,1060,1
user013,1090,1
user021,1090,1
user034,1090,1
user037,1090,1
user076,1090,1
user101,1090,1
user151,1090,1
user188,1090,1
user285,1090,1
user013,1149,1
user140,1149,1
user151,1149,1
user225,1149,1
user284,1149,1
user291,1149,1
user309,1149,1
user013,1262,1
user203,1262,1
user241,1262,1
user254,1262,1
user302,1262,1
user013,1363,1
user155,1363,1
user205,1363,1
user227,1363,1
user234,1363,1
user240,1363,1
user273,1363,1
user289,1363,1
user321,1363,1
user013,1379,1
user082,1379,1
user130,1379,1
user180,1379,1
user200,1379,1
user223,1379,1
user264,1379,1
user290,1379,1
user014,48,1
user077,48,1
user095,48,1
user201,48,1
user248,48,1
user262,48,1
user283,48,1
user315,48,1
user014,97,1
user066,97,1
user069,97,1
user078,97,1
user102,97,1
user136,97,1
user175,97,1
user204,97,1
user270,97,1
user280,97,1
user290,97,1
user318,97,1
user014,143,1
user022,143,1
user034,143,1
user114,143,1
user181,143,1
user182,143,1
user183,143,1
user212,143,1
user213,143,1
user233,143,1
user258,143,1
user271,143,1
user274,143,1
user305,143,1
user014,144,1
user182,144,1
user189,144,1
user284,144,1
user293,144,1
user014,148,1
user095,148,1
user154,148,1
user155,148,1
user175,148,1
user218,148,1
user281,148,1
user014,180,1
user015,180,1
user039,180,1
user080,180,1
user114,180,1
user171,180,1
user172,180,1
user195,180,1
user318,180,1
user014,191,1
user120,191,1
user151,191,1
user187,191,1
user236,191,1
user259,191,1
user329,191,1
user014,283,1
user048,283,1
user064,283,1
user240,283,1
user251,283,1
user257,283,1
user270,283,1
user014,290,1
user053,290,1
user055,290,1
user079,290,1
user094,290,1
user166,290,1
user181,290,1
user216,290,1
user223,290,1
user275,290,1
user282,290,1
user289,290,1
user298,290,1
user014,300,1
user131,300,1
user134,300,1
user138,300,1
user139,300,1
user150,300,1
user159,300,1
user221,300,1
user273,300,1
user014,341,1
user032,341,1
user082,341,1
user130,341,1
user155,341,1
user162,341,1
user186,341,1
user221,341,1
user222,341,1
user282,341,1
user329,341,1
user014,422,1
user079,422,1
user184,422,1
user305,422,1
user014,439,1
user038,439,1
user176,439,1
user198,439,1
user231,439,1
user310,439,1
user014,448,1
user034,448,1
user036,448,1
user160,448,1
user183,448,1
user200,448,1
user259,448,1
user316,448,1
user325,448,1
user014,455,1
user097,455,1
user109,455,1
user185,455,1
user197,455,1
user213,455,1
user226,455,1
user279,455,1
user280,455,1
user330,455,1
user014,461,1
user117,461,1
user142,461,1
user157,461,1
user227,461,1
user238,461,1
user241,461,1
user269,461,1
user014,566,1
user015,566,1
user019,566,1
user064,566,1
user095,566,1
user097,566,1
user278,566,1
user014,738,1
user060,738,1
user138,738,1
user163,738,1
user175,738,1
user186,738,1
user296,738,1
user314,738,1
user327,738,1
user330,738,1
user014,749,1
user034,749,1
user047,749,1
user200,749,1
user212,749,1
user300,749,1
user014,787,1
user120,787,1
user167,787,1
user176,787,1
user014,807,1
user088,807,1
user138,807,1
user191,807,1
user222,807,1
user247,807,1
user280,807,1
user306,807,1
user014,847,1
user175,847,1
user206,847,1
user238,847,1
user014,883,1
user104,883,1
user116,883,1
user119,883,1
user121,883,1
user161,883,1
user174,883,1
user257,883,1
user258,883,1
user271,883,1
user014,999,1
user053,999,1
user056,999,1
user083,999,1
user115,999,1
user131,999,1
user137,999,1
user207,999,1
user014,1008,1
user038,1008,1
user059,1008,1
user086,1008,1
user162,1008,1
user171,1008,1
user195,1008,1
user201,1008,1
user208,1008,1
user281,1008,1
user285,1008,1
user298,1008,2
user300,1008,1
user302,1008,1
user314,1008,1
user014,1030,1
user040,1030,1
user061,1030,1
user110,1030,1
user120,1030,1
user128,1030,1
user140,1030,1
user170,1030,1
user300,1030,1
user014,1102,1
user015,1102,1
user183,1102,1
user184,1102,1
user186,1102,1
user217,1102,1
user253,1102,1
user264,1102,1
user014,1125,1
user019,1125,1
user070,1125,1
user225,1125,1
user258,1125,1
user274,1125,1
user014,1321,1
user043,1321,1
user073,1321,1
user075,1321,1
user105,1321,1
user128,1321,1
user143,1321,1
user144,1321,1
user161,1321,2
user188,1321,1
user211,1321,1
user219,1321,1
user302,1321,1
user014,1355,1
user125,1355,1
user218,1355,1
user015,125,1
user202,125,1
user269,125,1
user015,153,1
user128,153,1
user187,153,1
user285,153,1
user303,153,1
user327,153,1
user015,174,1
user109,174,1
user170,174,1
user247,174,1
user264,174,1
user276,174,1
user287,174,1
user309,174,1
user015,177,1
user061,177,1
user064,177,1
user088,177,1
user120,177,1
user140,177,1
user163,177,1
user185,177,1
user204,177,1
user289,177,1
user323,177,1
user015,195,1
user064,195,1
user087,195,1
user105,195,1
user108,195,1
user134,195,1
user152,195,1
user165,195,1
user168,195,1
user192,195,1
user193,195,1
user204,195,1
user227,195,1
user015,197,1
user017,197,1
user060,197,1
user077,197,1
user094,197,1
user103,197,1
user120,197,1
user160,197,1
user184,197,1
user258,197,1
user270,197,1
user319,197,1
user321,197,1
user015,205,1
user017,205,1
user047,205,1
user064,205,1
user150,205,1
user157,205,1
user203,205,1
user239,205,1
user243,205,1
user015,274,1
user033,274,1
user188,274,1
user196,274,1
user197,274,1
user203,274,1
user215,274,1
user267,274,1
user268,274,1
user309,274,1
user015,358,1
user099,358,1
user134,358,1
user154,358,1
user171,358,1
user233,358,1
user249,358,1
user255,358,1
user256,358,1
user289,358,1
user322,358,1
user015,396,1
user017,396,1
user043,396,1
user116,396,1
user151,396,1
user220,396,1
user221,396,1
user245,396,1
user256,396,1
user015,454,1
user046,454,1
user083,454,1
user150,454,1
user180,454,1
user195,454,1
user213,454,1
user265,454,1
user277,454,1
user015,525,1
user069,525,1
user146,525,1
user150,525,1
user168,525,1
user211,525,1
user254,525,1
user282,525,1
user291,525,1
user292,525,1
