cart_det_id,sell_id,cart_id,cart_det_qnty
187,7281,67,1
188,7419,67,3
189,7594,67,1
190,7358,67,1
191,13441,68,2
192,2192,68,2
193,3456,69,1
194,3443,69,3
195,3298,69,3
196,5006,70,1
197,4960,70,3
198,5069,70,2
199,11011,71,3
200,11020,71,2
201,2975,72,1
202,2949,72,1
203,2891,72,3
204,11797,72,3
205,9770,73,3
206,14205,74,3
207,9766,75,2
208,9778,75,1
209,57,76,2
210,21,76,1
211,212,76,2
212,209,76,1
213,12496,77,3
214,6588,77,2
215,6692,77,1
216,12469,77,1
217,7327,78,3
218,12617,78,3
219,7338,78,1
220,7590,78,2
221,8728,79,1
222,3429,80,2
223,3131,80,3
224,14560,81,3
225,4762,81,2
226,4600,81,2
227,4481,81,3
228,4430,81,1
229,12989,82,2
230,9736,82,2
231,9779,82,3
232,4122,83,1
233,3712,83,2
234,4057,83,1
235,14497,83,2
236,5474,84,3
237,12277,84,2
238,12276,84,1
239,10824,85,2
240,11070,85,3
241,15049,85,1
242,13175,85,2
243,2312,86,2
244,2444,86,2
245,2362,86,1
246,13457,86,2
247,2452,86,3
248,10028,87,3
249,13003,87,2
250,14990,87,2
251,10014,87,3
252,12809,88,2
253,14880,88,3
254,8777,88,3
255,8746,88,3
256,1426,89,2
257,898,89,2
258,984,89,2
259,14215,90,2
260,296,90,2
261,14050,91,1
262,12986,91,3
263,9772,91,3
264,9816,92,3
265,10149,92,2
266,10025,92,3
267,10178,92,3
268,9934,92,3
269,80,93,2
270,68,93,1
271,13257,93,2
272,8301,94,3
273,8447,94,2
274,8308,94,3
275,8369,94,1
276,8292,94,2
277,3466,95,1
278,3622,95,2
279,3487,95,1
280,3615,95,3
281,3610,95,3
282,6957,96,2
283,6897,96,3
284,7069,96,2
285,7026,96,2
286,6995,96,2
287,3248,97,2
288,3273,97,1
289,3309,97,3
290,13552,97,3
291,11921,97,2
292,11872,98,3
293,9765,99,3
294,9767,99,1
295,9758,99,1
296,9776,99,2
297,9202,100,2
298,12870,100,1
299,9231,100,2
300,4558,101,3
301,10318,102,2
302,14102,102,2
303,10758,102,3
304,10313,102,3
305,13161,102,3
306,68,103,2
307,67,103,3
308,14195,103,1
309,52,103,3
310,14203,103,3
311,7317,104,3
312,7426,104,3
313,7515,104,1
314,7436,104,2
315,7502,104,3
316,13866,105,1
317,12584,105,1
318,7307,105,2
319,7464,105,3
320,11612,106,1
321,1936,106,1
322,1594,106,2
323,1999,106,3
324,8836,107,3
325,12840,107,3
326,2818,108,2
327,2988,108,1
328,2494,108,1
329,2638,108,2
330,5685,109,1
331,5724,109,3
332,14983,110,2
333,10059,110,3
334,10180,110,1
335,13051,110,2
336,10071,110,3
337,5370,111,2
338,5401,111,3
339,5413,111,2
340,3233,112,2
341,14668,113,1
342,12350,113,2
343,6028,113,1
344,13702,114,3
345,5348,114,2
346,5452,114,1
347,12217,115,1
348,11499,116,3
349,675,116,2
350,719,116,1
351,687,116,2
352,483,116,1
353,3732,117,2
354,3707,117,2
355,13587,117,2
356,8096,118,3
357,7700,118,1
358,886,119,2
359,11596,119,1
360,1276,119,2
361,13336,119,1
362,7987,120,1
363,12387,121,2
364,6445,121,3
365,6129,121,2
366,11595,122,3
367,12007,123,2
368,3870,123,1
369,4135,123,1
370,6451,124,2
371,12399,124,3
372,6330,124,1
373,9744,125,2
374,9751,125,3
375,14964,125,1
376,9756,125,3
377,9750,125,1
378,7724,126,2
379,7996,126,2
380,7909,126,1
381,7984,127,2
382,9729,128,1
383,9514,128,2
384,9456,128,2
385,11054,129,1
386,10225,130,2
387,8185,131,1
388,4006,132,1
389,3772,132,3
390,3723,132,2
391,285,133,1
392,380,133,1
393,13281,133,2
394,317,133,2
395,14222,133,1
396,705,134,2
397,776,134,1
398,697,134,2
399,10075,135,3
400,9876,135,1
401,9884,135,1
402,10158,135,1
403,9822,135,3
404,9908,136,3
405,10045,136,1
406,10107,136,2
407,9904,136,1
408,9978,136,2
409,12842,137,2
410,12830,137,1
411,8861,137,2
412,8900,137,3
413,12828,137,1
414,14055,138,2
415,9916,138,2
416,2168,139,3
417,2177,139,1
418,2105,139,3
419,2237,139,1
420,2144,139,2
421,4571,140,2
422,4575,140,1
423,4314,140,2
424,4663,140,1
425,4383,140,3
426,2907,141,1
427,8725,142,3
428,8764,142,2
429,2253,143,1
430,3802,144,1
431,14502,144,1
432,12034,144,2
433,6667,145,3
434,6527,145,2
435,12450,145,2
436,13979,146,1
437,12847,146,1
438,12844,146,3
439,8856,146,1
440,8900,146,3
441,9800,147,1
442,9802,147,1
443,9735,147,3
444,10207,148,2
445,13141,148,1
446,10617,148,1
447,13757,149,3
448,13754,149,3
449,5915,149,3
450,5921,149,2
451,6093,149,3
452,8387,150,1
453,8440,150,1
454,13957,150,3
455,10558,151,2
456,14119,151,1
457,10261,151,2
458,10274,151,3
459,3279,152,3
460,3365,152,3
461,11871,152,2
462,3191,152,1
463,3167,152,3
464,7674,153,3
465,7614,153,1
466,7702,153,3
467,5647,154,3
468,5500,154,2
469,629,155,1
470,772,155,3
471,11500,155,3
472,799,155,2
473,518,155,2
474,11581,156,1
475,829,156,1
476,925,156,1
477,1043,156,1
478,13330,156,1
479,3125,157,2
480,3231,157,2
481,2439,158,3
482,3934,159,1
483,4065,159,1
484,3343,160,3
485,3148,160,2
486,3173,160,2
487,3134,160,1
488,3189,160,2
489,1536,161,1
490,2016,161,2
491,14337,161,3
492,1456,161,2
493,4255,162,2
494,4480,163,3
495,4305,163,3
496,4528,163,3
497,4389,163,1
498,1562,164,1
499,1984,164,2
500,1173,165,1
501,14272,165,3
502,11419,166,2
503,381,166,3
504,389,166,1
505,8765,167,3
506,11673,168,1
507,1548,168,1
508,1476,168,1
509,13384,168,2
510,1544,168,2
511,391,169,3
512,3538,170,2
513,3571,170,1
514,3470,170,3
515,3641,170,1
516,76,171,1
517,68,171,3
518,11408,171,2
519,6043,172,3
520,5967,172,1
521,6110,172,3
522,5982,172,2
523,5933,172,2
524,3876,173,1
525,528,174,2
526,607,174,2
527,622,174,1
528,11485,174,1
529,11493,174,3
530,2505,175,1
531,3070,175,3
532,11848,175,3
533,11717,176,3
534,2181,176,2
535,2215,176,2
536,2197,176,2
537,2125,176,3
538,6996,177,2
539,6891,177,1
540,7144,177,3
541,12518,177,2
542,13913,178,1
543,7973,178,3
544,13474,179,1
545,2347,179,1
546,11877,180,3
547,3255,180,2
548,11912,180,3
549,5019,181,2
550,4981,181,2
551,863,182,2
552,1105,182,1
553,6100,183,2
554,136,184,1
555,154,184,2
556,11385,184,2
557,8423,185,2
558,12826,186,1
559,8828,186,3
560,8931,186,2
561,8885,186,1
562,6521,187,1
563,14729,187,3
564,12493,187,1
565,385,188,1
566,11416,188,3
567,301,188,2
568,425,188,1
569,12649,189,1
570,4100,190,3
571,14756,191,2
572,13839,191,3
573,12521,191,3
574,6954,191,1
575,2717,192,1
576,7562,193,3
577,7239,193,3
578,1044,194,1
579,1382,194,3
580,14374,195,2
581,2447,195,2
582,2282,195,1
583,11772,195,2
584,1391,196,2
585,1063,196,3
586,1245,196,1
587,1339,196,3
588,1182,196,2
589,245,197,2
590,3013,198,2
591,2805,198,3
592,2749,198,1
593,2778,198,2
594,9716,199,2
595,9607,199,3
596,9371,199,2
597,9549,199,2
598,12957,199,3
599,12580,200,2
600,7531,200,1
601,13878,200,2
602,9742,201,3
603,12989,201,2
604,9739,201,2
605,9754,201,1
606,9799,201,1
607,7164,202,1
608,12552,202,2
609,7355,203,2
610,7376,203,1
611,7552,203,2
612,7298,203,2
613,7567,203,1
614,7099,204,2
615,7024,204,2
616,12537,204,3
617,7111,204,3
618,12558,204,2
619,12801,205,3
620,14084,206,2
621,10017,206,3
622,14976,207,1
623,1850,208,3
624,1790,208,3
625,1710,208,3
626,11659,208,2
627,1539,208,1
628,12686,209,1
629,8165,209,3
630,8134,209,2
631,13911,209,1
632,8118,209,1
633,13592,210,1
634,3997,210,3
635,5232,211,1
636,5349,211,2
637,12263,211,2
638,9445,212,1
639,9534,212,2
640,9533,212,1
641,9701,212,3
642,3567,213,3
643,557,214,1
644,449,214,3
645,656,214,2
646,9753,215,3
647,9767,215,1
648,9774,215,2
649,9749,215,1
650,12984,215,3
651,12992,216,2
652,11846,217,2
653,2693,217,3
654,10099,218,2
655,12335,219,3
656,12296,219,3
657,7143,220,1
658,13857,220,3
659,13829,220,3
660,9503,221,1
661,9426,221,1
662,8623,222,2
663,12795,222,1
664,8658,222,3
665,8686,222,3
666,7310,223,1
667,13876,223,1
668,14801,223,2
669,276,224,1
670,292,224,2
671,256,224,3
672,339,224,2
673,293,224,2
674,12736,225,1
675,1718,226,1
676,1664,226,2
677,1541,226,3
678,1728,226,2
679,9618,227,3
680,9638,227,2
681,14594,228,1
682,5019,228,1
683,4987,228,2
684,5046,228,2
685,1791,229,2
686,1704,229,2
687,11648,229,1
688,1488,229,2
689,1902,229,2
690,11934,230,3
691,3535,230,3
692,14486,230,1
693,3587,230,1
694,3572,231,1
695,14487,231,3
696,14473,231,1
697,12665,232,2
698,8044,232,1
699,1196,233,3
700,1010,233,2
701,1079,233,2
702,11597,233,3
703,12330,234,1
704,5749,234,1
705,5653,234,2
706,9214,235,2
707,9170,235,1
708,9184,235,2
709,9007,235,1
710,9048,235,3
711,9708,236,3
712,9384,236,3
713,14954,236,1
714,9550,236,1
715,9667,236,2
716,3484,237,3
717,3560,237,2
718,3586,237,2
719,14470,237,2
720,3546,237,1
721,5302,238,3
722,5425,238,2
723,231,239,2
724,321,239,3
725,1331,240,1
726,11537,240,1
727,1321,240,3
728,2970,241,1
729,2823,241,2
730,2920,241,1
731,3067,241,3
732,4413,242,3
733,4506,242,2
734,767,243,3
735,11474,243,2
736,554,243,2
737,13231,244,3
738,11105,244,1
739,11143,244,3
740,11108,244,2
741,10934,244,1
742,5051,245,1
743,5066,245,3
744,5103,245,1
745,6502,246,1
746,6588,246,1
747,6652,246,2
748,929,247,1
749,11517,247,2
750,9783,248,3
751,12992,248,3
752,15001,249,2
753,10223,249,2
754,10399,249,1
755,10757,249,2
756,10636,249,1
757,7442,250,3
758,4247,251,3
759,3747,251,1
760,4196,251,3
761,4202,251,3
762,4085,251,2
763,9247,252,3
764,3236,253,1
765,3342,253,3
766,3129,253,2
767,3312,253,2
768,3408,253,2
769,13831,254,1
770,6877,254,1
771,6962,254,2
772,14513,255,1
773,3886,255,1
774,12024,255,3
775,11991,255,1
776,4006,255,1
777,8427,256,1
778,12756,256,1
779,12774,256,1
780,8549,256,2
781,12750,256,2
782,11405,257,3
783,13258,257,1
784,14199,257,2
785,188,257,1
786,3933,258,2
787,11974,258,2
788,1025,259,3
789,1006,259,1
790,9786,260,3
791,9773,260,1
792,9735,260,3
793,9797,260,3
794,9758,260,2
795,6467,261,2
796,6288,261,3
797,598,262,2
798,9502,263,1
799,9628,263,2
800,1710,264,3
801,1757,264,3
802,1885,264,2
803,1461,264,1
804,1909,264,3
805,13101,265,2
806,10706,265,3
807,10249,265,2
808,10716,265,3
809,9736,266,3
810,12988,266,2
811,14964,266,1
812,9747,266,1
813,5850,267,2
814,5868,267,3
815,14645,267,2
816,5574,267,3
817,5841,267,3
818,11849,268,3
819,11419,269,2
820,11439,269,2
821,284,269,3
822,266,269,3
823,11449,269,2
824,3478,270,2
825,3680,270,1
826,13735,271,1
827,9096,272,3
828,9058,272,2
829,14015,272,1
830,9239,272,2
831,9240,272,1
832,6683,273,1
833,6701,273,3
834,3465,274,2
835,3482,274,2
836,3688,274,2
837,3689,274,1
838,3551,274,2
839,8746,275,1
840,224,276,1
841,122,276,1
842,172,276,1
843,4942,277,2
844,5079,277,1
845,3594,278,3
846,3590,278,1
847,3504,278,3
848,3575,278,2
849,12203,279,3
850,5010,279,3
851,5006,279,1
852,4944,279,2
853,14494,280,3
854,2189,281,1
855,2186,281,3
856,14354,281,1
857,11213,282,1
858,10904,282,2
859,13580,283,1
860,3642,283,1
861,791,284,2
862,501,284,2
863,735,284,2
864,600,284,1
865,679,284,2
866,12982,285,3
867,12989,285,3
868,9762,285,3
869,13264,286,1
870,118,286,1
871,14201,286,3
872,134,286,3
873,6785,287,3
874,14280,288,2
875,915,288,1
876,560,289,1
877,745,289,3
878,703,289,1
879,546,289,1
880,3294,290,2
881,3302,290,2
882,10149,291,2
883,13040,291,3
884,10060,291,2
885,9863,291,2
886,14984,291,3
887,13240,292,3
888,11149,292,1
889,11246,292,2
890,11325,292,2
891,10958,292,3
892,5946,293,2
893,13748,293,1
894,6381,294,1
895,14697,294,1
896,6207,294,1
897,6455,294,1
898,9763,295,3
899,9762,295,1
900,9764,295,1
901,8818,296,2
902,8783,296,1
903,11718,297,2
904,2232,297,1
905,11533,298,2
906,1288,298,2
907,1316,298,3
908,943,298,1
909,1221,298,3
910,12606,299,1
911,6878,300,2
912,7082,300,1
913,11924,301,2
914,3292,301,2
915,3431,301,1
916,3286,301,1
917,148,302,2
918,9777,303,1
919,9776,303,3
920,12979,303,3
921,9786,303,2
922,14822,304,2
923,9791,305,2
924,9802,305,3
925,12977,305,3
926,10695,306,2
927,10387,306,3
928,14114,306,3
929,10218,306,3
930,15001,306,3
931,3519,307,2
932,14181,308,2
933,8541,309,2
934,8296,309,2
935,12762,309,2
936,9859,310,3
937,9886,310,2
938,2146,311,1
939,2208,311,3
940,2186,311,2
941,2136,311,1
942,8674,312,2
943,8663,312,1
944,737,313,1
945,730,313,1
946,551,313,3
947,13309,313,1
948,12492,314,1
949,13808,314,3
950,6498,314,3
951,2123,315,2
952,2141,315,1
953,2250,315,2
954,8925,316,3
955,4298,317,1
956,4680,317,2
957,12077,317,3
958,4880,317,2
959,4560,317,3
960,10502,318,3
961,10390,318,3
962,10715,318,3
963,3540,319,1
964,13678,320,2
965,5091,320,1
966,9610,321,3
967,5669,322,2
968,5814,322,3
969,4513,323,1
970,4532,323,2
971,13655,323,1
972,4359,323,3
973,4478,323,2
974,9128,324,2
975,9778,325,3
976,12991,325,1
977,12992,325,3
978,9798,325,1
979,14004,326,1
980,11680,327,3
981,11855,328,1
982,12119,329,1
983,4642,329,3
984,4472,329,3
985,4715,329,1
986,11396,330,3
987,88,330,2
988,101,330,3
989,8896,331,3
990,8913,331,3
991,7687,332,3
992,13892,332,1
993,14848,332,1
994,7818,332,1
995,12264,333,1
996,14600,333,1
997,5032,334,3
998,1571,335,3
999,1987,335,1
1000,2466,336,2
1001,2348,336,2
1002,2455,336,2
1003,2385,336,2
1004,2341,336,1
1005,8525,337,2
1006,6631,338,1
1007,6670,338,1
1008,6655,338,1
1009,14725,338,2
1010,6520,338,2
1011,12040,339,3
1012,3745,339,3
1013,11603,340,1
1014,1266,340,3
1015,1232,340,2
1016,867,340,1
1017,945,340,3
1018,12908,341,3
1019,12892,341,2
1020,9270,341,1
1021,8397,342,2
1022,12756,342,3
1023,6831,343,1
1024,6720,343,2
1025,6768,343,3
1026,6613,343,1
1027,6591,343,3
1028,9734,344,3
1029,757,345,1
1030,11475,345,2
1031,13327,345,3
1032,635,345,2
1033,8040,346,3
1034,5832,347,1
1035,13727,347,2
1036,5637,347,3
1037,5499,347,1
1038,11933,348,1
1039,12795,349,2
1040,8671,349,3
1041,1694,350,3
1042,14316,350,1
1043,13393,350,1
1044,1847,350,2
1045,4650,351,3
1046,13643,351,1
1047,4666,352,3
1048,4677,352,2
1049,4728,352,1
1050,4581,352,1
1051,10408,353,3
1052,10514,353,3
1053,5385,354,1
1054,5215,354,1
1055,5297,354,1
1056,13706,354,2
1057,5367,354,2
1058,1697,355,1
1059,11692,355,1
1060,11629,355,3
1061,1623,355,1
1062,2392,356,3
1063,14376,356,1
1064,10477,357,1
1065,15018,357,1
1066,13056,357,2
1067,238,358,1
1068,8626,359,3
1069,8637,359,1
1070,8701,359,2
1071,10177,360,1
1072,10074,360,2
1073,10180,360,3
1074,10009,360,1
1075,14433,361,1
1076,3189,361,1
1077,3250,361,2
1078,1300,362,3
1079,1038,362,2
1080,12201,363,1
1081,5045,363,1
1082,12181,363,2
1083,2337,364,1
1084,2465,364,1
1085,2393,364,2
1086,2321,364,2
1087,2355,364,3
1088,8922,365,1
1089,8935,365,2
1090,13975,366,1
1091,14874,366,2
1092,8820,366,2
1093,8659,366,3
1094,13122,367,2
1095,10251,367,2
1096,5112,368,2
1097,4924,368,1
1098,8272,369,2
1099,12755,369,2
1100,5003,370,2
1101,4936,370,2
1102,4940,370,3
1103,3472,371,1
1104,11952,371,3
1105,14484,371,3
1106,14837,372,2
1107,7610,372,2
1108,8076,372,1
1109,7866,372,3
1110,10280,373,2
1111,10302,373,2
1112,10621,373,3
1113,10499,373,1
1114,255,374,1
1115,312,374,2
1116,11442,374,3
1117,361,374,2
1118,326,374,1
1119,4588,375,3
1120,776,376,1
1121,630,376,1
1122,484,376,3
1123,2342,377,2
1124,2404,377,1
1125,11772,377,2
1126,2430,377,3
1127,11751,377,3
1128,4987,378,1
1129,4976,378,2
1130,8947,379,2
1131,8827,379,1
1132,8969,379,2
1133,11783,380,1
1134,2689,380,2
1135,2659,380,3
1136,9794,381,3
1137,9759,381,2
1138,9747,381,1
1139,3981,382,1
1140,4127,382,1
1141,151,383,1
1142,182,383,2
1143,39,383,2
1144,200,383,2
1145,9506,384,3
1146,9359,384,3
1147,7819,385,1
1148,8161,385,2
1149,7712,385,3
1150,13279,386,3
1151,308,386,1
1152,11186,387,3
1153,10860,387,2
1154,14177,387,1
1155,10902,387,1
1156,9285,388,1
1157,9114,388,1
1158,9298,388,1
1159,9223,388,2
1160,8991,388,2
1161,13460,389,3
1162,2389,389,1
1163,1266,390,1
1164,1179,390,3
1165,11156,391,3
1166,10990,391,3
1167,10864,391,3
1168,15062,391,2
1169,12773,392,2
1170,8290,392,1
1171,8241,392,3
1172,8315,392,3
1173,8512,392,1
1174,12378,393,2
1175,6435,393,2
1176,13783,393,3
1177,6393,393,1
1178,6341,393,1
1179,8689,394,1
1180,12798,394,2
1181,12796,394,1
1182,8769,394,3
1183,4924,395,3
1184,12179,395,2
1185,1629,396,3
1186,1483,396,2
1187,1994,396,3
1188,1774,396,3
1189,9776,397,2
1190,9775,397,2
1191,9795,397,1
1192,6704,398,2
1193,6661,398,3
1194,6507,398,1
1195,44,399,2
1196,159,399,2
1197,166,399,1
1198,7571,400,1
1199,7444,400,1
1200,7295,400,3
1201,14794,400,2
1202,9759,401,2
1203,9791,401,2
1204,9781,401,3
1205,234,402,2
1206,227,402,1
1207,13273,402,2
1208,351,402,1
1209,688,403,1
1210,777,403,1
1211,475,403,1
1212,560,403,1
1213,6726,404,3
1214,6651,404,3
1215,6702,404,1
1216,6721,404,3
1217,6751,404,2
1218,9778,405,3
1219,9740,405,2
1220,12986,405,2
1221,12982,405,3
1222,1019,406,3
1223,13358,406,1
1224,2697,407,1
1225,2523,407,1
1226,1413,408,2
1227,4207,409,2
1228,4133,409,1
1229,4107,409,2
1230,4058,409,1
1231,3892,409,1
1232,10075,410,2
1233,9905,410,3
1234,13012,410,3
1235,320,411,2
1236,11432,411,2
1237,303,411,3
1238,269,411,2
1239,271,411,3
1240,9261,412,2
1241,12891,412,2
1242,14918,412,3
1243,12914,412,2
1244,5323,413,3
1245,5181,413,2
1246,10155,414,3
1247,9908,414,3
1248,5933,415,2
1249,5961,415,2
1250,15082,416,2
1251,233,417,1
1252,14458,418,3
1253,11878,418,1
1254,11872,418,3
1255,7994,419,3
1256,12717,419,1
1257,13916,419,2
1258,6905,420,2
1259,13853,420,1
1260,11725,421,2
1261,2237,421,3
1262,2133,421,1
1263,2063,421,3
1264,2095,421,1
1265,13099,422,2
1266,10754,422,3
1267,10427,422,3
1268,14118,422,1
1269,2156,423,2
1270,1093,424,3
1271,9345,425,3
1272,4958,426,1
1273,4905,426,3
1274,5111,426,3
1275,13694,426,1
1276,13677,426,2
1277,4664,427,2
1278,4647,427,2
1279,4886,427,3
1280,4851,427,1
1281,9305,428,3
1282,9217,428,1
1283,5465,429,2
1284,5406,429,2
1285,7358,430,2
1286,12584,430,1
1287,7395,430,2
1288,5935,431,3
1289,6053,431,1
1290,5937,431,1
1291,5973,431,1
1292,7492,432,3
1293,7530,432,2
1294,7542,432,3
1295,13861,432,1
1296,2393,433,2
1297,2478,433,1
1298,2413,433,3
1299,14374,434,3
1300,11766,434,2
1301,14367,434,2
1302,2474,434,3
1303,2340,434,3
1304,10647,435,3
1305,8510,436,3
1306,12740,436,3
1307,8533,436,3
1308,13948,436,3
1309,12198,437,2
1310,5095,437,1
1311,4924,437,3
1312,5063,437,1
1313,5015,437,2
1314,11730,438,3
1315,2252,438,2
1316,11733,438,1
1317,2230,438,3
1318,2072,438,3
1319,1970,439,1
1320,1734,439,1
1321,14311,439,2
1322,14343,439,1
1323,1778,439,3
1324,10796,440,3
1325,11178,440,3
1326,11219,440,1
1327,6097,441,1
1328,6038,441,3
1329,7864,442,1
1330,14053,443,2
1331,10148,443,1
1332,10118,443,2
1333,9980,443,1
1334,375,444,2
1335,11451,444,1
1336,263,444,1
1337,14601,445,1
1338,2150,446,3
1339,2131,446,3
1340,2071,446,3
1341,117,447,3
1342,101,447,1
1343,82,447,1
1344,575,448,1
1345,11498,448,1
1346,697,448,3
1347,715,448,1
1348,11502,448,3
1349,5836,449,3
1350,9372,450,1
1351,9573,450,2
1352,9570,450,3
1353,12934,451,2
1354,9539,451,2
1355,9544,451,2
1356,9507,451,3
1357,5520,452,3
1358,461,453,3
1359,604,453,3
1360,739,453,1
1361,6023,454,2
1362,9600,455,2
1363,9640,455,1
1364,9658,455,2
1365,9444,455,3
1366,4596,456,1
1367,4624,456,3
1368,4355,456,3
1369,4586,456,2
1370,4419,456,2
1371,5218,457,2
1372,5370,457,3
1373,8410,458,2
1374,13063,459,2
1375,14133,459,1
1376,10736,459,3
1377,717,460,1
1378,6010,461,1
1379,5885,461,1
1380,2303,462,2
1381,11762,462,3
1382,2362,462,3
1383,2424,462,1
1384,2436,462,3
1385,9389,463,1
1386,6317,464,1
1387,6331,464,1
1388,6148,464,2
1389,14686,464,1
1390,6221,464,2
1391,10084,465,1
1392,9825,465,2
1393,1178,466,2
1394,10997,467,1
1395,11313,468,3
1396,11292,468,3
1397,11028,468,2
1398,14673,469,1
1399,14898,470,3
1400,8873,470,3
1401,8898,470,3
1402,8927,470,3
1403,7668,471,3
1404,12209,472,3
1405,4996,472,3
1406,4989,472,2
1407,5083,472,1
1408,5116,472,1
1409,7549,473,3
1410,2424,474,3
1411,11758,474,1
1412,3591,475,3
1413,13577,475,3
1414,12819,476,3
1415,4080,477,1
1416,3779,477,2
1417,13587,477,2
1418,11606,478,3
1419,1264,478,2
1420,13746,479,1
1421,14965,480,1
1422,13307,481,2
1423,11471,481,2
1424,6672,482,2
1425,7317,483,1
1426,15029,484,1
1427,13076,484,3
1428,10330,484,3
1429,14123,484,2
1430,13336,485,3
1431,1297,485,3
1432,11591,485,2
1433,1044,485,3
1434,13361,485,3
1435,7797,486,3
1436,7675,486,3
1437,13749,487,1
1438,9390,488,1
1439,9702,488,2
1440,9644,488,1
1441,9705,488,1
1442,12967,488,3
1443,6091,489,1
1444,9182,490,1
1445,14018,490,1
1446,9104,490,3
1447,9230,490,1
1448,2718,491,2
1449,2915,491,3
1450,11779,491,3
1451,8751,492,3
1452,8680,492,2
1453,8781,492,1
1454,6890,493,2
1455,7101,493,2
1456,7146,493,1
1457,7068,493,2
1458,11892,494,3
1459,3350,494,3
1460,13177,495,2
1461,6862,496,3
1462,11388,497,3
1463,92,497,2
1464,164,497,3
1465,217,497,3
1466,12777,498,3
1467,8651,499,3
1468,13964,499,3
1469,13973,499,3
1470,8735,499,3
1471,10081,500,1
1472,9837,500,1
1473,13361,501,3
1474,14200,502,2
1475,11392,502,1
1476,6,502,3
1477,127,502,2
1478,145,502,3
1479,5748,503,3
1480,14842,504,2
1481,7682,504,1
1482,7951,504,3
1483,11426,505,2
1484,343,505,2
1485,14208,505,1
1486,426,505,1
1487,4323,506,1
1488,14564,506,2
1489,4446,506,3
1490,4846,506,1
1491,4604,506,1
1492,9465,507,1
1493,12973,507,1
1494,9369,507,2
1495,2210,508,1
1496,2071,508,2
1497,12139,509,3
1498,4339,509,1
1499,4314,509,1
1500,4305,509,2
1501,1388,510,1
1502,972,510,2
1503,6282,511,2
1504,4439,512,1
1505,4584,512,3
1506,4682,512,3
1507,866,513,1
1508,876,513,3
1509,1108,514,2
1510,13373,514,1
